year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NER,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NER,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,NER,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,CIV,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,CIV,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,CIV,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,CIV,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,CIV,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CIV,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,CIV,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,CIV,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,CIV,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,CIV,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,CIV,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,CIV,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,ROU,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,ROU,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,ROU,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ROU,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ROU,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,ROU,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,ROU,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,ROU,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ROU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,ROU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ROU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,ROU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,ZAF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,ZAF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,ZAF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ZAF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ZAF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,ZAF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,ZAF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,ZAF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ZAF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,ZAF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ZAF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,ZAF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,ISR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,ISR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,ISR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ISR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ISR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,ISR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,ISR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,ISR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ISR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,ISR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ISR,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,ISR,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,POL,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,POL,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,POL,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,POL,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,POL,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,POL,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,POL,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,POL,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,POL,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,POL,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,POL,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,POL,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,JOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,JOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,JOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,JOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,JOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,JOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,JOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,JOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,JOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,JOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,JOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,JOR,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,BGD,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,BGD,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,BGD,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,BGD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,BGD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,BGD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,BGD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,BGD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,BGD,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,BGD,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,BGD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,BGD,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,TLS,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,TLS,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,TLS,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,TLS,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,TLS,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,TLS,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,TLS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,TLS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,TLS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,TLS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,TLS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,TLS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,MMR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,MMR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,MMR,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MMR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MMR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,MMR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,MMR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MMR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MMR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MMR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MMR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MMR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,NLD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,NLD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,NLD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,NLD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,NLD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,NLD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,NLD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,NLD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,NLD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NLD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NLD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,NLD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,NZL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,NZL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,NZL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,NZL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,NZL,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,NZL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,NZL,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,NZL,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,NZL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NZL,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NZL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,NZL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,CHL,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,CHL,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,CHL,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,CHL,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,CHL,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CHL,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,CHL,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,CHL,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,CHL,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,CHL,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,CHL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,CHL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,HRV,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,HRV,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,HRV,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,HRV,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,HRV,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,HRV,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,HRV,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,HRV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,HRV,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,HRV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,HRV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,HRV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,BLZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,BLZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,BLZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,BLZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,BLZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,BLZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,BLZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,BLZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,BLZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,BLZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,BLZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,BLZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,ALB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,ALB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,ALB,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ALB,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ALB,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,ALB,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,ALB,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,ALB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ALB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,ALB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALB,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,ALB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,GEO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,GEO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,GEO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,GEO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,GEO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,GEO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,GEO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,GEO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,GEO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,GEO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,GEO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,GEO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,CYP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,CYP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,CYP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,CYP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,CYP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CYP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,CYP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,CYP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,CYP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,CYP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,CYP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,CYP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,KOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,KOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,KOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,KOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,KOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,KOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,KOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,KOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,KOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,KOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,KOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,AUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,AUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,AUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,AUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,AUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,AUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,AUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,AUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,AUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,AUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,AUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,AUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,BLR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,BLR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,BLR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,BLR,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,BLR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,BLR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,BLR,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,BLR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,BLR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,BLR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,BLR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,BLR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,KHM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,KHM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,KHM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,KHM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KHM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,KHM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,KHM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,KHM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,KHM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,KHM,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,KHM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,KHM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,CZE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,CZE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,CZE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,CZE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,CZE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CZE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,CZE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,CZE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,CZE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,CZE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,CZE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,CZE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,ETH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,ETH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,ETH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ETH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ETH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,ETH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,ETH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,ETH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ETH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,ETH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ETH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,ETH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,FRA,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FRA,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,FRA,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,FRA,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FRA,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FRA,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,FRA,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,FRA,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,FRA,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,FRA,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,FRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,DEU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DEU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,DEU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,DEU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,DEU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,DEU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,DEU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,DEU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,DEU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,DEU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,DEU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,DEU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,GRC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,GRC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,GRC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,GRC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,GRC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,GRC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,GRC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,GRC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,GRC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,GRC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,GRC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,GRC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,ITA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,ITA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,ITA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ITA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
