year,geo,disagg_type,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2024,BRA,Total,Urban poor (High risk),33,,,,
2013,BTN,Total,Lower-middle income (Medium risk),0.029,,,,
2014,BTN,Total,Lower-middle income (Medium risk),0.027,,,,
2015,BTN,Total,Lower-middle income (Medium risk),0.028,,,,
2016,BTN,Total,Lower-middle income (Medium risk),0.027,,,,
2017,BTN,Total,Lower-middle income (Medium risk),0.028,,,,
2018,BTN,Total,Lower-middle income (Medium risk),0.027,,,,
2019,BTN,Total,Lower-middle income (Medium risk),0.025,,,,
2020,BTN,Total,Lower-middle income (Medium risk),0.023,,,,
2021,BTN,Total,Lower-middle income (Medium risk),0.024,,,,
2022,BTN,Total,Lower-middle income (Medium risk),0.024,,,,
2023,BTN,Total,Lower-middle income (Medium risk),0.025,,,,
2024,BTN,Total,Lower-middle income (Medium risk),0,,,,
2013,BTN,Total,Medium-income (Low risk),0.011,,,,
2014,BTN,Total,Medium-income (Low risk),0.012,,,,
2015,BTN,Total,Medium-income (Low risk),0.012,,,,
2016,BTN,Total,Medium-income (Low risk),0.013,,,,
2017,BTN,Total,Medium-income (Low risk),0.013,,,,
2018,BTN,Total,Medium-income (Low risk),0.013,,,,
2019,BTN,Total,Medium-income (Low risk),0.015,,,,
2020,BTN,Total,Medium-income (Low risk),0.015,,,,
2021,BTN,Total,Medium-income (Low risk),0.016,,,,
2022,BTN,Total,Medium-income (Low risk),0.016,,,,
2023,BTN,Total,Medium-income (Low risk),0.016,,,,
2024,BTN,Total,Medium-income (Low risk),66,,,,
2013,BTN,Total,Rural poor (High risk),0.00056,,,,
2014,BTN,Total,Rural poor (High risk),0.00037,,,,
2015,BTN,Total,Rural poor (High risk),0.0004,,,,
2016,BTN,Total,Rural poor (High risk),0.00034,,,,
2017,BTN,Total,Rural poor (High risk),0.00034,,,,
2018,BTN,Total,Rural poor (High risk),0.00031,,,,
2019,BTN,Total,Rural poor (High risk),0.00018,,,,
2020,BTN,Total,Rural poor (High risk),0.00011,,,,
2021,BTN,Total,Rural poor (High risk),0.00011,,,,
2022,BTN,Total,Rural poor (High risk),0.00011,,,,
2023,BTN,Total,Rural poor (High risk),0.00011,,,,
2024,BTN,Total,Rural poor (High risk),0.49,,,,
2013,BTN,Total,Urban poor (High risk),0.00028,,,,
2014,BTN,Total,Urban poor (High risk),0.0002,,,,
2015,BTN,Total,Urban poor (High risk),0.00022,,,,
2016,BTN,Total,Urban poor (High risk),0.00019,,,,
2017,BTN,Total,Urban poor (High risk),0.00019,,,,
2018,BTN,Total,Urban poor (High risk),0.00021,,,,
2019,BTN,Total,Urban poor (High risk),0.0001,,,,
2020,BTN,Total,Urban poor (High risk),0.000061,,,,
2021,BTN,Total,Urban poor (High risk),0.000063,,,,
2022,BTN,Total,Urban poor (High risk),0.000066,,,,
2023,BTN,Total,Urban poor (High risk),0.000068,,,,
2024,BTN,Total,Urban poor (High risk),70,,,,
2013,CAF,Total,Lower-middle income (Medium risk),0.085,,,,
2014,CAF,Total,Lower-middle income (Medium risk),0.031,,,,
2015,CAF,Total,Lower-middle income (Medium risk),0.03,,,,
2016,CAF,Total,Lower-middle income (Medium risk),0.034,,,,
2017,CAF,Total,Lower-middle income (Medium risk),0.038,,,,
2018,CAF,Total,Lower-middle income (Medium risk),0.04,,,,
2019,CAF,Total,Lower-middle income (Medium risk),0.042,,,,
2020,CAF,Total,Lower-middle income (Medium risk),0.042,,,,
2021,CAF,Total,Lower-middle income (Medium risk),0.043,,,,
2022,CAF,Total,Lower-middle income (Medium risk),0.045,,,,
2023,CAF,Total,Lower-middle income (Medium risk),0.047,,,,
2024,CAF,Total,Lower-middle income (Medium risk),0,,,,
2013,CAF,Total,Medium-income (Low risk),0.017,,,,
2014,CAF,Total,Medium-income (Low risk),0.0082,,,,
2015,CAF,Total,Medium-income (Low risk),0.0083,,,,
2016,CAF,Total,Medium-income (Low risk),0.0086,,,,
2017,CAF,Total,Medium-income (Low risk),0.0093,,,,
2018,CAF,Total,Medium-income (Low risk),0.01,,,,
2019,CAF,Total,Medium-income (Low risk),0.011,,,,
2020,CAF,Total,Medium-income (Low risk),0.011,,,,
2021,CAF,Total,Medium-income (Low risk),0.011,,,,
2022,CAF,Total,Medium-income (Low risk),0.012,,,,
2023,CAF,Total,Medium-income (Low risk),0.013,,,,
2024,CAF,Total,Medium-income (Low risk),2.5,,,,
2013,CAF,Total,Rural poor (High risk),0.19,,,,
2014,CAF,Total,Rural poor (High risk),0.26,,,,
2015,CAF,Total,Rural poor (High risk),0.26,,,,
2016,CAF,Total,Rural poor (High risk),0.26,,,,
2017,CAF,Total,Rural poor (High risk),0.26,,,,
2018,CAF,Total,Rural poor (High risk),0.26,,,,
2019,CAF,Total,Rural poor (High risk),0.26,,,,
2020,CAF,Total,Rural poor (High risk),0.27,,,,
2021,CAF,Total,Rural poor (High risk),0.28,,,,
2022,CAF,Total,Rural poor (High risk),0.3,,,,
2023,CAF,Total,Rural poor (High risk),0.32,,,,
2024,CAF,Total,Rural poor (High risk),2.3,,,,
2013,CAF,Total,Urban poor (High risk),0.2,,,,
2014,CAF,Total,Urban poor (High risk),0.2,,,,
2015,CAF,Total,Urban poor (High risk),0.2,,,,
2016,CAF,Total,Urban poor (High risk),0.21,,,,
2017,CAF,Total,Urban poor (High risk),0.21,,,,
2018,CAF,Total,Urban poor (High risk),0.22,,,,
2019,CAF,Total,Urban poor (High risk),0.22,,,,
2020,CAF,Total,Urban poor (High risk),0.23,,,,
2021,CAF,Total,Urban poor (High risk),0.25,,,,
2022,CAF,Total,Urban poor (High risk),0.27,,,,
2023,CAF,Total,Urban poor (High risk),0.29,,,,
2024,CAF,Total,Urban poor (High risk),394,,,,
2013,CHN,Total,Lower-middle income (Medium risk),720,,,,
2014,CHN,Total,Lower-middle income (Medium risk),742,,,,
2015,CHN,Total,Lower-middle income (Medium risk),700,,,,
2016,CHN,Total,Lower-middle income (Medium risk),663,,,,
2017,CHN,Total,Lower-middle income (Medium risk),621,,,,
2018,CHN,Total,Lower-middle income (Medium risk),589,,,,
2019,CHN,Total,Lower-middle income (Medium risk),539,,,,
2020,CHN,Total,Lower-middle income (Medium risk),497,,,,
2021,CHN,Total,Lower-middle income (Medium risk),520,,,,
2022,CHN,Total,Lower-middle income (Medium risk),544,,,,
2023,CHN,Total,Lower-middle income (Medium risk),505,,,,
2024,CHN,Total,Lower-middle income (Medium risk),3.8,,,,
2013,CHN,Total,Medium-income (Low risk),289,,,,
2014,CHN,Total,Medium-income (Low risk),333,,,,
2015,CHN,Total,Medium-income (Low risk),373,,,,
2016,CHN,Total,Medium-income (Low risk),407,,,,
2017,CHN,Total,Medium-income (Low risk),433,,,,
2018,CHN,Total,Medium-income (Low risk),448,,,,
2019,CHN,Total,Medium-income (Low risk),478,,,,
2020,CHN,Total,Medium-income (Low risk),501,,,,
2021,CHN,Total,Medium-income (Low risk),480,,,,
2022,CHN,Total,Medium-income (Low risk),457,,,,
2023,CHN,Total,Medium-income (Low risk),494,,,,
2024,CHN,Total,Medium-income (Low risk),17,,,,
2013,CHN,Total,Rural poor (High risk),70,,,,
2014,CHN,Total,Rural poor (High risk),23,,,,
2015,CHN,Total,Rural poor (High risk),17,,,,
2016,CHN,Total,Rural poor (High risk),9.3,,,,
2017,CHN,Total,Rural poor (High risk),6.6,,,,
2018,CHN,Total,Rural poor (High risk),5.3,,,,
2019,CHN,Total,Rural poor (High risk),3.3,,,,
2020,CHN,Total,Rural poor (High risk),1.1,,,,
2021,CHN,Total,Rural poor (High risk),1.4,,,,
2022,CHN,Total,Rural poor (High risk),1.3,,,,
2023,CHN,Total,Rural poor (High risk),1.1,,,,
2024,CHN,Total,Rural poor (High risk),7.7,,,,
2013,CHN,Total,Urban poor (High risk),187,,,,
2014,CHN,Total,Urban poor (High risk),151,,,,
2015,CHN,Total,Urban poor (High risk),146,,,,
2016,CHN,Total,Urban poor (High risk),143,,,,
2017,CHN,Total,Urban poor (High risk),144,,,,
2018,CHN,Total,Urban poor (High risk),146,,,,
2019,CHN,Total,Urban poor (High risk),146,,,,
2020,CHN,Total,Urban poor (High risk),147,,,,
2021,CHN,Total,Urban poor (High risk),147,,,,
2022,CHN,Total,Urban poor (High risk),148,,,,
2023,CHN,Total,Urban poor (High risk),149,,,,
2024,CHN,Total,Urban poor (High risk),2.2,,,,
2013,CIV,Total,Lower-middle income (Medium risk),6.9,,,,
2014,CIV,Total,Lower-middle income (Medium risk),7.7,,,,
2015,CIV,Total,Lower-middle income (Medium risk),8.3,,,,
2016,CIV,Total,Lower-middle income (Medium risk),8.7,,,,
2017,CIV,Total,Lower-middle income (Medium risk),11,,,,
2018,CIV,Total,Lower-middle income (Medium risk),12,,,,
2019,CIV,Total,Lower-middle income (Medium risk),14,,,,
2020,CIV,Total,Lower-middle income (Medium risk),15,,,,
2021,CIV,Total,Lower-middle income (Medium risk),15,,,,
2022,CIV,Total,Lower-middle income (Medium risk),16,,,,
2023,CIV,Total,Lower-middle income (Medium risk),16,,,,
2024,CIV,Total,Lower-middle income (Medium risk),1.7,,,,
2013,CIV,Total,Medium-income (Low risk),0.87,,,,
2014,CIV,Total,Medium-income (Low risk),0.99,,,,
2015,CIV,Total,Medium-income (Low risk),1,,,,
2016,CIV,Total,Medium-income (Low risk),1,,,,
2017,CIV,Total,Medium-income (Low risk),1.4,,,,
2018,CIV,Total,Medium-income (Low risk),1.8,,,,
2019,CIV,Total,Medium-income (Low risk),2.3,,,,
2020,CIV,Total,Medium-income (Low risk),2.7,,,,
2021,CIV,Total,Medium-income (Low risk),2.3,,,,
2022,CIV,Total,Medium-income (Low risk),2.6,,,,
2023,CIV,Total,Medium-income (Low risk),3.2,,,,
2024,CIV,Total,Medium-income (Low risk),2,,,,
2013,CIV,Total,Rural poor (High risk),5.5,,,,
2014,CIV,Total,Rural poor (High risk),5.2,,,,
2015,CIV,Total,Rural poor (High risk),5,,,,
2016,CIV,Total,Rural poor (High risk),5,,,,
2017,CIV,Total,Rural poor (High risk),4,,,,
2018,CIV,Total,Rural poor (High risk),3,,,,
2019,CIV,Total,Rural poor (High risk),2.2,,,,
2020,CIV,Total,Rural poor (High risk),1.7,,,,
2021,CIV,Total,Rural poor (High risk),1.8,,,,
2022,CIV,Total,Rural poor (High risk),1.8,,,,
2023,CIV,Total,Rural poor (High risk),1.8,,,,
2024,CIV,Total,Rural poor (High risk),23,,,,
2013,CIV,Total,Urban poor (High risk),8.5,,,,
2014,CIV,Total,Urban poor (High risk),8.4,,,,
2015,CIV,Total,Urban poor (High risk),8.4,,,,
2016,CIV,Total,Urban poor (High risk),8.6,,,,
2017,CIV,Total,Urban poor (High risk),7.9,,,,
2018,CIV,Total,Urban poor (High risk),7.3,,,,
2019,CIV,Total,Urban poor (High risk),6.8,,,,
2020,CIV,Total,Urban poor (High risk),6.6,,,,
2021,CIV,Total,Urban poor (High risk),6.8,,,,
2022,CIV,Total,Urban poor (High risk),6.9,,,,
2023,CIV,Total,Urban poor (High risk),7.1,,,,
2024,CIV,Total,Urban poor (High risk),6.9,,,,
2013,CMR,Total,Lower-middle income (Medium risk),8,,,,
2014,CMR,Total,Lower-middle income (Medium risk),8.5,,,,
2015,CMR,Total,Lower-middle income (Medium risk),9,,,,
2016,CMR,Total,Lower-middle income (Medium risk),9.5,,,,
2017,CMR,Total,Lower-middle income (Medium risk),10,,,,
2018,CMR,Total,Lower-middle income (Medium risk),10,,,,
2019,CMR,Total,Lower-middle income (Medium risk),11,,,,
2020,CMR,Total,Lower-middle income (Medium risk),11,,,,
2021,CMR,Total,Lower-middle income (Medium risk),12,,,,
2022,CMR,Total,Lower-middle income (Medium risk),12,,,,
2023,CMR,Total,Lower-middle income (Medium risk),13,,,,
2024,CMR,Total,Lower-middle income (Medium risk),1.6,,,,
2013,CMR,Total,Medium-income (Low risk),1.5,,,,
2014,CMR,Total,Medium-income (Low risk),1.9,,,,
2015,CMR,Total,Medium-income (Low risk),2.3,,,,
2016,CMR,Total,Medium-income (Low risk),2.5,,,,
2017,CMR,Total,Medium-income (Low risk),2.6,,,,
2018,CMR,Total,Medium-income (Low risk),2.7,,,,
2019,CMR,Total,Medium-income (Low risk),2.9,,,,
2020,CMR,Total,Medium-income (Low risk),3,,,,
2021,CMR,Total,Medium-income (Low risk),2.7,,,,
2022,CMR,Total,Medium-income (Low risk),3,,,,
2023,CMR,Total,Medium-income (Low risk),3.1,,,,
2024,CMR,Total,Medium-income (Low risk),4.3,,,,
2013,CMR,Total,Rural poor (High risk),3.9,,,,
2014,CMR,Total,Rural poor (High risk),3.7,,,,
2015,CMR,Total,Rural poor (High risk),3.4,,,,
2016,CMR,Total,Rural poor (High risk),3.4,,,,
2017,CMR,Total,Rural poor (High risk),3.3,,,,
2018,CMR,Total,Rural poor (High risk),3.4,,,,
2019,CMR,Total,Rural poor (High risk),3.4,,,,
2020,CMR,Total,Rural poor (High risk),3.4,,,,
2021,CMR,Total,Rural poor (High risk),3.5,,,,
2022,CMR,Total,Rural poor (High risk),3.6,,,,
2023,CMR,Total,Rural poor (High risk),3.6,,,,
2024,CMR,Total,Rural poor (High risk),1.1,,,,
2013,CMR,Total,Urban poor (High risk),7.2,,,,
2014,CMR,Total,Urban poor (High risk),7,,,,
2015,CMR,Total,Urban poor (High risk),6.9,,,,
2016,CMR,Total,Urban poor (High risk),6.9,,,,
2017,CMR,Total,Urban poor (High risk),6.9,,,,
2018,CMR,Total,Urban poor (High risk),7,,,,
2019,CMR,Total,Urban poor (High risk),7.1,,,,
2020,CMR,Total,Urban poor (High risk),7,,,,
2021,CMR,Total,Urban poor (High risk),7.1,,,,
2022,CMR,Total,Urban poor (High risk),7.1,,,,
2023,CMR,Total,Urban poor (High risk),7.1,,,,
2024,CMR,Total,Urban poor (High risk),14,,,,
2013,COG,Total,Lower-middle income (Medium risk),0.87,,,,
2014,COG,Total,Lower-middle income (Medium risk),0.92,,,,
2015,COG,Total,Lower-middle income (Medium risk),1.1,,,,
2016,COG,Total,Lower-middle income (Medium risk),1.1,,,,
2017,COG,Total,Lower-middle income (Medium risk),0.93,,,,
2018,COG,Total,Lower-middle income (Medium risk),0.85,,,,
2019,COG,Total,Lower-middle income (Medium risk),0.72,,,,
2020,COG,Total,Lower-middle income (Medium risk),0.64,,,,
2021,COG,Total,Lower-middle income (Medium risk),0.69,,,,
2022,COG,Total,Lower-middle income (Medium risk),0.7,,,,
2023,COG,Total,Lower-middle income (Medium risk),0.81,,,,
2024,COG,Total,Lower-middle income (Medium risk),9.8,,,,
2013,COG,Total,Medium-income (Low risk),0.27,,,,
2014,COG,Total,Medium-income (Low risk),0.26,,,,
2015,COG,Total,Medium-income (Low risk),0.29,,,,
2016,COG,Total,Medium-income (Low risk),0.26,,,,
2017,COG,Total,Medium-income (Low risk),0.2,,,,
2018,COG,Total,Medium-income (Low risk),0.19,,,,
2019,COG,Total,Medium-income (Low risk),0.18,,,,
2020,COG,Total,Medium-income (Low risk),0.18,,,,
2021,COG,Total,Medium-income (Low risk),0.099,,,,
2022,COG,Total,Medium-income (Low risk),0.16,,,,
2023,COG,Total,Medium-income (Low risk),0.12,,,,
2024,COG,Total,Medium-income (Low risk),3.4,,,,
2013,COG,Total,Rural poor (High risk),0.85,,,,
2014,COG,Total,Rural poor (High risk),0.89,,,,
2015,COG,Total,Rural poor (High risk),0.87,,,,
2016,COG,Total,Rural poor (High risk),0.94,,,,
2017,COG,Total,Rural poor (High risk),1.1,,,,
2018,COG,Total,Rural poor (High risk),1.2,,,,
2019,COG,Total,Rural poor (High risk),1.3,,,,
2020,COG,Total,Rural poor (High risk),1.4,,,,
2021,COG,Total,Rural poor (High risk),1.4,,,,
2022,COG,Total,Rural poor (High risk),1.4,,,,
2023,COG,Total,Rural poor (High risk),1.5,,,,
2024,COG,Total,Rural poor (High risk),6.5,,,,
2013,COG,Total,Urban poor (High risk),2.6,,,,
2014,COG,Total,Urban poor (High risk),2.7,,,,
2015,COG,Total,Urban poor (High risk),2.6,,,,
2016,COG,Total,Urban poor (High risk),2.7,,,,
2017,COG,Total,Urban poor (High risk),2.9,,,,
2018,COG,Total,Urban poor (High risk),3,,,,
2019,COG,Total,Urban poor (High risk),3.2,,,,
2020,COG,Total,Urban poor (High risk),3.3,,,,
2021,COG,Total,Urban poor (High risk),3.4,,,,
2022,COG,Total,Urban poor (High risk),3.5,,,,
2023,COG,Total,Urban poor (High risk),3.5,,,,
2024,COG,Total,Urban poor (High risk),2,,,,
2013,COL,Total,Lower-middle income (Medium risk),6.6,,,,
2014,COL,Total,Lower-middle income (Medium risk),6.5,,,,
2015,COL,Total,Lower-middle income (Medium risk),6.4,,,,
2016,COL,Total,Lower-middle income (Medium risk),6.6,,,,
2017,COL,Total,Lower-middle income (Medium risk),6.8,,,,
2018,COL,Total,Lower-middle income (Medium risk),7,,,,
2019,COL,Total,Lower-middle income (Medium risk),7.1,,,,
2020,COL,Total,Lower-middle income (Medium risk),7.1,,,,
2021,COL,Total,Lower-middle income (Medium risk),7.1,,,,
2022,COL,Total,Lower-middle income (Medium risk),7.1,,,,
2023,COL,Total,Lower-middle income (Medium risk),7.4,,,,
2024,COL,Total,Lower-middle income (Medium risk),0,,,,
2013,COL,Total,Medium-income (Low risk),4.1,,,,
2014,COL,Total,Medium-income (Low risk),4.3,,,,
2015,COL,Total,Medium-income (Low risk),4.4,,,,
2016,COL,Total,Medium-income (Low risk),4.6,,,,
2017,COL,Total,Medium-income (Low risk),4.8,,,,
2018,COL,Total,Medium-income (Low risk),4.9,,,,
2019,COL,Total,Medium-income (Low risk),5,,,,
2020,COL,Total,Medium-income (Low risk),5,,,,
2021,COL,Total,Medium-income (Low risk),4,,,,
2022,COL,Total,Medium-income (Low risk),4.1,,,,
2023,COL,Total,Medium-income (Low risk),4.3,,,,
2024,COL,Total,Medium-income (Low risk),23,,,,
2013,COL,Total,Rural poor (High risk),0.44,,,,
2014,COL,Total,Rural poor (High risk),0.4,,,,
2015,COL,Total,Rural poor (High risk),0.36,,,,
2016,COL,Total,Rural poor (High risk),0.33,,,,
2017,COL,Total,Rural poor (High risk),0.33,,,,
2018,COL,Total,Rural poor (High risk),0.29,,,,
2019,COL,Total,Rural poor (High risk),0.31,,,,
2020,COL,Total,Rural poor (High risk),0.36,,,,
2021,COL,Total,Rural poor (High risk),0.6,,,,
2022,COL,Total,Rural poor (High risk),0.41,,,,
2023,COL,Total,Rural poor (High risk),0.43,,,,
2024,COL,Total,Rural poor (High risk),3.9,,,,
2013,COL,Total,Urban poor (High risk),2,,,,
2014,COL,Total,Urban poor (High risk),1.9,,,,
2015,COL,Total,Urban poor (High risk),1.7,,,,
2016,COL,Total,Urban poor (High risk),1.6,,,,
2017,COL,Total,Urban poor (High risk),1.6,,,,
2018,COL,Total,Urban poor (High risk),1.5,,,,
2019,COL,Total,Urban poor (High risk),1.6,,,,
2020,COL,Total,Urban poor (High risk),1.7,,,,
2021,COL,Total,Urban poor (High risk),2.1,,,,
2022,COL,Total,Urban poor (High risk),1.7,,,,
2023,COL,Total,Urban poor (High risk),1.7,,,,
2024,COL,Total,Urban poor (High risk),596,,,,
2013,DJI,Total,Lower-middle income (Medium risk),0.34,,,,
2014,DJI,Total,Lower-middle income (Medium risk),0.25,,,,
2015,DJI,Total,Lower-middle income (Medium risk),0.2,,,,
2016,DJI,Total,Lower-middle income (Medium risk),0.22,,,,
2017,DJI,Total,Lower-middle income (Medium risk),0.24,,,,
2018,DJI,Total,Lower-middle income (Medium risk),0.27,,,,
2019,DJI,Total,Lower-middle income (Medium risk),0.27,,,,
2020,DJI,Total,Lower-middle income (Medium risk),0.29,,,,
2021,DJI,Total,Lower-middle income (Medium risk),0.29,,,,
2022,DJI,Total,Lower-middle income (Medium risk),0.28,,,,
2023,DJI,Total,Lower-middle income (Medium risk),0.25,,,,
2024,DJI,Total,Lower-middle income (Medium risk),0.074,,,,
2013,DJI,Total,Medium-income (Low risk),0.093,,,,
2014,DJI,Total,Medium-income (Low risk),0.077,,,,
2015,DJI,Total,Medium-income (Low risk),0.078,,,,
2016,DJI,Total,Medium-income (Low risk),0.08,,,,
2017,DJI,Total,Medium-income (Low risk),0.083,,,,
2018,DJI,Total,Medium-income (Low risk),0.085,,,,
2019,DJI,Total,Medium-income (Low risk),0.086,,,,
2020,DJI,Total,Medium-income (Low risk),0.095,,,,
2021,DJI,Total,Medium-income (Low risk),0.09,,,,
2022,DJI,Total,Medium-income (Low risk),0.071,,,,
2023,DJI,Total,Medium-income (Low risk),0.072,,,,
2024,DJI,Total,Medium-income (Low risk),4.8,,,,
2013,DJI,Total,Rural poor (High risk),0.079,,,,
2014,DJI,Total,Rural poor (High risk),0.1,,,,
2015,DJI,Total,Rural poor (High risk),0.097,,,,
2016,DJI,Total,Rural poor (High risk),0.092,,,,
2017,DJI,Total,Rural poor (High risk),0.088,,,,
2018,DJI,Total,Rural poor (High risk),0.083,,,,
2019,DJI,Total,Rural poor (High risk),0.086,,,,
2020,DJI,Total,Rural poor (High risk),0.079,,,,
2021,DJI,Total,Rural poor (High risk),0.082,,,,
2022,DJI,Total,Rural poor (High risk),0.083,,,,
2023,DJI,Total,Rural poor (High risk),0.084,,,,
2024,DJI,Total,Rural poor (High risk),4.6,,,,
2013,DJI,Total,Urban poor (High risk),0.42,,,,
2014,DJI,Total,Urban poor (High risk),0.53,,,,
2015,DJI,Total,Urban poor (High risk),0.59,,,,
2016,DJI,Total,Urban poor (High risk),0.59,,,,
2017,DJI,Total,Urban poor (High risk),0.59,,,,
2018,DJI,Total,Urban poor (High risk),0.58,,,,
2019,DJI,Total,Urban poor (High risk),0.59,,,,
2020,DJI,Total,Urban poor (High risk),0.59,,,,
2021,DJI,Total,Urban poor (High risk),0.61,,,,
2022,DJI,Total,Urban poor (High risk),0.65,,,,
2023,DJI,Total,Urban poor (High risk),0.69,,,,
2024,DJI,Total,Urban poor (High risk),0.56,,,,
2013,DOM,Total,Lower-middle income (Medium risk),4.8,,,,
2014,DOM,Total,Lower-middle income (Medium risk),4.9,,,,
2015,DOM,Total,Lower-middle income (Medium risk),4.4,,,,
2016,DOM,Total,Lower-middle income (Medium risk),4.2,,,,
2017,DOM,Total,Lower-middle income (Medium risk),4,,,,
2018,DOM,Total,Lower-middle income (Medium risk),4.1,,,,
2019,DOM,Total,Lower-middle income (Medium risk),3.9,,,,
2020,DOM,Total,Lower-middle income (Medium risk),3.6,,,,
2021,DOM,Total,Lower-middle income (Medium risk),4.2,,,,
2022,DOM,Total,Lower-middle income (Medium risk),4.3,,,,
2023,DOM,Total,Lower-middle income (Medium risk),4.1,,,,
2024,DOM,Total,Lower-middle income (Medium risk),0.2,,,,
2013,DOM,Total,Medium-income (Low risk),2.6,,,,
2014,DOM,Total,Medium-income (Low risk),2.6,,,,
2015,DOM,Total,Medium-income (Low risk),2.8,,,,
2016,DOM,Total,Medium-income (Low risk),3.2,,,,
