year,year_max,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2011,2015,BFA,Natural,0.031,,,,
2016,2020,BFA,Natural,0.059,,,,
2000,2005,BFA,Planted,0.00012,,,,
2006,2010,BFA,Planted,0.00056,,,,
2011,2015,BFA,Planted,0.00068,,,,
2016,2020,BFA,Planted,0.0004,,,,
2000,2005,BFA,Total,0.017,,,,
2006,2010,BFA,Total,0.035,,,,
2011,2015,BFA,Total,0.031,,,,
2016,2020,BFA,Total,0.059,,,,
2000,2005,BGD,Natural,0.093,,,,
2006,2010,BGD,Natural,0.082,,,,
2011,2015,BGD,Natural,0.062,,,,
2016,2020,BGD,Natural,0.08,,,,
2000,2005,BGD,Planted,0.000059,,,,
2006,2010,BGD,Planted,0.000033,,,,
2011,2015,BGD,Planted,0.000022,,,,
2016,2020,BGD,Planted,0.000026,,,,
2000,2005,BGD,Total,0.093,,,,
2006,2010,BGD,Total,0.082,,,,
2011,2015,BGD,Total,0.062,,,,
2016,2020,BGD,Total,0.08,,,,
2000,2005,BGR,Natural,0.018,,,,
2006,2010,BGR,Natural,0.031,,,,
2011,2015,BGR,Natural,0.024,,,,
2016,2020,BGR,Natural,0.024,,,,
2000,2005,BGR,Planted,0.0031,,,,
2006,2010,BGR,Planted,0.0041,,,,
2011,2015,BGR,Planted,0.0016,,,,
2016,2020,BGR,Planted,0.00057,,,,
2000,2005,BGR,Total,0.022,,,,
2006,2010,BGR,Total,0.035,,,,
2011,2015,BGR,Total,0.025,,,,
2016,2020,BGR,Total,0.025,,,,
2000,2005,BHR,Natural,0.0000018,,,,
2006,2010,BHR,Natural,0.000003,,,,
2011,2015,BHR,Natural,0.000005,,,,
2016,2020,BHR,Natural,0.000052,,,,
2000,2005,BHR,Planted,0,,,,
2006,2010,BHR,Planted,0,,,,
2011,2015,BHR,Planted,0,,,,
2016,2020,BHR,Planted,0,,,,
2000,2005,BHR,Total,0.0000018,,,,
2006,2010,BHR,Total,0.000003,,,,
2011,2015,BHR,Total,0.000005,,,,
2016,2020,BHR,Total,0.000052,,,,
2000,2005,BHS,Natural,0.0015,,,,
2006,2010,BHS,Natural,0.00081,,,,
2011,2015,BHS,Natural,0.00078,,,,
2016,2020,BHS,Natural,0.0033,,,,
2000,2005,BHS,Planted,0,,,,
2006,2010,BHS,Planted,0,,,,
2011,2015,BHS,Planted,0,,,,
2016,2020,BHS,Planted,0,,,,
2000,2005,BHS,Total,0.0015,,,,
2006,2010,BHS,Total,0.00081,,,,
2011,2015,BHS,Total,0.00078,,,,
2016,2020,BHS,Total,0.0033,,,,
2000,2005,BIH,Natural,0.014,,,,
2006,2010,BIH,Natural,0.014,,,,
2011,2015,BIH,Natural,0.01,,,,
2016,2020,BIH,Natural,0.013,,,,
2000,2005,BIH,Planted,0.0012,,,,
2006,2010,BIH,Planted,0.001,,,,
2011,2015,BIH,Planted,0.00047,,,,
2016,2020,BIH,Planted,0.00019,,,,
2000,2005,BIH,Total,0.015,,,,
2006,2010,BIH,Total,0.015,,,,
2011,2015,BIH,Total,0.011,,,,
2016,2020,BIH,Total,0.013,,,,
2000,2005,BLM,Natural,0.00000022,,,,
2006,2010,BLM,Natural,0.000000073,,,,
2011,2015,BLM,Natural,0.00000037,,,,
2016,2020,BLM,Natural,0.0000019,,,,
2000,2005,BLM,Planted,0,,,,
2006,2010,BLM,Planted,0,,,,
2011,2015,BLM,Planted,0,,,,
2016,2020,BLM,Planted,0,,,,
2000,2005,BLM,Total,0.00000022,,,,
2006,2010,BLM,Total,0.000000073,,,,
2011,2015,BLM,Total,0.00000037,,,,
2016,2020,BLM,Total,0.0000019,,,,
2000,2005,BLR,Natural,0.2,,,,
2006,2010,BLR,Natural,0.21,,,,
2011,2015,BLR,Natural,0.21,,,,
2016,2020,BLR,Natural,0.12,,,,
2000,2005,BLR,Planted,0.079,,,,
2006,2010,BLR,Planted,0.08,,,,
2011,2015,BLR,Planted,0.054,,,,
2016,2020,BLR,Planted,0.012,,,,
2000,2005,BLR,Total,0.27,,,,
2006,2010,BLR,Total,0.29,,,,
2011,2015,BLR,Total,0.26,,,,
2016,2020,BLR,Total,0.14,,,,
2000,2005,BLZ,Natural,0.006,,,,
2006,2010,BLZ,Natural,0.0043,,,,
2011,2015,BLZ,Natural,0.0027,,,,
2016,2020,BLZ,Natural,0.0044,,,,
2000,2005,BLZ,Planted,0.0006,,,,
2006,2010,BLZ,Planted,0.00033,,,,
2011,2015,BLZ,Planted,0.0002,,,,
2016,2020,BLZ,Planted,0.00023,,,,
2000,2005,BLZ,Total,0.0066,,,,
2006,2010,BLZ,Total,0.0046,,,,
2011,2015,BLZ,Total,0.0029,,,,
2016,2020,BLZ,Total,0.0046,,,,
2000,2005,BMU,Natural,0,,,,
2006,2010,BMU,Natural,0,,,,
2011,2015,BMU,Natural,0,,,,
2016,2020,BMU,Natural,0,,,,
2000,2005,BMU,Planted,0,,,,
2006,2010,BMU,Planted,0,,,,
2011,2015,BMU,Planted,0,,,,
2016,2020,BMU,Planted,0,,,,
2000,2005,BMU,Total,0,,,,
2006,2010,BMU,Total,0,,,,
2011,2015,BMU,Total,0,,,,
2016,2020,BMU,Total,0,,,,
2000,2005,BOL,Natural,0.16,,,,
2006,2010,BOL,Natural,0.14,,,,
2011,2015,BOL,Natural,0.14,,,,
2016,2020,BOL,Natural,0.18,,,,
2000,2005,BOL,Planted,0.000031,,,,
2006,2010,BOL,Planted,0.000042,,,,
2011,2015,BOL,Planted,0.000046,,,,
2016,2020,BOL,Planted,0.000049,,,,
2000,2005,BOL,Total,0.16,,,,
2006,2010,BOL,Total,0.14,,,,
2011,2015,BOL,Total,0.14,,,,
2016,2020,BOL,Total,0.18,,,,
2000,2005,BRA,Natural,1.2,,,,
2006,2010,BRA,Natural,1.2,,,,
2011,2015,BRA,Natural,1.5,,,,
2016,2020,BRA,Natural,1.8,,,,
2000,2005,BRA,Planted,0.41,,,,
2006,2010,BRA,Planted,0.9,,,,
2011,2015,BRA,Planted,0.76,,,,
2016,2020,BRA,Planted,0.36,,,,
2000,2005,BRA,Total,1.6,,,,
2006,2010,BRA,Total,2.1,,,,
2011,2015,BRA,Total,2.3,,,,
2016,2020,BRA,Total,2.1,,,,
2000,2005,BRB,Natural,0.00008,,,,
2006,2010,BRB,Natural,0.000093,,,,
2011,2015,BRB,Natural,0.000065,,,,
2016,2020,BRB,Natural,0.00014,,,,
2000,2005,BRB,Planted,0,,,,
2006,2010,BRB,Planted,0,,,,
2011,2015,BRB,Planted,0,,,,
2016,2020,BRB,Planted,0,,,,
2000,2005,BRB,Total,0.00008,,,,
2006,2010,BRB,Total,0.000093,,,,
2011,2015,BRB,Total,0.000065,,,,
2016,2020,BRB,Total,0.00014,,,,
2000,2005,BRN,Natural,0.0034,,,,
2006,2010,BRN,Natural,0.0022,,,,
2011,2015,BRN,Natural,0.00083,,,,
2016,2020,BRN,Natural,0.00077,,,,
2000,2005,BRN,Planted,0.00038,,,,
2006,2010,BRN,Planted,0.00000023,,,,
2011,2015,BRN,Planted,0.00000092,,,,
2016,2020,BRN,Planted,0.0000092,,,,
2000,2005,BRN,Total,0.0037,,,,
2006,2010,BRN,Total,0.0022,,,,
2011,2015,BRN,Total,0.00083,,,,
2016,2020,BRN,Total,0.00077,,,,
2000,2005,BTN,Natural,0.0097,,,,
2006,2010,BTN,Natural,0.007,,,,
2011,2015,BTN,Natural,0.0043,,,,
2016,2020,BTN,Natural,0.0072,,,,
2000,2005,BTN,Planted,0.000023,,,,
2006,2010,BTN,Planted,0.000013,,,,
2011,2015,BTN,Planted,0.0000099,,,,
2016,2020,BTN,Planted,0.000023,,,,
2000,2005,BTN,Total,0.0097,,,,
2006,2010,BTN,Total,0.007,,,,
2011,2015,BTN,Total,0.0043,,,,
2016,2020,BTN,Total,0.0072,,,,
2000,2005,BVT,Natural,0,,,,
2006,2010,BVT,Natural,0,,,,
2011,2015,BVT,Natural,0,,,,
2016,2020,BVT,Natural,0,,,,
2000,2005,BVT,Planted,0,,,,
2006,2010,BVT,Planted,0,,,,
2011,2015,BVT,Planted,0,,,,
2016,2020,BVT,Planted,0,,,,
2000,2005,BVT,Total,0,,,,
2006,2010,BVT,Total,0,,,,
2011,2015,BVT,Total,0,,,,
2016,2020,BVT,Total,0,,,,
2000,2005,BWA,Natural,0.00061,,,,
2006,2010,BWA,Natural,0.00057,,,,
2011,2015,BWA,Natural,0.0017,,,,
2016,2020,BWA,Natural,0.01,,,,
2000,2005,BWA,Planted,0,,,,
2006,2010,BWA,Planted,0,,,,
2011,2015,BWA,Planted,0,,,,
2016,2020,BWA,Planted,0,,,,
2000,2005,BWA,Total,0.00061,,,,
2006,2010,BWA,Total,0.00057,,,,
2011,2015,BWA,Total,0.0017,,,,
2016,2020,BWA,Total,0.01,,,,
2000,2005,CAF,Natural,0.25,,,,
2006,2010,CAF,Natural,0.11,,,,
2011,2015,CAF,Natural,0.048,,,,
2016,2020,CAF,Natural,0.068,,,,
2000,2005,CAF,Planted,0.000097,,,,
2006,2010,CAF,Planted,0.00022,,,,
2011,2015,CAF,Planted,0.00009,,,,
2016,2020,CAF,Planted,0.000018,,,,
2000,2005,CAF,Total,0.25,,,,
2006,2010,CAF,Total,0.11,,,,
2011,2015,CAF,Total,0.048,,,,
2016,2020,CAF,Total,0.068,,,,
2000,2005,CAN,Natural,5.3,,,,
2006,2010,CAN,Natural,4.4,,,,
2011,2015,CAN,Natural,3.6,,,,
2016,2020,CAN,Natural,3.1,,,,
2000,2005,CAN,Planted,0.25,,,,
2006,2010,CAN,Planted,0.22,,,,
2011,2015,CAN,Planted,0.082,,,,
2016,2020,CAN,Planted,0.024,,,,
2000,2005,CAN,Total,5.6,,,,
2006,2010,CAN,Total,4.6,,,,
2011,2015,CAN,Total,3.7,,,,
2016,2020,CAN,Total,3.1,,,,
2000,2005,CCK,Natural,0,,,,
2006,2010,CCK,Natural,0,,,,
2011,2015,CCK,Natural,0,,,,
2016,2020,CCK,Natural,0,,,,
2000,2005,CCK,Planted,0,,,,
2006,2010,CCK,Planted,0,,,,
2011,2015,CCK,Planted,0,,,,
2016,2020,CCK,Planted,0,,,,
2000,2005,CCK,Total,0,,,,
2006,2010,CCK,Total,0,,,,
2011,2015,CCK,Total,0,,,,
2016,2020,CCK,Total,0,,,,
2000,2005,CHE,Natural,0.0045,,,,
2006,2010,CHE,Natural,0.0025,,,,
2011,2015,CHE,Natural,0.002,,,,
2016,2020,CHE,Natural,0.0049,,,,
2000,2005,CHE,Planted,0.00053,,,,
2006,2010,CHE,Planted,0.00037,,,,
2011,2015,CHE,Planted,0.000098,,,,
2016,2020,CHE,Planted,0.00012,,,,
2000,2005,CHE,Total,0.005,,,,
2006,2010,CHE,Total,0.0029,,,,
2011,2015,CHE,Total,0.0021,,,,
2016,2020,CHE,Total,0.005,,,,
2000,2005,CHL,Natural,0.092,,,,
2006,2010,CHL,Natural,0.056,,,,
2011,2015,CHL,Natural,0.071,,,,
2016,2020,CHL,Natural,0.13,,,,
2000,2005,CHL,Planted,0.14,,,,
2006,2010,CHL,Planted,0.11,,,,
2011,2015,CHL,Planted,0.091,,,,
2016,2020,CHL,Planted,0.045,,,,
2000,2005,CHL,Total,0.24,,,,
2006,2010,CHL,Total,0.16,,,,
2011,2015,CHL,Total,0.16,,,,
2016,2020,CHL,Total,0.17,,,,
2000,2005,CHN,Natural,1.2,,,,
2006,2010,CHN,Natural,1.3,,,,
2011,2015,CHN,Natural,1.2,,,,
2016,2020,CHN,Natural,1.9,,,,
2000,2005,CHN,Planted,0.38,,,,
2006,2010,CHN,Planted,0.29,,,,
2011,2015,CHN,Planted,0.21,,,,
2016,2020,CHN,Planted,0.22,,,,
2000,2005,CHN,Total,1.6,,,,
2006,2010,CHN,Total,1.6,,,,
2011,2015,CHN,Total,1.4,,,,
2016,2020,CHN,Total,2.1,,,,
2000,2005,CIV,Natural,0.25,,,,
2006,2010,CIV,Natural,0.22,,,,
2011,2015,CIV,Natural,0.12,,,,
2016,2020,CIV,Natural,0.13,,,,
2000,2005,CIV,Planted,0.046,,,,
2006,2010,CIV,Planted,0.056,,,,
2011,2015,CIV,Planted,0.03,,,,
2016,2020,CIV,Planted,0.024,,,,
2000,2005,CIV,Total,0.3,,,,
2006,2010,CIV,Total,0.28,,,,
2011,2015,CIV,Total,0.15,,,,
2016,2020,CIV,Total,0.16,,,,
2000,2005,CMR,Natural,0.17,,,,
2006,2010,CMR,Natural,0.087,,,,
2011,2015,CMR,Natural,0.038,,,,
2016,2020,CMR,Natural,0.036,,,,
2000,2005,CMR,Planted,0.0084,,,,
2006,2010,CMR,Planted,0.01,,,,
2011,2015,CMR,Planted,0.0026,,,,
2016,2020,CMR,Planted,0.0021,,,,
2000,2005,CMR,Total,0.17,,,,
2006,2010,CMR,Total,0.098,,,,
2011,2015,CMR,Total,0.04,,,,
2016,2020,CMR,Total,0.038,,,,
2000,2005,COD,Natural,0.65,,,,
2006,2010,COD,Natural,0.33,,,,
2011,2015,COD,Natural,0.24,,,,
2016,2020,COD,Natural,0.35,,,,
2000,2005,COD,Planted,0.013,,,,
2006,2010,COD,Planted,0.0034,,,,
2011,2015,COD,Planted,0.0033,,,,
2016,2020,COD,Planted,0.0034,,,,
2000,2005,COD,Total,0.66,,,,
2006,2010,COD,Total,0.34,,,,
2011,2015,COD,Total,0.24,,,,
2016,2020,COD,Total,0.35,,,,
2000,2005,COG,Natural,0.043,,,,
2006,2010,COG,Natural,0.026,,,,
2011,2015,COG,Natural,0.013,,,,
2016,2020,COG,Natural,0.03,,,,
2000,2005,COG,Planted,0.000032,,,,
2006,2010,COG,Planted,0.000036,,,,
2011,2015,COG,Planted,0.0000046,,,,
2016,2020,COG,Planted,0.0000084,,,,
2000,2005,COG,Total,0.043,,,,
2006,2010,COG,Total,0.026,,,,
2011,2015,COG,Total,0.013,,,,
2016,2020,COG,Total,0.03,,,,
2000,2005,COK,Natural,0,,,,
2006,2010,COK,Natural,0,,,,
2011,2015,COK,Natural,0,,,,
2016,2020,COK,Natural,0,,,,
2000,2005,COK,Planted,0,,,,
2006,2010,COK,Planted,0,,,,
2011,2015,COK,Planted,0,,,,
2016,2020,COK,Planted,0,,,,
2000,2005,COK,Total,0,,,,
2006,2010,COK,Total,0,,,,
2011,2015,COK,Total,0,,,,
2016,2020,COK,Total,0,,,,
2000,2005,COL,Natural,0.22,,,,
2006,2010,COL,Natural,0.18,,,,
2011,2015,COL,Natural,0.18,,,,
2016,2020,COL,Natural,0.25,,,,
2000,2005,COL,Planted,0.026,,,,
2006,2010,COL,Planted,0.054,,,,
2011,2015,COL,Planted,0.12,,,,
2016,2020,COL,Planted,0.055,,,,
2000,2005,COL,Total,0.25,,,,
2006,2010,COL,Total,0.24,,,,
2011,2015,COL,Total,0.3,,,,
2016,2020,COL,Total,0.3,,,,
2000,2005,COM,Natural,0.000059,,,,
2006,2010,COM,Natural,0.000015,,,,
2011,2015,COM,Natural,0.0000019,,,,
2016,2020,COM,Natural,0.0000053,,,,
2000,2005,COM,Planted,0,,,,
2006,2010,COM,Planted,0,,,,
2011,2015,COM,Planted,0,,,,
2016,2020,COM,Planted,0,,,,
2000,2005,COM,Total,0.000059,,,,
2006,2010,COM,Total,0.000015,,,,
2011,2015,COM,Total,0.0000019,,,,
2016,2020,COM,Total,0.0000053,,,,
2000,2005,CPV,Natural,0,,,,
2006,2010,CPV,Natural,0,,,,
2011,2015,CPV,Natural,0,,,,
2016,2020,CPV,Natural,0,,,,
2000,2005,CPV,Planted,0,,,,
2006,2010,CPV,Planted,0,,,,
2011,2015,CPV,Planted,0,,,,
2016,2020,CPV,Planted,0,,,,
2000,2005,CPV,Total,0,,,,
2006,2010,CPV,Total,0,,,,
2011,2015,CPV,Total,0,,,,
2016,2020,CPV,Total,0,,,,
2000,2005,CRI,Natural,0.017,,,,
2006,2010,CRI,Natural,0.0093,,,,
2011,2015,CRI,Natural,0.0052,,,,
2016,2020,CRI,Natural,0.0091,,,,
2000,2005,CRI,Planted,0.006,,,,
2006,2010,CRI,Planted,0.0036,,,,
2011,2015,CRI,Planted,0.003,,,,
2016,2020,CRI,Planted,0.0043,,,,
2000,2005,CRI,Total,0.023,,,,
2006,2010,CRI,Total,0.013,,,,
2011,2015,CRI,Total,0.0082,,,,
2016,2020,CRI,Total,0.013,,,,
2000,2005,CUB,Natural,0.019,,,,
2006,2010,CUB,Natural,0.033,,,,
2011,2015,CUB,Natural,0.043,,,,
2016,2020,CUB,Natural,0.069,,,,
2000,2005,CUB,Planted,0.00012,,,,
2006,2010,CUB,Planted,0.00019,,,,
2011,2015,CUB,Planted,0.00032,,,,
2016,2020,CUB,Planted,0.00089,,,,
2000,2005,CUB,Total,0.019,,,,
2006,2010,CUB,Total,0.033,,,,
2011,2015,CUB,Total,0.043,,,,
2016,2020,CUB,Total,0.069,,,,
2000,2005,CUW,Natural,0.0000024,,,,
2006,2010,CUW,Natural,0.000011,,,,
2011,2015,CUW,Natural,0.000013,,,,
2016,2020,CUW,Natural,0.00015,,,,
2000,2005,CUW,Planted,0,,,,
2006,2010,CUW,Planted,0,,,,
2011,2015,CUW,Planted,0,,,,
2016,2020,CUW,Planted,0,,,,
2000,2005,CUW,Total,0.0000024,,,,
2006,2010,CUW,Total,0.000011,,,,
2011,2015,CUW,Total,0.000013,,,,
2016,2020,CUW,Total,0.00015,,,,
2000,2005,CXR,Natural,0,,,,
2006,2010,CXR,Natural,0,,,,
2011,2015,CXR,Natural,0,,,,
2016,2020,CXR,Natural,0,,,,
2000,2005,CXR,Planted,0,,,,
2006,2010,CXR,Planted,0,,,,
2011,2015,CXR,Planted,0,,,,
2016,2020,CXR,Planted,0,,,,
2000,2005,CXR,Total,0,,,,
2006,2010,CXR,Total,0,,,,
2011,2015,CXR,Total,0,,,,
2016,2020,CXR,Total,0,,,,
2000,2005,CYM,Natural,0.00025,,,,
2006,2010,CYM,Natural,0.000055,,,,
2011,2015,CYM,Natural,0.00013,,,,
2016,2020,CYM,Natural,0.000062,,,,
2000,2005,CYM,Planted,0,,,,
2006,2010,CYM,Planted,0,,,,
2011,2015,CYM,Planted,0,,,,
2016,2020,CYM,Planted,0,,,,
2000,2005,CYM,Total,0.00025,,,,
2006,2010,CYM,Total,0.000055,,,,
2011,2015,CYM,Total,0.00013,,,,
2016,2020,CYM,Total,0.000062,,,,
2000,2005,CYP,Natural,0.00045,,,,
2006,2010,CYP,Natural,0.00066,,,,
2011,2015,CYP,Natural,0.0007,,,,
2016,2020,CYP,Natural,0.0014,,,,
2000,2005,CYP,Planted,0.0000089,,,,
2006,2010,CYP,Planted,0.0000086,,,,
2011,2015,CYP,Planted,0.000014,,,,
2016,2020,CYP,Planted,0.000029,,,,
2000,2005,CYP,Total,0.00046,,,,
2006,2010,CYP,Total,0.00067,,,,
2011,2015,CYP,Total,0.00071,,,,
2016,2020,CYP,Total,0.0014,,,,
2000,2005,CZE,Natural,0.023,,,,
2006,2010,CZE,Natural,0.012,,,,
2011,2015,CZE,Natural,0.011,,,,
2016,2020,CZE,Natural,0.014,,,,
2000,2005,CZE,Planted,0.011,,,,
2006,2010,CZE,Planted,0.0045,,,,
2011,2015,CZE,Planted,0.0018,,,,
2016,2020,CZE,Planted,0.00078,,,,
2000,2005,CZE,Total,0.033,,,,
2006,2010,CZE,Total,0.016,,,,
2011,2015,CZE,Total,0.013,,,,
2016,2020,CZE,Total,0.015,,,,
2000,2005,DEU,Natural,0.072,,,,
2006,2010,DEU,Natural,0.044,,,,
2011,2015,DEU,Natural,0.041,,,,
2016,2020,DEU,Natural,0.073,,,,
2000,2005,DEU,Planted,0.055,,,,
2006,2010,DEU,Planted,0.026,,,,
2011,2015,DEU,Planted,0.018,,,,
2016,2020,DEU,Planted,0.014,,,,
2000,2005,DEU,Total,0.13,,,,
2006,2010,DEU,Total,0.07,,,,
2011,2015,DEU,Total,0.059,,,,
2016,2020,DEU,Total,0.086,,,,
2000,2005,DJI,Natural,0,,,,
2006,2010,DJI,Natural,0.00000023,,,,
2011,2015,DJI,Natural,0.00000045,,,,
2016,2020,DJI,Natural,0.00000083,,,,
2000,2005,DJI,Planted,0,,,,
2006,2010,DJI,Planted,0,,,,
2011,2015,DJI,Planted,0,,,,
2016,2020,DJI,Planted,0,,,,
2000,2005,DJI,Total,0,,,,
2006,2010,DJI,Total,0.00000023,,,,
2011,2015,DJI,Total,0.00000045,,,,
2016,2020,DJI,Total,0.00000083,,,,
2000,2005,DMA,Natural,0.000018,,,,
2006,2010,DMA,Natural,0.000028,,,,
2011,2015,DMA,Natural,0.000026,,,,
2016,2020,DMA,Natural,0.0000078,,,,
2000,2005,DMA,Planted,0,,,,
2006,2010,DMA,Planted,0,,,,
2011,2015,DMA,Planted,0,,,,
2016,2020,DMA,Planted,0,,,,
2000,2005,DMA,Total,0.000018,,,,
2006,2010,DMA,Total,0.000028,,,,
2011,2015,DMA,Total,0.000026,,,,
2016,2020,DMA,Total,0.0000078,,,,
2000,2005,DNK,Natural,0.014,,,,
2006,2010,DNK,Natural,0.0076,,,,
2011,2015,DNK,Natural,0.011,,,,
2016,2020,DNK,Natural,0.015,,,,
2000,2005,DNK,Planted,0.025,,,,
2006,2010,DNK,Planted,0.01,,,,
2011,2015,DNK,Planted,0.0072,,,,
2016,2020,DNK,Planted,0.0049,,,,
2000,2005,DNK,Total,0.039,,,,
2006,2010,DNK,Total,0.018,,,,
2011,2015,DNK,Total,0.018,,,,
2016,2020,DNK,Total,0.02,,,,
2000,2005,DOM,Natural,0.013,,,,
2006,2010,DOM,Natural,0.011,,,,
2011,2015,DOM,Natural,0.011,,,,
2016,2020,DOM,Natural,0.019,,,,
2000,2005,DOM,Planted,0.00019,,,,
2006,2010,DOM,Planted,0.00012,,,,
2011,2015,DOM,Planted,0.00027,,,,
2016,2020,DOM,Planted,0.00017,,,,
2000,2005,DOM,Total,0.013,,,,
2006,2010,DOM,Total,0.011,,,,
2011,2015,DOM,Total,0.011,,,,
2016,2020,DOM,Total,0.02,,,,
2000,2005,DZA,Natural,0.012,,,,
2006,2010,DZA,Natural,0.01,,,,
2011,2015,DZA,Natural,0.026,,,,
2016,2020,DZA,Natural,0.037,,,,
2000,2005,DZA,Planted,0.00031,,,,
2006,2010,DZA,Planted,0.00036,,,,
2011,2015,DZA,Planted,0.0014,,,,
2016,2020,DZA,Planted,0.0019,,,,
2000,2005,DZA,Total,0.012,,,,
2006,2010,DZA,Total,0.011,,,,
2011,2015,DZA,Total,0.027,,,,
2016,2020,DZA,Total,0.039,,,,
2000,2005,ECU,Natural,0.059,,,,
2006,2010,ECU,Natural,0.045,,,,
2011,2015,ECU,Natural,0.03,,,,
2016,2020,ECU,Natural,0.044,,,,
2000,2005,ECU,Planted,0.012,,,,
2006,2010,ECU,Planted,0.013,,,,
2011,2015,ECU,Planted,0.0089,,,,
2016,2020,ECU,Planted,0.0074,,,,
2000,2005,ECU,Total,0.07,,,,
2006,2010,ECU,Total,0.059,,,,
2011,2015,ECU,Total,0.038,,,,
2016,2020,ECU,Total,0.051,,,,
2000,2005,EGY,Natural,0.000072,,,,
2006,2010,EGY,Natural,0.00014,,,,
2011,2015,EGY,Natural,0.00068,,,,
2016,2020,EGY,Natural,0.0033,,,,
2000,2005,EGY,Planted,0.00000047,,,,
2006,2010,EGY,Planted,0.0000018,,,,
2011,2015,EGY,Planted,0.0000068,,,,
2016,2020,EGY,Planted,0.00005,,,,
2000,2005,EGY,Total,0.000072,,,,
2006,2010,EGY,Total,0.00014,,,,
2011,2015,EGY,Total,0.00069,,,,
2016,2020,EGY,Total,0.0033,,,,
2000,2005,ERI,Natural,0.00044,,,,
2006,2010,ERI,Natural,0.00059,,,,
2011,2015,ERI,Natural,0.00099,,,,
2016,2020,ERI,Natural,0.0087,,,,
2000,2005,ERI,Planted,0,,,,
2006,2010,ERI,Planted,0.000000074,,,,
2011,2015,ERI,Planted,0.00000045,,,,
2016,2020,ERI,Planted,0.00000089,,,,
2000,2005,ERI,Total,0.00044,,,,
2006,2010,ERI,Total,0.00059,,,,
2011,2015,ERI,Total,0.00099,,,,
2016,2020,ERI,Total,0.0087,,,,
2000,2005,ESH,Natural,0,,,,
2006,2010,ESH,Natural,0,,,,
2011,2015,ESH,Natural,0,,,,
2016,2020,ESH,Natural,0.00000085,,,,
2000,2005,ESH,Planted,0,,,,
2006,2010,ESH,Planted,0,,,,
2011,2015,ESH,Planted,0,,,,
2016,2020,ESH,Planted,0,,,,
2000,2005,ESH,Total,0,,,,
2006,2010,ESH,Total,0,,,,
2011,2015,ESH,Total,0,,,,
2016,2020,ESH,Total,0.00000085,,,,
2000,2005,ESP,Natural,0.073,,,,
2006,2010,ESP,Natural,0.06,,,,
2011,2015,ESP,Natural,0.072,,,,
2016,2020,ESP,Natural,0.11,,,,
2000,2005,ESP,Planted,0.026,,,,
2006,2010,ESP,Planted,0.017,,,,
2011,2015,ESP,Planted,0.012,,,,
2016,2020,ESP,Planted,0.011,,,,
2000,2005,ESP,Total,0.099,,,,
2006,2010,ESP,Total,0.077,,,,
2011,2015,ESP,Total,0.084,,,,
2016,2020,ESP,Total,0.12,,,,
2000,2005,EST,Natural,0.051,,,,
2006,2010,EST,Natural,0.044,,,,
2011,2015,EST,Natural,0.027,,,,
2016,2020,EST,Natural,0.025,,,,
2000,2005,EST,Planted,0.0096,,,,
2006,2010,EST,Planted,0.0065,,,,
2011,2015,EST,Planted,0.0015,,,,
2016,2020,EST,Planted,0.00041,,,,
2000,2005,EST,Total,0.061,,,,
2006,2010,EST,Total,0.05,,,,
2011,2015,EST,Total,0.029,,,,
2016,2020,EST,Total,0.025,,,,
2000,2005,ETH,Natural,0.097,,,,
2006,2010,ETH,Natural,0.076,,,,
2011,2015,ETH,Natural,0.059,,,,
2016,2020,ETH,Natural,0.17,,,,
2000,2005,ETH,Planted,0.00023,,,,
2006,2010,ETH,Planted,0.00011,,,,
2011,2015,ETH,Planted,0.000032,,,,
2016,2020,ETH,Planted,0.00005,,,,
2000,2005,ETH,Total,0.097,,,,
2006,2010,ETH,Total,0.076,,,,
2011,2015,ETH,Total,0.059,,,,
2016,2020,ETH,Total,0.17,,,,
2000,2005,FIN,Natural,0.51,,,,
2006,2010,FIN,Natural,0.31,,,,
2011,2015,FIN,Natural,0.16,,,,
2016,2020,FIN,Natural,0.11,,,,
2000,2005,FIN,Planted,0.15,,,,
2006,2010,FIN,Planted,0.092,,,,
2011,2015,FIN,Planted,0.02,,,,
2016,2020,FIN,Planted,0.007,,,,
2000,2005,FIN,Total,0.66,,,,
2006,2010,FIN,Total,0.4,,,,
2011,2015,FIN,Total,0.18,,,,
2016,2020,FIN,Total,0.12,,,,
2000,2005,FJI,Natural,0.0028,,,,
2006,2010,FJI,Natural,0.0015,,,,
2011,2015,FJI,Natural,0.00056,,,,
2016,2020,FJI,Natural,0.0005,,,,
2000,2005,FJI,Planted,0.0000048,,,,
2006,2010,FJI,Planted,0.0000036,,,,
2011,2015,FJI,Planted,0.000000074,,,,
2016,2020,FJI,Planted,0,,,,
2000,2005,FJI,Total,0.0029,,,,
2006,2010,FJI,Total,0.0015,,,,
2011,2015,FJI,Total,0.00056,,,,
2016,2020,FJI,Total,0.0005,,,,
2000,2005,FLK,Natural,0,,,,
2006,2010,FLK,Natural,0,,,,
2011,2015,FLK,Natural,0,,,,
2016,2020,FLK,Natural,0,,,,
2000,2005,FLK,Planted,0,,,,
2006,2010,FLK,Planted,0,,,,
2011,2015,FLK,Planted,0,,,,
2016,2020,FLK,Planted,0,,,,
2000,2005,FLK,Total,0,,,,
2006,2010,FLK,Total,0,,,,
2011,2015,FLK,Total,0,,,,
2016,2020,FLK,Total,0,,,,
2000,2005,FRA,Natural,0.15,,,,
