year,geog,value
2009,MMR,51.7
2010,MMR,48.8
2011,MMR,54
2012,MMR,55.2
2013,MMR,56.3
2014,MMR,52
2015,MMR,60.5
2016,MMR,55.6
2017,MMR,69.8
2018,MMR,66.2
2019,MMR,68.4
2020,MMR,70.4
2000,NAM,36.5
2001,NAM,36
2002,NAM,36.9
2003,NAM,37.9
2004,NAM,38.8
2005,NAM,39.8
2006,NAM,40.7
2007,NAM,43.7
2008,NAM,42.7
2009,NAM,44.1
2010,NAM,44.6
2011,NAM,42.3
2012,NAM,46.6
2013,NAM,47.4
2014,NAM,48.7
2015,NAM,51.6
2016,NAM,49.7
2017,NAM,52.5
2018,NAM,54
2019,NAM,55.2
2020,NAM,56.3
2000,NRU,99.4
2001,NRU,99.4
2002,NRU,99.4
2003,NRU,99.4
2004,NRU,99.3
2005,NRU,99.3
2006,NRU,99.2
2007,NRU,99.8
2008,NRU,99.2
2009,NRU,99.2
2010,NRU,99.2
2011,NRU,99
2012,NRU,99.2
2013,NRU,99.3
2014,NRU,99.3
2015,NRU,99
2016,NRU,99.7
2017,NRU,99.9
2018,NRU,99.9
2019,NRU,100
2020,NRU,100
2000,NPL,29
2001,NPL,24.6
2002,NPL,35.9
2003,NPL,39.3
2004,NPL,37.2
2005,NPL,46.1
2006,NPL,51.2
2007,NPL,52.9
2008,NPL,56.4
2009,NPL,59.8
2010,NPL,68.6
2011,NPL,67.3
2012,NPL,75
2013,NPL,77.5
2014,NPL,84.9
2015,NPL,82.5
2016,NPL,90.7
2017,NPL,87.9
2018,NPL,93.9
2019,NPL,89.9
2020,NPL,89.9
2000,NLD,100
2001,NLD,100
2002,NLD,100
2003,NLD,100
2004,NLD,100
2005,NLD,100
2006,NLD,100
2007,NLD,100
2008,NLD,100
2009,NLD,100
2010,NLD,100
2011,NLD,100
2012,NLD,100
2013,NLD,100
2014,NLD,100
2015,NLD,100
2016,NLD,100
2017,NLD,100
2018,NLD,100
2019,NLD,100
2020,NLD,100
2000,NCL,100
2001,NCL,100
2002,NCL,100
2003,NCL,100
2004,NCL,100
2005,NCL,100
2006,NCL,100
2007,NCL,100
2008,NCL,100
2009,NCL,100
2010,NCL,100
2011,NCL,100
2012,NCL,100
2013,NCL,100
2014,NCL,100
2015,NCL,100
2016,NCL,100
2017,NCL,100
2018,NCL,100
2019,NCL,100
2020,NCL,100
2000,NZL,100
2001,NZL,100
2002,NZL,100
2003,NZL,100
2004,NZL,100
2005,NZL,100
2006,NZL,100
2007,NZL,100
2008,NZL,100
2009,NZL,100
2010,NZL,100
2011,NZL,100
2012,NZL,100
2013,NZL,100
2014,NZL,100
2015,NZL,100
2016,NZL,100
2017,NZL,100
2018,NZL,100
2019,NZL,100
2020,NZL,100
2000,NIC,72.8
2001,NIC,72.2
2002,NIC,73.9
2003,NIC,74.4
2004,NIC,74.9
2005,NIC,73.8
2006,NIC,76
2007,NIC,76.5
2008,NIC,77
2009,NIC,77.9
2010,NIC,78.2
2011,NIC,78.7
2012,NIC,79.6
2013,NIC,80.8
2014,NIC,81.9
2015,NIC,83.2
2016,NIC,84.6
2017,NIC,86
2018,NIC,87.1
2019,NIC,88.1
2020,NIC,88.9
2000,NER,6.5
2001,NER,8.4
2002,NER,8.9
2003,NER,9.4
2004,NER,9.8
2005,NER,7.1
2006,NER,9.3
2007,NER,11.3
2008,NER,11.8
2009,NER,12.3
2010,NER,13.3
2011,NER,14.3
2012,NER,14.4
2013,NER,15.2
2014,NER,15.8
2015,NER,16.6
2016,NER,17.3
2017,NER,18
2018,NER,17.6
2019,NER,19
2020,NER,19.3
2000,NGA,43.1
2001,NGA,43.9
2002,NGA,44.6
2003,NGA,52.2
2004,NGA,46.1
2005,NGA,46.9
2006,NGA,47.6
2007,NGA,50.1
2008,NGA,50.3
2009,NGA,49.9
2010,NGA,48
2011,NGA,55.9
2012,NGA,53.2
2013,NGA,55.6
2014,NGA,54
2015,NGA,52.5
2016,NGA,59.3
2017,NGA,54.4
2018,NGA,56.5
2019,NGA,55.4
2020,NGA,55.4
2000,NIU,99.2
2001,NIU,99.2
2002,NIU,99.1
2003,NIU,99.1
2004,NIU,99
2005,NIU,99
2006,NIU,99
2007,NIU,98.9
2008,NIU,98.9
2009,NIU,98.9
2010,NIU,99.4
2011,NIU,99.6
2012,NIU,99.2
2013,NIU,99.1
2014,NIU,99
2015,NIU,99.1
2016,NIU,98.7
2017,NIU,99.3
2018,NIU,99.4
2019,NIU,99.5
2020,NIU,99.7
2000,MKD,100
2001,MKD,100
2002,MKD,100
2003,MKD,100
2004,MKD,99.4
2005,MKD,100
2006,MKD,99
2007,MKD,100
2008,MKD,99.2
2009,MKD,99.2
2010,MKD,100
2011,MKD,99.7
2012,MKD,100
2013,MKD,100
2014,MKD,100
2015,MKD,100
2016,MKD,100
2017,MKD,100
2018,MKD,99.8
2019,MKD,100
2020,MKD,100
2000,MNP,100
2001,MNP,100
2002,MNP,100
2003,MNP,100
2004,MNP,99.9
2005,MNP,99.9
2006,MNP,99.8
2007,MNP,100
2008,MNP,100
2009,MNP,100
2010,MNP,100
2011,MNP,100
2012,MNP,100
2013,MNP,100
2014,MNP,100
2015,MNP,100
2016,MNP,100
2017,MNP,100
2018,MNP,100
2019,MNP,100
2020,MNP,100
2000,NOR,100
2001,NOR,100
2002,NOR,100
2003,NOR,100
2004,NOR,100
2005,NOR,100
2006,NOR,100
2007,NOR,100
2008,NOR,100
2009,NOR,100
2010,NOR,100
2011,NOR,100
2012,NOR,100
2013,NOR,100
2014,NOR,100
2015,NOR,100
2016,NOR,100
2017,NOR,100
2018,NOR,100
2019,NOR,100
2020,NOR,100
2000,OMN,100
2001,OMN,100
2002,OMN,100
2003,OMN,100
2004,OMN,100
2005,OMN,100
2006,OMN,100
2007,OMN,100
2008,OMN,100
2009,OMN,100
2010,OMN,100
2011,OMN,100
2012,OMN,100
2013,OMN,100
2014,OMN,100
2015,OMN,100
2016,OMN,100
2017,OMN,100
2018,OMN,100
2019,OMN,100
2020,OMN,100
2000,PAK,70.3
2001,PAK,70.4
2002,PAK,70.4
2003,PAK,70.4
2004,PAK,70.5
2005,PAK,70.5
2006,PAK,70.5
2007,PAK,70.6
2008,PAK,70.6
2009,PAK,70.7
2010,PAK,70.8
2011,PAK,70.9
2012,PAK,71
2013,PAK,71.1
2014,PAK,71.2
2015,PAK,71.4
2016,PAK,71.6
2017,PAK,70.8
2018,PAK,72.8
2019,PAK,74.1
2020,PAK,75.4
2000,PLW,98.2
2001,PLW,98.2
2002,PLW,98.3
2003,PLW,98.3
2004,PLW,98.4
2005,PLW,98.9
2006,PLW,98.5
2007,PLW,98.5
2008,PLW,98.6
2009,PLW,98.6
2010,PLW,98.7
2011,PLW,98.8
2012,PLW,97.6
2013,PLW,99.1
2014,PLW,99.8
2015,PLW,99.4
2016,PLW,100
2017,PLW,100
2018,PLW,100
2019,PLW,100
2020,PLW,100
2000,PAN,81.4
2001,PAN,81.5
2002,PAN,82.2
2003,PAN,87.8
2004,PAN,83.7
2005,PAN,84.4
2006,PAN,85.2
2007,PAN,85.9
2008,PAN,86.6
2009,PAN,87.4
2010,PAN,86.9
2011,PAN,89
2012,PAN,89.8
2013,PAN,89.1
2014,PAN,91.4
2015,PAN,92.3
2016,PAN,93.2
2017,PAN,93.7
2018,PAN,94.9
2019,PAN,95.8
2020,PAN,96.7
2000,PNG,7.6
2001,PNG,9.9
2002,PNG,12.2
2003,PNG,14.5
2004,PNG,16.8
2005,PNG,19.1
2006,PNG,12.4
2007,PNG,23.6
2008,PNG,25.9
2009,PNG,17.2
2010,PNG,19.5
2011,PNG,32.9
2012,PNG,35.3
2013,PNG,37.7
2014,PNG,40.1
2015,PNG,42.9
2016,PNG,49.4
2017,PNG,54.4
2018,PNG,55.7
2019,PNG,59.7
2020,PNG,60.4
2000,PRY,89.4
2001,PRY,91
2002,PRY,91.7
2003,PRY,92.6
2004,PRY,93.2
2005,PRY,94.7
2006,PRY,96.7
2007,PRY,96.5
2008,PRY,96.7
2009,PRY,96.9
2010,PRY,97.4
2011,PRY,98.2
2012,PRY,97.8
2013,PRY,99
2014,PRY,99
2015,PRY,99.3
2016,PRY,98.4
2017,PRY,99.3
2018,PRY,99.6
2019,PRY,99.7
2020,PRY,100
2000,PER,72.5
2001,PER,72.1
2002,PER,74.4
2003,PER,74.4
2004,PER,75.7
2005,PER,77.2
2006,PER,80.2
2007,PER,82
2008,PER,84.7
2009,PER,86.4
2010,PER,88.1
2011,PER,89.7
2012,PER,91.1
2013,PER,92.1
2014,PER,92.9
2015,PER,93.9
2016,PER,94.2
2017,PER,94.8
2018,PER,95.2
2019,PER,95.6
2020,PER,99.3
2000,PHL,74.7
2001,PHL,75.7
2002,PHL,76.8
2003,PHL,76.6
2004,PHL,87.6
2005,PHL,79.9
2006,PHL,80.2
2007,PHL,82
2008,PHL,83.3
2009,PHL,84.3
2010,PHL,85.4
2011,PHL,87.2
2012,PHL,87.1
2013,PHL,87.5
2014,PHL,89.7
2015,PHL,89.1
2016,PHL,92.1
2017,PHL,93
2018,PHL,94.4
2019,PHL,95.6
2020,PHL,96.8
2000,POL,100
2001,POL,100
2002,POL,100
2003,POL,100
2004,POL,100
2005,POL,100
2006,POL,100
2007,POL,100
2008,POL,100
2009,POL,100
2010,POL,100
2011,POL,100
2012,POL,100
2013,POL,100
2014,POL,100
2015,POL,100
2016,POL,100
2017,POL,100
2018,POL,100
2019,POL,100
2020,POL,100
2000,PRT,100
2001,PRT,100
2002,PRT,100
2003,PRT,100
2004,PRT,100
2005,PRT,100
2006,PRT,100
2007,PRT,100
2008,PRT,100
2009,PRT,100
2010,PRT,100
2011,PRT,100
2012,PRT,100
2013,PRT,100
2014,PRT,100
2015,PRT,100
2016,PRT,100
2017,PRT,100
2018,PRT,100
2019,PRT,100
2020,PRT,100
2000,PRI,100
2001,PRI,100
2002,PRI,100
2003,PRI,100
2004,PRI,100
2005,PRI,100
2006,PRI,100
2007,PRI,100
2008,PRI,100
2009,PRI,100
2010,PRI,100
2011,PRI,100
2012,PRI,100
2013,PRI,100
2014,PRI,100
2015,PRI,100
2016,PRI,100
2017,PRI,100
2018,PRI,100
2019,PRI,100
2020,PRI,100
2000,QAT,100
2001,QAT,100
2002,QAT,100
2003,QAT,100
2004,QAT,100
2005,QAT,100
2006,QAT,100
2007,QAT,100
2008,QAT,100
2009,QAT,100
2010,QAT,100
2011,QAT,100
2012,QAT,100
2013,QAT,100
2014,QAT,100
2015,QAT,100
2016,QAT,100
2017,QAT,100
2018,QAT,100
2019,QAT,100
2020,QAT,100
2000,KOR,100
2001,KOR,100
2002,KOR,100
2003,KOR,100
2004,KOR,100
2005,KOR,100
2006,KOR,100
2007,KOR,100
2008,KOR,100
2009,KOR,100
2010,KOR,100
2011,KOR,100
2012,KOR,100
2013,KOR,100
2014,KOR,100
2015,KOR,100
2016,KOR,100
2017,KOR,100
2018,KOR,100
2019,KOR,100
2020,KOR,100
2000,MDA,100
2001,MDA,100
2002,MDA,99
2003,MDA,100
2004,MDA,99.1
2005,MDA,98.6
2006,MDA,100
2007,MDA,100
2008,MDA,100
2009,MDA,100
2010,MDA,100
2011,MDA,100
2012,MDA,100
2013,MDA,100
2014,MDA,100
2015,MDA,100
2016,MDA,100
2017,MDA,100
2018,MDA,100
2019,MDA,100
2020,MDA,100
2000,ROU,100
2001,ROU,100
2002,ROU,100
2003,ROU,100
2004,ROU,100
2005,ROU,100
2006,ROU,100
2007,ROU,100
2008,ROU,100
2009,ROU,100
2010,ROU,100
2011,ROU,100
2012,ROU,100
2013,ROU,100
2014,ROU,100
2015,ROU,100
2016,ROU,99.1
2017,ROU,100
2018,ROU,100
2019,ROU,100
2020,ROU,100
2000,RUS,100
2001,RUS,100
2002,RUS,100
2003,RUS,100
2004,RUS,100
2005,RUS,100
2006,RUS,100
2007,RUS,100
2008,RUS,100
2009,RUS,100
2010,RUS,100
2011,RUS,100
2012,RUS,100
2013,RUS,100
2014,RUS,100
2015,RUS,95.5
2016,RUS,100
2017,RUS,100
2018,RUS,100
2019,RUS,100
2020,RUS,100
2000,RWA,6.2
2001,RWA,4.6
2002,RWA,5.9
2003,RWA,7.3
2004,RWA,8.6
2005,RWA,4.8
2006,RWA,11.3
2007,RWA,12.7
2008,RWA,6
2009,RWA,15.4
2010,RWA,9.7
2011,RWA,10.8
2012,RWA,17.5
2013,RWA,15.2
2014,RWA,19.8
2015,RWA,22.8
2016,RWA,29.4
2017,RWA,34.1
2018,RWA,37
2019,RWA,40.4
2020,RWA,46.6
2000,KNA,95.3
2001,KNA,93.5
2002,KNA,95.8
2003,KNA,96.1
2004,KNA,96.3
2005,KNA,96.6
2006,KNA,96.8
2007,KNA,97.1
2008,KNA,97.3
2009,KNA,97.6
2010,KNA,99.8
2011,KNA,100
2012,KNA,100
2013,KNA,100
2014,KNA,100
2015,KNA,100
2016,KNA,100
2017,KNA,100
2018,KNA,100
2019,KNA,100
2020,KNA,100
2000,LCA,89.4
2001,LCA,89.9
2002,LCA,90.4
2003,LCA,90.8
2004,LCA,91.3
2005,LCA,91.8
2006,LCA,92.3
2007,LCA,92.7
2008,LCA,93.2
2009,LCA,93.7
2010,LCA,94.2
2011,LCA,94.8
2012,LCA,95.3
2013,LCA,95.9
2014,LCA,96.4
2015,LCA,97
2016,LCA,97.6
2017,LCA,98.3
2018,LCA,98.9
2019,LCA,99.5
2020,LCA,100
2000,MAF,100
2001,MAF,100
2002,MAF,100
2003,MAF,100
2004,MAF,100
2005,MAF,100
2006,MAF,100
2007,MAF,100
2008,MAF,100
2009,MAF,100
2010,MAF,100
2011,MAF,100
2012,MAF,100
2013,MAF,100
2014,MAF,100
2015,MAF,100
2016,MAF,100
2017,MAF,100
2018,MAF,100
2019,MAF,100
2020,MAF,100
2000,VCT,79.9
2001,VCT,82.4
2002,VCT,82.5
2003,VCT,83.8
2004,VCT,85
2005,VCT,86.3
2006,VCT,87.6
2007,VCT,88.8
2008,VCT,90.2
2009,VCT,91.5
2010,VCT,92.8
2011,VCT,94.1
2012,VCT,95.5
2013,VCT,96.9
2014,VCT,98.2
2015,VCT,99.6
2016,VCT,99.8
2017,VCT,100
2018,VCT,100
2019,VCT,100
2020,VCT,100
2000,WSM,87.9
2001,WSM,88.6
2002,WSM,89.3
2003,WSM,90
2004,WSM,90.7
2005,WSM,91.4
2006,WSM,96.4
2007,WSM,92.9
2008,WSM,98.1
2009,WSM,97.9
2010,WSM,96.4
2011,WSM,96.7
2012,WSM,96.8
2013,WSM,97.4
2014,WSM,97.9
2015,WSM,99.1
2016,WSM,99.6
2017,WSM,96.8
2018,WSM,100
2019,WSM,99.2
2020,WSM,100
2000,SMR,100
2001,SMR,100
2002,SMR,100
2003,SMR,100
2004,SMR,100
2005,SMR,100
2006,SMR,100
2007,SMR,100
2008,SMR,100
2009,SMR,100
2010,SMR,100
2011,SMR,100
2012,SMR,100
2013,SMR,100
2014,SMR,100
2015,SMR,100
2016,SMR,100
2017,SMR,100
2018,SMR,100
2019,SMR,100
2020,SMR,100
2000,STP,52.9
2001,STP,51.5
2002,STP,52.6
2003,STP,53.7
2004,STP,54.8
2005,STP,55.9
2006,STP,56.9
2007,STP,58
2008,STP,59.1
2009,STP,56.9
2010,STP,61.4
2011,STP,62.5
2012,STP,57.9
2013,STP,64.8
2014,STP,68.6
2015,STP,67.2
2016,STP,69.3
2017,STP,74.3
2018,STP,71
2019,STP,75
2020,STP,76.6
2000,SAU,100
2001,SAU,100
2002,SAU,100
2003,SAU,100
2004,SAU,100
2005,SAU,100
2006,SAU,100
2007,SAU,100
2008,SAU,100
2009,SAU,100
2010,SAU,100
2011,SAU,100
2012,SAU,100
2013,SAU,100
2014,SAU,100
2015,SAU,100
2016,SAU,99.9
2017,SAU,99.9
2018,SAU,100
2019,SAU,100
2020,SAU,100
2000,SEN,37.7
2001,SEN,38.8
2002,SEN,36.8
2003,SEN,42
2004,SEN,36.8
2005,SEN,47.1
2006,SEN,49.9
2007,SEN,48.4
2008,SEN,50
2009,SEN,53.5
2010,SEN,56.5
2011,SEN,56.5
2012,SEN,56.5
2013,SEN,57
2014,SEN,61
2015,SEN,60.5
2016,SEN,64.5
2017,SEN,61.7
2018,SEN,66
2019,SEN,70.4
2020,SEN,70.4
2000,SRB,100
2001,SRB,100
2002,SRB,100
2003,SRB,100
2004,SRB,100
2005,SRB,99.7
2006,SRB,100
2007,SRB,100
2008,SRB,100
2009,SRB,100
2010,SRB,99.7
2011,SRB,100
2012,SRB,100
2013,SRB,99.9
2014,SRB,99.7
2015,SRB,99.9
2016,SRB,100
2017,SRB,100
2018,SRB,100
2019,SRB,99.8
2020,SRB,100
2000,SYC,94.1
2001,SYC,94.4
2002,SYC,96.1
2003,SYC,95
2004,SYC,95.3
2005,SYC,95.6
2006,SYC,99
2007,SYC,96.2
2008,SYC,96.5
2009,SYC,96.8
2010,SYC,97
2011,SYC,98.1
2012,SYC,98.4
2013,SYC,98
2014,SYC,100
2015,SYC,100
2016,SYC,100
2017,SYC,100
2018,SYC,100
2019,SYC,100
2020,SYC,100
2000,SLE,7.8
2001,SLE,8.6
2002,SLE,9.3
2003,SLE,10.1
2004,SLE,16.8
2005,SLE,11.3
2006,SLE,12.3
2007,SLE,13
2008,SLE,12.1
2009,SLE,14.6
2010,SLE,11.5
2011,SLE,14.2
2012,SLE,17
2013,SLE,13.5
2014,SLE,18.7
2015,SLE,19.5
2016,SLE,20.3
2017,SLE,23.4
2018,SLE,26.1
2019,SLE,22.7
2020,SLE,26.2
2000,SGP,100
2001,SGP,100
2002,SGP,100
2003,SGP,100
2004,SGP,100
2005,SGP,100
2006,SGP,100
2007,SGP,100
2008,SGP,100
2009,SGP,100
2010,SGP,100
2011,SGP,100
2012,SGP,100
2013,SGP,100
2014,SGP,100
2015,SGP,100
2016,SGP,100
2017,SGP,100
2018,SGP,100
2019,SGP,100
2020,SGP,100
2000,SXM,100
2001,SXM,100
2002,SXM,100
2003,SXM,100
2004,SXM,100
2005,SXM,100
2006,SXM,100
2007,SXM,100
2008,SXM,100
2009,SXM,100
2010,SXM,100
2011,SXM,100
2012,SXM,100
2013,SXM,100
2014,SXM,100
2015,SXM,100
2016,SXM,100
2017,SXM,100
2018,SXM,100
2019,SXM,100
2020,SXM,100
2000,SVK,100
2001,SVK,100
2002,SVK,100
2003,SVK,100
2004,SVK,100
2005,SVK,100
2006,SVK,100
2007,SVK,100
2008,SVK,100
2009,SVK,100
2010,SVK,100
2011,SVK,100
2012,SVK,100
2013,SVK,100
2014,SVK,100
2015,SVK,100
2016,SVK,100
2017,SVK,100
2018,SVK,100
2019,SVK,100
2020,SVK,100
2000,SVN,100
2001,SVN,100
2002,SVN,100
2003,SVN,100
2004,SVN,100
2005,SVN,100
2006,SVN,100
2007,SVN,100
2008,SVN,100
2009,SVN,100
2010,SVN,100
2011,SVN,100
2012,SVN,100
2013,SVN,100
2014,SVN,100
2015,SVN,100
2016,SVN,100
2017,SVN,100
2018,SVN,100
2019,SVN,100
2020,SVN,100
2000,SLB,4.5
2001,SLB,7.5
2002,SLB,10.4
2003,SLB,13.4
2004,SLB,16.3
2005,SLB,19.3
2006,SLB,14.4
2007,SLB,12.9
2008,SLB,28.1
2009,SLB,21.2
2010,SLB,34.8
2011,SLB,38.7
2012,SLB,42.6
2013,SLB,44.7
2014,SLB,50.3
2015,SLB,55.1
2016,SLB,58.3
2017,SLB,62.9
2018,SLB,66.2
2019,SLB,69.8
2020,SLB,73.3
2000,SOM,1.9
2001,SOM,4.5
2002,SOM,7.4
2003,SOM,9.7
2004,SOM,12.3
2005,SOM,14.9
2006,SOM,15.2
2007,SOM,20.1
2008,SOM,22.7
2009,SOM,25.3
2010,SOM,52.2
2011,SOM,52
2012,SOM,51.8
2013,SOM,51.5
2014,SOM,51.3
2015,SOM,51.1
2016,SOM,51.1
2017,SOM,52.1
2018,SOM,50.8
2019,SOM,49.2
2020,SOM,49.7
2000,ZAF,72.3
2001,ZAF,70.2
2002,ZAF,76.7
2003,ZAF,78.8
2004,ZAF,80.9
2005,ZAF,80.8
2006,ZAF,80.7
2007,ZAF,82
2008,ZAF,81.9
2009,ZAF,82.6
2010,ZAF,82.9
2011,ZAF,83.6
2012,ZAF,85.3
2013,ZAF,85.2
2014,ZAF,85.9
2015,ZAF,85.3
2016,ZAF,83.9
2017,ZAF,84.4
2018,ZAF,84.7
2019,ZAF,85
2020,ZAF,84.4
2006,SSD,0.6
2007,SSD,1
2008,SSD,1.4
2009,SSD,3
2010,SSD,1.5
2011,SSD,2.7
2012,SSD,3.1
2013,SSD,3.6
2014,SSD,4.1
2015,SSD,4.6
2016,SSD,5.1
2017,SSD,4.2
2018,SSD,6.2
2019,SSD,6.7
2020,SSD,7.2
2000,ESP,100
2001,ESP,100
2002,ESP,100
2003,ESP,100
2004,ESP,100
2005,ESP,100
2006,ESP,100
2007,ESP,100
2008,ESP,100
2009,ESP,100
2010,ESP,100
2011,ESP,100
2012,ESP,100
2013,ESP,100
2014,ESP,100
2015,ESP,100
2016,ESP,100
2017,ESP,100
2018,ESP,100
2019,ESP,100
2020,ESP,100
2000,LKA,70.3
2001,LKA,63.6
2002,LKA,80.7
2003,LKA,75
2004,LKA,76.6
2005,LKA,78.1
2006,LKA,82.1
2007,LKA,80
2008,LKA,82.9
2009,LKA,87.1
2010,LKA,85.3
2011,LKA,87.8
2012,LKA,87
2013,LKA,90.2
2014,LKA,92.7
2015,LKA,94.4
2016,LKA,97.5
2017,LKA,97.5
2018,LKA,99.6
2019,LKA,99.8
2020,LKA,100
2000,PSE,99.7
2001,PSE,99.1
2002,PSE,99.2
2003,PSE,99.1
2004,PSE,99.5
2005,PSE,99.6
2006,PSE,99.7
2007,PSE,98.8
2008,PSE,99.8
2009,PSE,99.9
2010,PSE,99.9
2011,PSE,99.7
2012,PSE,99.8
2013,PSE,99.9
2014,PSE,99.9
2015,PSE,99.9
2016,PSE,100
2017,PSE,99.7
2018,PSE,100
2019,PSE,100
2020,PSE,100
2000,SDN,23
2001,SDN,29.3
2002,SDN,29.5
2003,SDN,29.8
2004,SDN,30.1
2005,SDN,30.3
2006,SDN,30.6
2007,SDN,30.8
2008,SDN,20
2009,SDN,29
2010,SDN,38
2011,SDN,39.8
2012,SDN,41.6
2013,SDN,43.3
2014,SDN,44.9
2015,SDN,46.9
2016,SDN,48.8
2017,SDN,50.8
2018,SDN,52.4
2019,SDN,54
2020,SDN,55.4
2000,SUR,95.5
2001,SUR,95.4
2002,SUR,95.3
2003,SUR,95.2
2004,SUR,95.1
2005,SUR,95
2006,SUR,91
2007,SUR,94.7
2008,SUR,94.6
2009,SUR,94.5
2010,SUR,91.2
2011,SUR,94.4
2012,SUR,94.4
2013,SUR,94.3
2014,SUR,94.3
2015,SUR,94.9
2016,SUR,95.8
2017,SUR,96.7
2018,SUR,97.4
2019,SUR,97.8
2020,SUR,98.2
2000,SWE,100
2001,SWE,100
2002,SWE,100
2003,SWE,100
2004,SWE,100
2005,SWE,100
2006,SWE,100
2007,SWE,100
2008,SWE,100
2009,SWE,100
2010,SWE,100
2011,SWE,100
2012,SWE,100
2013,SWE,100
2014,SWE,100
2015,SWE,100
2016,SWE,100
2017,SWE,100
2018,SWE,100
2019,SWE,100
2020,SWE,100
2000,CHE,100
2001,CHE,100
2002,CHE,100
2003,CHE,100
2004,CHE,100
2005,CHE,100
2006,CHE,100
2007,CHE,100
2008,CHE,100
2009,CHE,100
2010,CHE,100
2011,CHE,100
2012,CHE,100
2013,CHE,100
2014,CHE,100
2015,CHE,100
2016,CHE,100
2017,CHE,100
2018,CHE,100
2019,CHE,100
2020,CHE,100
2000,SYR,93.5
2001,SYR,93.2
2002,SYR,86.6
2003,SYR,92.7
2004,SYR,92.4
2005,SYR,92.1
2006,SYR,99.5
2007,SYR,91.6
2008,SYR,91.3
2009,SYR,91
2010,SYR,92.7
2011,SYR,91.5
2012,SYR,90.8
2013,SYR,90.1
2014,SYR,90
2015,SYR,89.8
2016,SYR,89.7
2017,SYR,89.5
2018,SYR,86
2019,SYR,89.3
2020,SYR,89.1
2000,TJK,98.5
2001,TJK,98.6
2002,TJK,99
2003,TJK,100
2004,TJK,98.6
2005,TJK,99.3
2006,TJK,98.6
2007,TJK,98.6
2008,TJK,98.6
2009,TJK,99
2010,TJK,98.7
2011,TJK,98.7
2012,TJK,99.1
2013,TJK,98.9
2014,TJK,99
2015,TJK,98
2016,TJK,99.2
2017,TJK,99.3
2018,TJK,99.3
2019,TJK,99.6
2020,TJK,99.8
2000,THA,82.1
2001,THA,90.5
2002,THA,91.1
2003,THA,91.7
2004,THA,92.3
2005,THA,92.9
2006,THA,99.1
2007,THA,94.2
2008,THA,94.8
2009,THA,99
2010,THA,99.7
2011,THA,99.4
2012,THA,99.1
2013,THA,99.4
2014,THA,99.5
2015,THA,99.6
2016,THA,99.8
2017,THA,99.9
2018,THA,99.8
2019,THA,99.9
2020,THA,100
2000,TLS,17.6
2001,TLS,25.6
2002,TLS,24
2003,TLS,27.7
2004,TLS,30.3
2005,TLS,33.5
2006,TLS,36.7
2007,TLS,36.6
2008,TLS,43
2009,TLS,46.2
2010,TLS,38
2011,TLS,52.7
2012,TLS,55.9
2013,TLS,59.2
2014,TLS,62.4
2015,TLS,67.3
2016,TLS,76.5
2017,TLS,79.8
2018,TLS,85.4
2019,TLS,90.8
2020,TLS,96.1
2000,TGO,17
2001,TGO,19.6
2002,TGO,21.4
2003,TGO,23.1
2004,TGO,24.8
2005,TGO,26.6
2006,TGO,27.9
2007,TGO,30.1
2008,TGO,31.8
2009,TGO,33.6
2010,TGO,30.8
2011,TGO,39.7
2012,TGO,39
2013,TGO,40.8
2014,TGO,45.7
2015,TGO,44.6
2016,TGO,46.8
2017,TGO,48
2018,TGO,50
2019,TGO,52.4
2020,TGO,54
2000,TON,85.6
2001,TON,86.3
2002,TON,87
2003,TON,87.7
2004,TON,88.4
2005,TON,89.1
2006,TON,92.3
2007,TON,90.5
2008,TON,91.2
2009,TON,91.9
2010,TON,92.7
2011,TON,92.2
2012,TON,92.8
2013,TON,95
2014,TON,95.8
2015,TON,100
2016,TON,97
2017,TON,98.4
2018,TON,99.1
2019,TON,98.4
2020,TON,100
2000,TTO,91.3
2001,TTO,96.9
2002,TTO,97.1
2003,TTO,97.3
2004,TTO,97.5
2005,TTO,97.7
2006,TTO,100
2007,TTO,100
2008,TTO,100
2009,TTO,99
2010,TTO,100
2011,TTO,100
2012,TTO,100
2013,TTO,100
2014,TTO,100
2015,TTO,100
2016,TTO,100
2017,TTO,100
2018,TTO,100
2019,TTO,100
2020,TTO,100
2000,TUN,94.8
2001,TUN,97.3
2002,TUN,97.8
2003,TUN,98.4
2004,TUN,99
2005,TUN,99.3
2006,TUN,99.4
2007,TUN,99.4
2008,TUN,99.4
2009,TUN,99.5
2010,TUN,99.5
2011,TUN,99.5
2012,TUN,99.5
2013,TUN,99.7
2014,TUN,99.8
2015,TUN,99.9
2016,TUN,100
2017,TUN,100
2018,TUN,99.8
2019,TUN,100
2020,TUN,100
2000,TUR,100
2001,TUR,100
2002,TUR,100
2003,TUR,100
2004,TUR,100
2005,TUR,100
2006,TUR,100
2007,TUR,99.9
2008,TUR,99.9
2009,TUR,99.9
2010,TUR,100
2011,TUR,100
2012,TUR,100
2013,TUR,100
2014,TUR,100
2015,TUR,100
2016,TUR,100
2017,TUR,100
2018,TUR,100
2019,TUR,100
2020,TUR,100
2000,TKM,99.6
2001,TKM,99.7
2002,TKM,99.7
2003,TKM,99.7
2004,TKM,99.7
2005,TKM,99.6
2006,TKM,99.8
2007,TKM,99.6
2008,TKM,99.6
2009,TKM,99.6
2010,TKM,100
2011,TKM,99.9
2012,TKM,99.9
2013,TKM,99.9
