year,geo,disagg_type,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,ASM,Sex,Female,72.8,,,,
2001,ASM,Sex,Female,73.2,,,,
2002,ASM,Sex,Female,73.6,,,,
2003,ASM,Sex,Female,73.9,,,,
2004,ASM,Sex,Female,74.3,,,,
2005,ASM,Sex,Female,74.6,,,,
2006,ASM,Sex,Female,75,,,,
2007,ASM,Sex,Female,75.3,,,,
2008,ASM,Sex,Female,75.7,,,,
2009,ASM,Sex,Female,76,,,,
2010,ASM,Sex,Female,76.4,,,,
2011,ASM,Sex,Female,76.8,,,,
2012,ASM,Sex,Female,77.1,,,,
2013,ASM,Sex,Female,77.5,,,,
2014,ASM,Sex,Female,77.8,,,,
2015,ASM,Sex,Female,78.2,,,,
2016,ASM,Sex,Female,78.5,,,,
2017,ASM,Sex,Female,78.9,,,,
2018,ASM,Sex,Female,79.2,,,,
2019,ASM,Sex,Female,79.5,,,,
2020,ASM,Sex,Female,79.8,,,,
2021,ASM,Sex,Female,80.1,,,,
2022,ASM,Sex,Female,80.4,,,,
2000,ASM,Sex,Male,63.9,,,,
2001,ASM,Sex,Male,64.2,,,,
2002,ASM,Sex,Male,64.4,,,,
2003,ASM,Sex,Male,64.7,,,,
2004,ASM,Sex,Male,65,,,,
2005,ASM,Sex,Male,65.2,,,,
2006,ASM,Sex,Male,65.5,,,,
2007,ASM,Sex,Male,65.8,,,,
2008,ASM,Sex,Male,66.1,,,,
2009,ASM,Sex,Male,66.4,,,,
2010,ASM,Sex,Male,66.6,,,,
2011,ASM,Sex,Male,66.9,,,,
2012,ASM,Sex,Male,67.1,,,,
2013,ASM,Sex,Male,67.4,,,,
2014,ASM,Sex,Male,67.6,,,,
2015,ASM,Sex,Male,67.8,,,,
2016,ASM,Sex,Male,68.1,,,,
2017,ASM,Sex,Male,68.3,,,,
2018,ASM,Sex,Male,68.5,,,,
2019,ASM,Sex,Male,68.7,,,,
2020,ASM,Sex,Male,69,,,,
2021,ASM,Sex,Male,69.2,,,,
2022,ASM,Sex,Male,69.4,,,,
2000,ASM,All,Total,68.4,,,,
2001,ASM,All,Total,68.8,,,,
2002,ASM,All,Total,69.1,,,,
2003,ASM,All,Total,69.4,,,,
2004,ASM,All,Total,69.7,,,,
2005,ASM,All,Total,70,,,,
2006,ASM,All,Total,70.3,,,,
2007,ASM,All,Total,70.6,,,,
2008,ASM,All,Total,71,,,,
2009,ASM,All,Total,71.3,,,,
2010,ASM,All,Total,71.6,,,,
2011,ASM,All,Total,71.9,,,,
2012,ASM,All,Total,72.3,,,,
2013,ASM,All,Total,72.6,,,,
2014,ASM,All,Total,72.9,,,,
2015,ASM,All,Total,73.2,,,,
2016,ASM,All,Total,73.5,,,,
2017,ASM,All,Total,73.8,,,,
2018,ASM,All,Total,74.1,,,,
2019,ASM,All,Total,74.4,,,,
2020,ASM,All,Total,74.7,,,,
2021,ASM,All,Total,74.9,,,,
2022,ASM,All,Total,75.2,,,,
2000,ATG,Sex,Female,24.8,,,,
2001,ATG,Sex,Female,25.6,,,,
2002,ATG,Sex,Female,26.4,,,,
2003,ATG,Sex,Female,27.2,,,,
2004,ATG,Sex,Female,28,,,,
2005,ATG,Sex,Female,28.7,,,,
2006,ATG,Sex,Female,29.5,,,,
2007,ATG,Sex,Female,30.3,,,,
2008,ATG,Sex,Female,31.1,,,,
2009,ATG,Sex,Female,31.8,,,,
2010,ATG,Sex,Female,32.6,,,,
2011,ATG,Sex,Female,33.4,,,,
2012,ATG,Sex,Female,34.1,,,,
2013,ATG,Sex,Female,34.9,,,,
2014,ATG,Sex,Female,35.6,,,,
2015,ATG,Sex,Female,36.4,,,,
2016,ATG,Sex,Female,37.2,,,,
2017,ATG,Sex,Female,37.9,,,,
2018,ATG,Sex,Female,38.7,,,,
2019,ATG,Sex,Female,39.4,,,,
2020,ATG,Sex,Female,40.2,,,,
2021,ATG,Sex,Female,40.9,,,,
2022,ATG,Sex,Female,41.7,,,,
2000,ATG,Sex,Male,11.7,,,,
2001,ATG,Sex,Male,12.3,,,,
2002,ATG,Sex,Male,12.9,,,,
2003,ATG,Sex,Male,13.5,,,,
2004,ATG,Sex,Male,14,,,,
2005,ATG,Sex,Male,14.6,,,,
2006,ATG,Sex,Male,15.1,,,,
2007,ATG,Sex,Male,15.7,,,,
2008,ATG,Sex,Male,16.2,,,,
2009,ATG,Sex,Male,16.7,,,,
2010,ATG,Sex,Male,17.2,,,,
2011,ATG,Sex,Male,17.7,,,,
2012,ATG,Sex,Male,18.2,,,,
2013,ATG,Sex,Male,18.7,,,,
2014,ATG,Sex,Male,19.2,,,,
2015,ATG,Sex,Male,19.7,,,,
2016,ATG,Sex,Male,20.2,,,,
2017,ATG,Sex,Male,20.8,,,,
2018,ATG,Sex,Male,21.3,,,,
2019,ATG,Sex,Male,21.9,,,,
2020,ATG,Sex,Male,22.5,,,,
2021,ATG,Sex,Male,23.1,,,,
2022,ATG,Sex,Male,23.8,,,,
2000,ATG,All,Total,18.8,,,,
2001,ATG,All,Total,19.5,,,,
2002,ATG,All,Total,20.2,,,,
2003,ATG,All,Total,20.9,,,,
2004,ATG,All,Total,21.6,,,,
2005,ATG,All,Total,22.3,,,,
2006,ATG,All,Total,22.9,,,,
2007,ATG,All,Total,23.6,,,,
2008,ATG,All,Total,24.3,,,,
2009,ATG,All,Total,24.9,,,,
2010,ATG,All,Total,25.5,,,,
2011,ATG,All,Total,26.2,,,,
2012,ATG,All,Total,26.8,,,,
2013,ATG,All,Total,27.4,,,,
2014,ATG,All,Total,28,,,,
2015,ATG,All,Total,28.7,,,,
2016,ATG,All,Total,29.3,,,,
2017,ATG,All,Total,29.9,,,,
2018,ATG,All,Total,30.6,,,,
2019,ATG,All,Total,31.2,,,,
2020,ATG,All,Total,31.9,,,,
2021,ATG,All,Total,32.6,,,,
2022,ATG,All,Total,33.3,,,,
2000,AUS,Sex,Female,19.7,,,,
2001,AUS,Sex,Female,20.4,,,,
2002,AUS,Sex,Female,20.9,,,,
2003,AUS,Sex,Female,21.5,,,,
2004,AUS,Sex,Female,22,,,,
2005,AUS,Sex,Female,22.5,,,,
2006,AUS,Sex,Female,23,,,,
2007,AUS,Sex,Female,23.4,,,,
2008,AUS,Sex,Female,23.8,,,,
2009,AUS,Sex,Female,24.3,,,,
2010,AUS,Sex,Female,24.7,,,,
2011,AUS,Sex,Female,25,,,,
2012,AUS,Sex,Female,25.4,,,,
2013,AUS,Sex,Female,25.8,,,,
2014,AUS,Sex,Female,26.1,,,,
2015,AUS,Sex,Female,26.5,,,,
2016,AUS,Sex,Female,26.9,,,,
2017,AUS,Sex,Female,27.3,,,,
2018,AUS,Sex,Female,27.7,,,,
2019,AUS,Sex,Female,28.1,,,,
2020,AUS,Sex,Female,28.5,,,,
2021,AUS,Sex,Female,28.9,,,,
2022,AUS,Sex,Female,29.3,,,,
2000,AUS,Sex,Male,19.2,,,,
2001,AUS,Sex,Male,19.9,,,,
2002,AUS,Sex,Male,20.6,,,,
2003,AUS,Sex,Male,21.3,,,,
2004,AUS,Sex,Male,22,,,,
2005,AUS,Sex,Male,22.6,,,,
2006,AUS,Sex,Male,23.2,,,,
2007,AUS,Sex,Male,23.8,,,,
2008,AUS,Sex,Male,24.3,,,,
2009,AUS,Sex,Male,24.8,,,,
2010,AUS,Sex,Male,25.2,,,,
2011,AUS,Sex,Male,25.7,,,,
2012,AUS,Sex,Male,26.1,,,,
2013,AUS,Sex,Male,26.5,,,,
2014,AUS,Sex,Male,26.9,,,,
2015,AUS,Sex,Male,27.4,,,,
2016,AUS,Sex,Male,27.9,,,,
2017,AUS,Sex,Male,28.5,,,,
2018,AUS,Sex,Male,29,,,,
2019,AUS,Sex,Male,29.5,,,,
2020,AUS,Sex,Male,30.1,,,,
2021,AUS,Sex,Male,30.6,,,,
2022,AUS,Sex,Male,31.2,,,,
2000,AUS,All,Total,19.5,,,,
2001,AUS,All,Total,20.2,,,,
2002,AUS,All,Total,20.8,,,,
2003,AUS,All,Total,21.4,,,,
2004,AUS,All,Total,22,,,,
2005,AUS,All,Total,22.6,,,,
2006,AUS,All,Total,23.1,,,,
2007,AUS,All,Total,23.6,,,,
2008,AUS,All,Total,24.1,,,,
2009,AUS,All,Total,24.5,,,,
2010,AUS,All,Total,25,,,,
2011,AUS,All,Total,25.4,,,,
2012,AUS,All,Total,25.7,,,,
2013,AUS,All,Total,26.1,,,,
2014,AUS,All,Total,26.5,,,,
2015,AUS,All,Total,27,,,,
2016,AUS,All,Total,27.4,,,,
2017,AUS,All,Total,27.9,,,,
2018,AUS,All,Total,28.3,,,,
2019,AUS,All,Total,28.8,,,,
2020,AUS,All,Total,29.3,,,,
2021,AUS,All,Total,29.8,,,,
2022,AUS,All,Total,30.2,,,,
2000,AUT,Sex,Female,11.5,,,,
2001,AUT,Sex,Female,11.6,,,,
2002,AUT,Sex,Female,11.8,,,,
2003,AUT,Sex,Female,11.9,,,,
2004,AUT,Sex,Female,12,,,,
2005,AUT,Sex,Female,12.1,,,,
2006,AUT,Sex,Female,12.1,,,,
2007,AUT,Sex,Female,12.2,,,,
2008,AUT,Sex,Female,12.2,,,,
2009,AUT,Sex,Female,12.3,,,,
2010,AUT,Sex,Female,12.3,,,,
2011,AUT,Sex,Female,12.3,,,,
2012,AUT,Sex,Female,12.2,,,,
2013,AUT,Sex,Female,12.2,,,,
2014,AUT,Sex,Female,12.2,,,,
2015,AUT,Sex,Female,12.2,,,,
2016,AUT,Sex,Female,12.2,,,,
2017,AUT,Sex,Female,12.2,,,,
2018,AUT,Sex,Female,12.2,,,,
2019,AUT,Sex,Female,12.2,,,,
2020,AUT,Sex,Female,12.2,,,,
2021,AUT,Sex,Female,12.2,,,,
2022,AUT,Sex,Female,12.3,,,,
2000,AUT,Sex,Male,12.4,,,,
2001,AUT,Sex,Male,12.8,,,,
2002,AUT,Sex,Male,13.2,,,,
2003,AUT,Sex,Male,13.6,,,,
2004,AUT,Sex,Male,14,,,,
2005,AUT,Sex,Male,14.4,,,,
2006,AUT,Sex,Male,14.7,,,,
2007,AUT,Sex,Male,15.1,,,,
2008,AUT,Sex,Male,15.3,,,,
2009,AUT,Sex,Male,15.6,,,,
2010,AUT,Sex,Male,15.8,,,,
2011,AUT,Sex,Male,15.9,,,,
2012,AUT,Sex,Male,16.1,,,,
2013,AUT,Sex,Male,16.2,,,,
2014,AUT,Sex,Male,16.4,,,,
2015,AUT,Sex,Male,16.6,,,,
2016,AUT,Sex,Male,16.8,,,,
2017,AUT,Sex,Male,17.1,,,,
2018,AUT,Sex,Male,17.3,,,,
2019,AUT,Sex,Male,17.6,,,,
2020,AUT,Sex,Male,17.9,,,,
2021,AUT,Sex,Male,18.1,,,,
2022,AUT,Sex,Male,18.5,,,,
2000,AUT,All,Total,12,,,,
2001,AUT,All,Total,12.3,,,,
2002,AUT,All,Total,12.5,,,,
2003,AUT,All,Total,12.8,,,,
2004,AUT,All,Total,13,,,,
2005,AUT,All,Total,13.3,,,,
2006,AUT,All,Total,13.5,,,,
2007,AUT,All,Total,13.7,,,,
2008,AUT,All,Total,13.8,,,,
2009,AUT,All,Total,13.9,,,,
2010,AUT,All,Total,14,,,,
2011,AUT,All,Total,14.1,,,,
2012,AUT,All,Total,14.2,,,,
2013,AUT,All,Total,14.2,,,,
2014,AUT,All,Total,14.3,,,,
2015,AUT,All,Total,14.4,,,,
2016,AUT,All,Total,14.5,,,,
2017,AUT,All,Total,14.6,,,,
2018,AUT,All,Total,14.8,,,,
2019,AUT,All,Total,14.9,,,,
2020,AUT,All,Total,15,,,,
2021,AUT,All,Total,15.2,,,,
2022,AUT,All,Total,15.4,,,,
2000,AZE,Sex,Female,22.5,,,,
2001,AZE,Sex,Female,23.1,,,,
2002,AZE,Sex,Female,23.7,,,,
2003,AZE,Sex,Female,24.3,,,,
2004,AZE,Sex,Female,24.9,,,,
2005,AZE,Sex,Female,25.5,,,,
2006,AZE,Sex,Female,26.1,,,,
2007,AZE,Sex,Female,26.6,,,,
2008,AZE,Sex,Female,27.2,,,,
2009,AZE,Sex,Female,27.7,,,,
2010,AZE,Sex,Female,28.2,,,,
2011,AZE,Sex,Female,28.7,,,,
2012,AZE,Sex,Female,29.1,,,,
2013,AZE,Sex,Female,29.6,,,,
2014,AZE,Sex,Female,30,,,,
2015,AZE,Sex,Female,30.4,,,,
2016,AZE,Sex,Female,30.7,,,,
2017,AZE,Sex,Female,31.1,,,,
2018,AZE,Sex,Female,31.4,,,,
2019,AZE,Sex,Female,31.7,,,,
2020,AZE,Sex,Female,32,,,,
2021,AZE,Sex,Female,32.3,,,,
2022,AZE,Sex,Female,32.6,,,,
2000,AZE,Sex,Male,7.3,,,,
2001,AZE,Sex,Male,7.6,,,,
2002,AZE,Sex,Male,7.9,,,,
2003,AZE,Sex,Male,8.2,,,,
2004,AZE,Sex,Male,8.5,,,,
2005,AZE,Sex,Male,8.9,,,,
2006,AZE,Sex,Male,9.3,,,,
2007,AZE,Sex,Male,9.7,,,,
2008,AZE,Sex,Male,10.2,,,,
2009,AZE,Sex,Male,10.7,,,,
2010,AZE,Sex,Male,11.3,,,,
2011,AZE,Sex,Male,11.8,,,,
2012,AZE,Sex,Male,12.4,,,,
2013,AZE,Sex,Male,13,,,,
2014,AZE,Sex,Male,13.7,,,,
2015,AZE,Sex,Male,14.4,,,,
2016,AZE,Sex,Male,15.1,,,,
2017,AZE,Sex,Male,15.8,,,,
2018,AZE,Sex,Male,16.5,,,,
2019,AZE,Sex,Male,17.2,,,,
2020,AZE,Sex,Male,18,,,,
2021,AZE,Sex,Male,18.7,,,,
2022,AZE,Sex,Male,19.5,,,,
2000,AZE,All,Total,15.6,,,,
2001,AZE,All,Total,16.1,,,,
2002,AZE,All,Total,16.5,,,,
2003,AZE,All,Total,17,,,,
2004,AZE,All,Total,17.5,,,,
2005,AZE,All,Total,17.9,,,,
2006,AZE,All,Total,18.4,,,,
2007,AZE,All,Total,18.9,,,,
2008,AZE,All,Total,19.3,,,,
2009,AZE,All,Total,19.8,,,,
2010,AZE,All,Total,20.4,,,,
2011,AZE,All,Total,20.9,,,,
2012,AZE,All,Total,21.4,,,,
2013,AZE,All,Total,22,,,,
2014,AZE,All,Total,22.5,,,,
2015,AZE,All,Total,23,,,,
2016,AZE,All,Total,23.5,,,,
2017,AZE,All,Total,24,,,,
2018,AZE,All,Total,24.5,,,,
2019,AZE,All,Total,25,,,,
2020,AZE,All,Total,25.5,,,,
2021,AZE,All,Total,26,,,,
2022,AZE,All,Total,26.5,,,,
2000,BDI,Sex,Female,1.4,,,,
2001,BDI,Sex,Female,1.4,,,,
2002,BDI,Sex,Female,1.5,,,,
2003,BDI,Sex,Female,1.6,,,,
2004,BDI,Sex,Female,1.7,,,,
2005,BDI,Sex,Female,1.8,,,,
2006,BDI,Sex,Female,1.9,,,,
2007,BDI,Sex,Female,2,,,,
2008,BDI,Sex,Female,2.1,,,,
2009,BDI,Sex,Female,2.2,,,,
2010,BDI,Sex,Female,2.3,,,,
2011,BDI,Sex,Female,2.4,,,,
2012,BDI,Sex,Female,2.6,,,,
2013,BDI,Sex,Female,2.7,,,,
2014,BDI,Sex,Female,2.8,,,,
2015,BDI,Sex,Female,2.9,,,,
2016,BDI,Sex,Female,3.1,,,,
2017,BDI,Sex,Female,3.2,,,,
2018,BDI,Sex,Female,3.3,,,,
2019,BDI,Sex,Female,3.5,,,,
2020,BDI,Sex,Female,3.7,,,,
2021,BDI,Sex,Female,3.9,,,,
2022,BDI,Sex,Female,4,,,,
2000,BDI,Sex,Male,1.8,,,,
2001,BDI,Sex,Male,1.9,,,,
2002,BDI,Sex,Male,2,,,,
2003,BDI,Sex,Male,2.1,,,,
2004,BDI,Sex,Male,2.3,,,,
2005,BDI,Sex,Male,2.4,,,,
2006,BDI,Sex,Male,2.6,,,,
2007,BDI,Sex,Male,2.7,,,,
2008,BDI,Sex,Male,2.8,,,,
2009,BDI,Sex,Male,3,,,,
2010,BDI,Sex,Male,3.1,,,,
2011,BDI,Sex,Male,3.3,,,,
2012,BDI,Sex,Male,3.4,,,,
2013,BDI,Sex,Male,3.6,,,,
2014,BDI,Sex,Male,3.8,,,,
2015,BDI,Sex,Male,4,,,,
2016,BDI,Sex,Male,4.2,,,,
2017,BDI,Sex,Male,4.5,,,,
2018,BDI,Sex,Male,4.7,,,,
2019,BDI,Sex,Male,5,,,,
2020,BDI,Sex,Male,5.4,,,,
2021,BDI,Sex,Male,5.7,,,,
2022,BDI,Sex,Male,6.1,,,,
2000,BDI,All,Total,1.6,,,,
2001,BDI,All,Total,1.7,,,,
2002,BDI,All,Total,1.8,,,,
2003,BDI,All,Total,1.9,,,,
2004,BDI,All,Total,2,,,,
2005,BDI,All,Total,2.1,,,,
2006,BDI,All,Total,2.2,,,,
2007,BDI,All,Total,2.3,,,,
2008,BDI,All,Total,2.5,,,,
2009,BDI,All,Total,2.6,,,,
2010,BDI,All,Total,2.7,,,,
2011,BDI,All,Total,2.8,,,,
2012,BDI,All,Total,3,,,,
2013,BDI,All,Total,3.1,,,,
2014,BDI,All,Total,3.3,,,,
2015,BDI,All,Total,3.4,,,,
2016,BDI,All,Total,3.6,,,,
2017,BDI,All,Total,3.8,,,,
2018,BDI,All,Total,4,,,,
2019,BDI,All,Total,4.2,,,,
2020,BDI,All,Total,4.5,,,,
2021,BDI,All,Total,4.7,,,,
2022,BDI,All,Total,5,,,,
2000,BEL,Sex,Female,15,,,,
2001,BEL,Sex,Female,15.2,,,,
2002,BEL,Sex,Female,15.5,,,,
2003,BEL,Sex,Female,15.8,,,,
2004,BEL,Sex,Female,16,,,,
2005,BEL,Sex,Female,16.3,,,,
2006,BEL,Sex,Female,16.5,,,,
2007,BEL,Sex,Female,16.8,,,,
2008,BEL,Sex,Female,17,,,,
2009,BEL,Sex,Female,17.3,,,,
2010,BEL,Sex,Female,17.5,,,,
2011,BEL,Sex,Female,17.8,,,,
2012,BEL,Sex,Female,18,,,,
2013,BEL,Sex,Female,18.3,,,,
2014,BEL,Sex,Female,18.5,,,,
2015,BEL,Sex,Female,18.8,,,,
2016,BEL,Sex,Female,19.1,,,,
2017,BEL,Sex,Female,19.3,,,,
2018,BEL,Sex,Female,19.6,,,,
2019,BEL,Sex,Female,19.9,,,,
2020,BEL,Sex,Female,20.2,,,,
2021,BEL,Sex,Female,20.6,,,,
2022,BEL,Sex,Female,20.9,,,,
2000,BEL,Sex,Male,14.2,,,,
2001,BEL,Sex,Male,14.6,,,,
2002,BEL,Sex,Male,15,,,,
2003,BEL,Sex,Male,15.4,,,,
2004,BEL,Sex,Male,15.7,,,,
2005,BEL,Sex,Male,16.1,,,,
2006,BEL,Sex,Male,16.4,,,,
2007,BEL,Sex,Male,16.7,,,,
2008,BEL,Sex,Male,17,,,,
2009,BEL,Sex,Male,17.2,,,,
2010,BEL,Sex,Male,17.3,,,,
2011,BEL,Sex,Male,17.5,,,,
2012,BEL,Sex,Male,17.6,,,,
2013,BEL,Sex,Male,17.7,,,,
2014,BEL,Sex,Male,17.8,,,,
2015,BEL,Sex,Male,17.9,,,,
2016,BEL,Sex,Male,18,,,,
2017,BEL,Sex,Male,18.2,,,,
2018,BEL,Sex,Male,18.4,,,,
2019,BEL,Sex,Male,18.5,,,,
2020,BEL,Sex,Male,18.7,,,,
2021,BEL,Sex,Male,18.9,,,,
2022,BEL,Sex,Male,19.2,,,,
2000,BEL,All,Total,14.7,,,,
2001,BEL,All,Total,15,,,,
2002,BEL,All,Total,15.3,,,,
2003,BEL,All,Total,15.6,,,,
2004,BEL,All,Total,15.9,,,,
2005,BEL,All,Total,16.2,,,,
2006,BEL,All,Total,16.5,,,,
2007,BEL,All,Total,16.8,,,,
2008,BEL,All,Total,17,,,,
2009,BEL,All,Total,17.3,,,,
2010,BEL,All,Total,17.5,,,,
2011,BEL,All,Total,17.7,,,,
2012,BEL,All,Total,17.8,,,,
2013,BEL,All,Total,18,,,,
2014,BEL,All,Total,18.2,,,,
2015,BEL,All,Total,18.4,,,,
2016,BEL,All,Total,18.6,,,,
2017,BEL,All,Total,18.8,,,,
2018,BEL,All,Total,19,,,,
2019,BEL,All,Total,19.2,,,,
2020,BEL,All,Total,19.5,,,,
2021,BEL,All,Total,19.8,,,,
2022,BEL,All,Total,20,,,,
2000,BEN,Sex,Female,6.5,,,,
2001,BEN,Sex,Female,6.9,,,,
2002,BEN,Sex,Female,7.4,,,,
2003,BEN,Sex,Female,7.9,,,,
2004,BEN,Sex,Female,8.4,,,,
2005,BEN,Sex,Female,8.8,,,,
2006,BEN,Sex,Female,9.3,,,,
2007,BEN,Sex,Female,9.7,,,,
2008,BEN,Sex,Female,10.1,,,,
2009,BEN,Sex,Female,10.4,,,,
2010,BEN,Sex,Female,10.7,,,,
2011,BEN,Sex,Female,11,,,,
2012,BEN,Sex,Female,11.3,,,,
2013,BEN,Sex,Female,11.6,,,,
2014,BEN,Sex,Female,11.9,,,,
2015,BEN,Sex,Female,12.2,,,,
2016,BEN,Sex,Female,12.6,,,,
2017,BEN,Sex,Female,12.9,,,,
2018,BEN,Sex,Female,13.3,,,,
2019,BEN,Sex,Female,13.7,,,,
2020,BEN,Sex,Female,14.1,,,,
2021,BEN,Sex,Female,14.5,,,,
2022,BEN,Sex,Female,15,,,,
2000,BEN,Sex,Male,2.3,,,,
2001,BEN,Sex,Male,2.5,,,,
2002,BEN,Sex,Male,2.7,,,,
2003,BEN,Sex,Male,2.9,,,,
2004,BEN,Sex,Male,3.1,,,,
2005,BEN,Sex,Male,3.3,,,,
2006,BEN,Sex,Male,3.6,,,,
2007,BEN,Sex,Male,3.8,,,,
2008,BEN,Sex,Male,4,,,,
2009,BEN,Sex,Male,4.2,,,,
2010,BEN,Sex,Male,4.4,,,,
2011,BEN,Sex,Male,4.6,,,,
2012,BEN,Sex,Male,4.7,,,,
2013,BEN,Sex,Male,4.9,,,,
2014,BEN,Sex,Male,5.1,,,,
2015,BEN,Sex,Male,5.2,,,,
2016,BEN,Sex,Male,5.5,,,,
2017,BEN,Sex,Male,5.7,,,,
2018,BEN,Sex,Male,5.9,,,,
2019,BEN,Sex,Male,6.2,,,,
2020,BEN,Sex,Male,6.5,,,,
2021,BEN,Sex,Male,6.8,,,,
2022,BEN,Sex,Male,7.1,,,,
2000,BEN,All,Total,4.5,,,,
2001,BEN,All,Total,4.8,,,,
2002,BEN,All,Total,5.2,,,,
2003,BEN,All,Total,5.5,,,,
2004,BEN,All,Total,5.9,,,,
2005,BEN,All,Total,6.2,,,,
2006,BEN,All,Total,6.6,,,,
2007,BEN,All,Total,6.9,,,,
2008,BEN,All,Total,7.2,,,,
2009,BEN,All,Total,7.4,,,,
2010,BEN,All,Total,7.7,,,,
2011,BEN,All,Total,7.9,,,,
2012,BEN,All,Total,8.1,,,,
2013,BEN,All,Total,8.4,,,,
2014,BEN,All,Total,8.6,,,,
2015,BEN,All,Total,8.8,,,,
2016,BEN,All,Total,9.1,,,,
2017,BEN,All,Total,9.4,,,,
2018,BEN,All,Total,9.7,,,,
2019,BEN,All,Total,10,,,,
2020,BEN,All,Total,10.4,,,,
2021,BEN,All,Total,10.8,,,,
2022,BEN,All,Total,11.2,,,,
2000,BFA,Sex,Female,1.9,,,,
2001,BFA,Sex,Female,2.1,,,,
2002,BFA,Sex,Female,2.3,,,,
2003,BFA,Sex,Female,2.5,,,,
2004,BFA,Sex,Female,2.8,,,,
2005,BFA,Sex,Female,3,,,,
2006,BFA,Sex,Female,3.3,,,,
2007,BFA,Sex,Female,3.5,,,,
2008,BFA,Sex,Female,3.8,,,,
2009,BFA,Sex,Female,4.1,,,,
2010,BFA,Sex,Female,4.4,,,,
2011,BFA,Sex,Female,4.6,,,,
2012,BFA,Sex,Female,4.9,,,,
2013,BFA,Sex,Female,5.3,,,,
2014,BFA,Sex,Female,5.6,,,,
2015,BFA,Sex,Female,6,,,,
2016,BFA,Sex,Female,6.3,,,,
2017,BFA,Sex,Female,6.8,,,,
2018,BFA,Sex,Female,7.2,,,,
2019,BFA,Sex,Female,7.7,,,,
2020,BFA,Sex,Female,8.2,,,,
2021,BFA,Sex,Female,8.7,,,,
2022,BFA,Sex,Female,9.3,,,,
2000,BFA,Sex,Male,0.9,,,,
2001,BFA,Sex,Male,1,,,,
2002,BFA,Sex,Male,1.1,,,,
2003,BFA,Sex,Male,1.2,,,,
2004,BFA,Sex,Male,1.3,,,,
2005,BFA,Sex,Male,1.5,,,,
2006,BFA,Sex,Male,1.6,,,,
2007,BFA,Sex,Male,1.7,,,,
2008,BFA,Sex,Male,1.9,,,,
2009,BFA,Sex,Male,2,,,,
2010,BFA,Sex,Male,2.1,,,,
2011,BFA,Sex,Male,2.2,,,,
2012,BFA,Sex,Male,2.3,,,,
2013,BFA,Sex,Male,2.4,,,,
2014,BFA,Sex,Male,2.6,,,,
2015,BFA,Sex,Male,2.7,,,,
2016,BFA,Sex,Male,2.8,,,,
2017,BFA,Sex,Male,3,,,,
2018,BFA,Sex,Male,3.2,,,,
2019,BFA,Sex,Male,3.3,,,,
2020,BFA,Sex,Male,3.6,,,,
2021,BFA,Sex,Male,3.8,,,,
2022,BFA,Sex,Male,4,,,,
2000,BFA,All,Total,1.4,,,,
2001,BFA,All,Total,1.6,,,,
2002,BFA,All,Total,1.8,,,,
2003,BFA,All,Total,1.9,,,,
2004,BFA,All,Total,2.1,,,,
2005,BFA,All,Total,2.3,,,,
2006,BFA,All,Total,2.5,,,,
2007,BFA,All,Total,2.7,,,,
2008,BFA,All,Total,2.9,,,,
2009,BFA,All,Total,3.1,,,,
2010,BFA,All,Total,3.3,,,,
2011,BFA,All,Total,3.5,,,,
2012,BFA,All,Total,3.7,,,,
2013,BFA,All,Total,3.9,,,,
2014,BFA,All,Total,4.2,,,,
2015,BFA,All,Total,4.4,,,,
2016,BFA,All,Total,4.7,,,,
2017,BFA,All,Total,5,,,,
2018,BFA,All,Total,5.3,,,,
2019,BFA,All,Total,5.6,,,,
2020,BFA,All,Total,6,,,,
2021,BFA,All,Total,6.3,,,,
2022,BFA,All,Total,6.7,,,,
2000,BGD,Sex,Female,1.1,,,,
2001,BGD,Sex,Female,1.3,,,,
2002,BGD,Sex,Female,1.4,,,,
2003,BGD,Sex,Female,1.5,,,,
2004,BGD,Sex,Female,1.7,,,,
2005,BGD,Sex,Female,1.9,,,,
2006,BGD,Sex,Female,2,,,,
2007,BGD,Sex,Female,2.2,,,,
2008,BGD,Sex,Female,2.5,,,,
2009,BGD,Sex,Female,2.7,,,,
2010,BGD,Sex,Female,3,,,,
2011,BGD,Sex,Female,3.2,,,,
2012,BGD,Sex,Female,3.5,,,,
2013,BGD,Sex,Female,3.8,,,,
2014,BGD,Sex,Female,4.2,,,,
2015,BGD,Sex,Female,4.5,,,,
2016,BGD,Sex,Female,4.9,,,,
2017,BGD,Sex,Female,5.3,,,,
2018,BGD,Sex,Female,5.7,,,,
2019,BGD,Sex,Female,6.2,,,,
2020,BGD,Sex,Female,6.6,,,,
2021,BGD,Sex,Female,7.1,,,,
2022,BGD,Sex,Female,7.6,,,,
2000,BGD,Sex,Male,0.5,,,,
2001,BGD,Sex,Male,0.6,,,,
2002,BGD,Sex,Male,0.6,,,,
2003,BGD,Sex,Male,0.7,,,,
2004,BGD,Sex,Male,0.8,,,,
2005,BGD,Sex,Male,0.8,,,,
2006,BGD,Sex,Male,0.9,,,,
2007,BGD,Sex,Male,1,,,,
2008,BGD,Sex,Male,1.1,,,,
2009,BGD,Sex,Male,1.2,,,,
2010,BGD,Sex,Male,1.3,,,,
2011,BGD,Sex,Male,1.4,,,,
2012,BGD,Sex,Male,1.5,,,,
2013,BGD,Sex,Male,1.6,,,,
2014,BGD,Sex,Male,1.7,,,,
