year,geo,value,projections,benchmark_low,benchmark_mid
2004,SLB,8.5,,,
2005,SLB,8.4,,,
2006,SLB,8.3,,,
2007,SLB,8.2,,,
2008,SLB,8.2,,,
2009,SLB,8.2,,,
2010,SLB,8.1,,,
2011,SLB,8.2,,,
2012,SLB,8.2,,,
2013,SLB,8.2,,,
2014,SLB,8.4,,,
2015,SLB,8.4,,,
2016,SLB,8.6,,,
2017,SLB,8.6,,,
2018,SLB,8.9,,,
2019,SLB,9.2,,,
2020,SLB,9.1,,,
2000,SLE,0.1,,,
2001,SLE,0.2,,,
2002,SLE,0.2,,,
2003,SLE,0.2,,,
2004,SLE,0.3,,,
2005,SLE,0.3,,,
2006,SLE,0.3,,,
2007,SLE,0.3,,,
2008,SLE,0.4,,,
2009,SLE,0.4,,,
2010,SLE,0.4,,,
2011,SLE,0.4,,,
2012,SLE,0.4,,,
2013,SLE,0.5,,,
2014,SLE,0.5,,,
2015,SLE,0.5,,,
2016,SLE,0.5,,,
2017,SLE,0.6,,,
2018,SLE,0.7,,,
2019,SLE,0.7,,,
2020,SLE,0.8,,,
2000,SLV,57.9,,,
2001,SLV,60,,,
2002,SLV,62,,,
2003,SLV,63.9,,,
2004,SLV,65.8,,,
2005,SLV,67.7,,,
2006,SLV,69.4,,,
2007,SLV,71.4,,,
2008,SLV,73.1,,,
2009,SLV,75.1,,,
2010,SLV,76.8,,,
2011,SLV,78.7,,,
2012,SLV,80.3,,,
2013,SLV,82.1,,,
2014,SLV,84,,,
2015,SLV,85.5,,,
2016,SLV,86.9,,,
2017,SLV,88.2,,,
2018,SLV,89.4,,,
2019,SLV,90.8,,,
2020,SLV,91.8,,,
2000,SMR,100,,,
2001,SMR,100,,,
2002,SMR,100,,,
2003,SMR,100,,,
2004,SMR,100,,,
2005,SMR,100,,,
2006,SMR,100,,,
2007,SMR,100,,,
2008,SMR,100,,,
2009,SMR,100,,,
2010,SMR,100,,,
2011,SMR,100,,,
2012,SMR,100,,,
2013,SMR,100,,,
2014,SMR,100,,,
2015,SMR,100,,,
2016,SMR,100,,,
2017,SMR,100,,,
2018,SMR,100,,,
2019,SMR,100,,,
2020,SMR,100,,,
2000,SOM,0.4,,,
2001,SOM,0.4,,,
2002,SOM,0.5,,,
2003,SOM,0.5,,,
2004,SOM,0.6,,,
2005,SOM,0.6,,,
2006,SOM,0.7,,,
2007,SOM,0.7,,,
2008,SOM,0.8,,,
2009,SOM,1,,,
2010,SOM,1.1,,,
2011,SOM,1.3,,,
2012,SOM,1.4,,,
2013,SOM,1.6,,,
2014,SOM,1.8,,,
2015,SOM,2,,,
2016,SOM,2.3,,,
2017,SOM,2.4,,,
2018,SOM,2.7,,,
2019,SOM,2.9,,,
2020,SOM,3.2,,,
2000,SRB,57.6,,,
2001,SRB,58.8,,,
2002,SRB,59.8,,,
2003,SRB,60.6,,,
2004,SRB,62,,,
2005,SRB,62.5,,,
2006,SRB,63.6,,,
2007,SRB,64.6,,,
2008,SRB,65.3,,,
2009,SRB,66.1,,,
2010,SRB,67.4,,,
2011,SRB,67.9,,,
2012,SRB,69.2,,,
2013,SRB,70.5,,,
2014,SRB,71.6,,,
2015,SRB,73,,,
2016,SRB,74.4,,,
2017,SRB,75.7,,,
2018,SRB,77.3,,,
2019,SRB,78.6,,,
2020,SRB,79.8,,,
2000,SSD,0.1,,,
2001,SSD,0.1,,,
2002,SSD,0,,,
2003,SSD,0,,,
2004,SSD,0,,,
2005,SSD,0,,,
2006,SSD,0,,,
2007,SSD,0,,,
2008,SSD,0,,,
2009,SSD,0,,,
2010,SSD,0,,,
2011,SSD,0,,,
2012,SSD,0,,,
2013,SSD,0,,,
2014,SSD,0,,,
2015,SSD,0,,,
2016,SSD,0,,,
2017,SSD,0,,,
2018,SSD,0,,,
2019,SSD,0,,,
2020,SSD,0,,,
2000,STP,0.4,,,
2001,STP,0.4,,,
2002,STP,0.4,,,
2003,STP,0.5,,,
2004,STP,0.5,,,
2005,STP,0.6,,,
2006,STP,0.7,,,
2007,STP,0.8,,,
2008,STP,0.9,,,
2009,STP,1.1,,,
2010,STP,1.2,,,
2011,STP,1.3,,,
2012,STP,1.5,,,
2013,STP,1.7,,,
2014,STP,1.9,,,
2015,STP,2.1,,,
2016,STP,2.3,,,
2017,STP,2.6,,,
2018,STP,2.7,,,
2019,STP,3,,,
2020,STP,3.3,,,
2000,SUR,77.9,,,
2001,SUR,78.9,,,
2002,SUR,79.8,,,
2003,SUR,80.9,,,
2004,SUR,82,,,
2005,SUR,82.8,,,
2006,SUR,83.5,,,
2007,SUR,84.6,,,
2008,SUR,85.3,,,
2009,SUR,86.3,,,
2010,SUR,87.1,,,
2011,SUR,88,,,
2012,SUR,89,,,
2013,SUR,89.8,,,
2014,SUR,90.6,,,
2015,SUR,91.2,,,
2016,SUR,92,,,
2017,SUR,92.7,,,
2018,SUR,93.3,,,
2019,SUR,93.9,,,
2020,SUR,94.5,,,
2000,SVK,100,,,
2001,SVK,100,,,
2002,SVK,100,,,
2003,SVK,100,,,
2004,SVK,100,,,
2005,SVK,100,,,
2006,SVK,100,,,
2007,SVK,100,,,
2008,SVK,100,,,
2009,SVK,100,,,
2010,SVK,100,,,
2011,SVK,100,,,
2012,SVK,100,,,
2013,SVK,100,,,
2014,SVK,100,,,
2015,SVK,100,,,
2016,SVK,100,,,
2017,SVK,100,,,
2018,SVK,100,,,
2019,SVK,100,,,
2020,SVK,100,,,
2000,SVN,100,,,
2001,SVN,100,,,
2002,SVN,100,,,
2003,SVN,100,,,
2004,SVN,100,,,
2005,SVN,100,,,
2006,SVN,100,,,
2007,SVN,100,,,
2008,SVN,100,,,
2009,SVN,100,,,
2010,SVN,100,,,
2011,SVN,100,,,
2012,SVN,100,,,
2013,SVN,100,,,
2014,SVN,100,,,
2015,SVN,100,,,
2016,SVN,100,,,
2017,SVN,100,,,
2018,SVN,100,,,
2019,SVN,100,,,
2020,SVN,100,,,
2000,SWE,100,,,
2001,SWE,100,,,
2002,SWE,100,,,
2003,SWE,100,,,
2004,SWE,100,,,
2005,SWE,100,,,
2006,SWE,100,,,
2007,SWE,100,,,
2008,SWE,100,,,
2009,SWE,100,,,
2010,SWE,100,,,
2011,SWE,100,,,
2012,SWE,100,,,
2013,SWE,100,,,
2014,SWE,100,,,
2015,SWE,100,,,
2016,SWE,100,,,
2017,SWE,100,,,
2018,SWE,100,,,
2019,SWE,100,,,
2020,SWE,100,,,
2000,SWZ,24.3,,,
2001,SWZ,25.4,,,
2002,SWZ,26.4,,,
2003,SWZ,27.8,,,
2004,SWZ,29.3,,,
2005,SWZ,30.1,,,
2006,SWZ,31.8,,,
2007,SWZ,33.7,,,
2008,SWZ,35.3,,,
2009,SWZ,37.1,,,
2010,SWZ,39.1,,,
2011,SWZ,41,,,
2012,SWZ,42.7,,,
2013,SWZ,44.2,,,
2014,SWZ,46.3,,,
2015,SWZ,47.6,,,
2016,SWZ,49.2,,,
2017,SWZ,50.6,,,
2018,SWZ,52.4,,,
2019,SWZ,53.8,,,
2020,SWZ,55.4,,,
2000,SYC,100,,,
2001,SYC,100,,,
2002,SYC,100,,,
2003,SYC,100,,,
2004,SYC,100,,,
2005,SYC,100,,,
2006,SYC,100,,,
2007,SYC,100,,,
2008,SYC,100,,,
2009,SYC,100,,,
2010,SYC,100,,,
2011,SYC,100,,,
2012,SYC,100,,,
2013,SYC,100,,,
2014,SYC,100,,,
2015,SYC,100,,,
2016,SYC,100,,,
2017,SYC,100,,,
2018,SYC,100,,,
2019,SYC,100,,,
2020,SYC,100,,,
2000,SYR,98.6,,,
2001,SYR,98.7,,,
2002,SYR,98.9,,,
2003,SYR,98.8,,,
2004,SYR,98.9,,,
2005,SYR,98.9,,,
2006,SYR,98.9,,,
2007,SYR,98.9,,,
2008,SYR,98.8,,,
2009,SYR,98.7,,,
2010,SYR,98.6,,,
2011,SYR,98.4,,,
2012,SYR,98.4,,,
2013,SYR,98.2,,,
2014,SYR,98,,,
2015,SYR,97.9,,,
2016,SYR,97.6,,,
2017,SYR,97.6,,,
2018,SYR,97.2,,,
2019,SYR,97.3,,,
2020,SYR,96.9,,,
2000,TCD,3,,,
2001,TCD,2.8,,,
2002,TCD,2.5,,,
2003,TCD,2.5,,,
2004,TCD,2.5,,,
2005,TCD,2.4,,,
2006,TCD,2.4,,,
2007,TCD,2.3,,,
2008,TCD,2.3,,,
2009,TCD,2.5,,,
2010,TCD,2.6,,,
2011,TCD,2.8,,,
2012,TCD,2.9,,,
2013,TCD,3.3,,,
2014,TCD,3.7,,,
2015,TCD,4.1,,,
2016,TCD,4.6,,,
2017,TCD,5.1,,,
2018,TCD,5.5,,,
2019,TCD,6.1,,,
2020,TCD,6.8,,,
2000,TGO,0.5,,,
2001,TGO,0.6,,,
2002,TGO,0.7,,,
2003,TGO,0.8,,,
2004,TGO,1,,,
2005,TGO,1.3,,,
2006,TGO,1.6,,,
2007,TGO,1.9,,,
2008,TGO,2.4,,,
2009,TGO,2.9,,,
2010,TGO,3.4,,,
2011,TGO,4,,,
2012,TGO,4.5,,,
2013,TGO,5.3,,,
2014,TGO,6,,,
2015,TGO,6.6,,,
2016,TGO,7.3,,,
2017,TGO,8,,,
2018,TGO,8.6,,,
2019,TGO,9.3,,,
2020,TGO,10.1,,,
2000,THA,56.9,,,
2001,THA,58.6,,,
2002,THA,61.1,,,
2003,THA,63,,,
2004,THA,64.6,,,
2005,THA,66.4,,,
2006,THA,68.2,,,
2007,THA,69.6,,,
2008,THA,71.1,,,
2009,THA,72.6,,,
2010,THA,73.6,,,
2011,THA,74.7,,,
2012,THA,75.9,,,
2013,THA,77.1,,,
2014,THA,77.9,,,
2015,THA,78.9,,,
2016,THA,80.1,,,
2017,THA,80.8,,,
2018,THA,81.7,,,
2019,THA,82.7,,,
2020,THA,83.6,,,
2000,TJK,36.5,,,
2001,TJK,40,,,
2002,TJK,44.1,,,
2003,TJK,48,,,
2004,TJK,52.2,,,
2005,TJK,56,,,
2006,TJK,59.7,,,
2007,TJK,62.6,,,
2008,TJK,65.3,,,
2009,TJK,67.7,,,
2010,TJK,69.9,,,
2011,TJK,71.9,,,
2012,TJK,73.4,,,
2013,TJK,74.9,,,
2014,TJK,76.5,,,
2015,TJK,77.3,,,
2016,TJK,78.7,,,
2017,TJK,79.7,,,
2018,TJK,80.9,,,
2019,TJK,81.6,,,
2020,TJK,82.4,,,
2000,TKM,99.4,,,
2001,TKM,99.5,,,
2002,TKM,99.6,,,
2003,TKM,99.6,,,
2004,TKM,99.7,,,
2005,TKM,99.7,,,
2006,TKM,99.8,,,
2007,TKM,99.8,,,
2008,TKM,99.8,,,
2009,TKM,99.8,,,
2010,TKM,99.9,,,
2011,TKM,99.9,,,
2012,TKM,99.9,,,
2013,TKM,99.9,,,
2014,TKM,99.9,,,
2015,TKM,99.9,,,
2016,TKM,99.9,,,
2017,TKM,99.9,,,
2018,TKM,99.9,,,
2019,TKM,99.9,,,
2020,TKM,99.9,,,
2000,TLS,1.5,,,
2001,TLS,1.6,,,
2002,TLS,1.8,,,
2003,TLS,2,,,
2004,TLS,2.2,,,
2005,TLS,2.4,,,
2006,TLS,2.8,,,
2007,TLS,3.1,,,
2008,TLS,3.6,,,
2009,TLS,4.1,,,
2010,TLS,4.7,,,
2011,TLS,5.3,,,
2012,TLS,6,,,
2013,TLS,6.8,,,
2014,TLS,7.7,,,
2015,TLS,8.5,,,
2016,TLS,9.5,,,
2017,TLS,10.3,,,
2018,TLS,11.5,,,
2019,TLS,12.5,,,
2020,TLS,13.6,,,
2000,TON,35.9,,,
2001,TON,38.1,,,
2002,TON,40.5,,,
2003,TON,42.8,,,
2004,TON,45.8,,,
2005,TON,47.9,,,
2006,TON,50.7,,,
2007,TON,53.1,,,
2008,TON,55.2,,,
2009,TON,57.6,,,
2010,TON,59.8,,,
2011,TON,62.1,,,
2012,TON,64.6,,,
2013,TON,67,,,
2014,TON,69.5,,,
2015,TON,72.1,,,
2016,TON,75.1,,,
2017,TON,77.1,,,
2018,TON,79.8,,,
2019,TON,82.1,,,
2020,TON,84.1,,,
2000,TTO,100,,,
2001,TTO,100,,,
2002,TTO,100,,,
2003,TTO,100,,,
2004,TTO,100,,,
2005,TTO,100,,,
2006,TTO,100,,,
2007,TTO,100,,,
2008,TTO,100,,,
2009,TTO,100,,,
2010,TTO,100,,,
2011,TTO,100,,,
2012,TTO,100,,,
2013,TTO,100,,,
2014,TTO,100,,,
2015,TTO,100,,,
2016,TTO,100,,,
2017,TTO,100,,,
2018,TTO,100,,,
2019,TTO,100,,,
2020,TTO,100,,,
2000,TUN,94.2,,,
2001,TUN,95.1,,,
2002,TUN,96.1,,,
2003,TUN,96.8,,,
2004,TUN,97.4,,,
2005,TUN,97.9,,,
2006,TUN,98.4,,,
2007,TUN,98.7,,,
2008,TUN,99,,,
2009,TUN,99.2,,,
2010,TUN,99.4,,,
2011,TUN,99.5,,,
2012,TUN,99.6,,,
2013,TUN,99.7,,,
2014,TUN,99.7,,,
2015,TUN,99.7,,,
2016,TUN,99.8,,,
2017,TUN,99.8,,,
2018,TUN,99.8,,,
2019,TUN,99.8,,,
2020,TUN,99.8,,,
2000,TUR,90.1,,,
2001,TUR,90.8,,,
2002,TUR,91.3,,,
2003,TUR,91.7,,,
2004,TUR,92.3,,,
2005,TUR,92.8,,,
2006,TUR,93.1,,,
2007,TUR,93.4,,,
2008,TUR,93.7,,,
2009,TUR,93.9,,,
2010,TUR,94.2,,,
2011,TUR,94.3,,,
2012,TUR,94.5,,,
2013,TUR,94.7,,,
2014,TUR,94.8,,,
2015,TUR,94.9,,,
2016,TUR,95.1,,,
2017,TUR,95.2,,,
2018,TUR,95.2,,,
2019,TUR,95.2,,,
2020,TUR,95.2,,,
2000,TUV,16.1,,,
2001,TUV,17.8,,,
2002,TUV,19.8,,,
2003,TUV,22.4,,,
2004,TUV,25.3,,,
2005,TUV,28.2,,,
2006,TUV,31.4,,,
2007,TUV,35.8,,,
2008,TUV,40.9,,,
2009,TUV,44.7,,,
2010,TUV,48.6,,,
2011,TUV,52.9,,,
2012,TUV,56.6,,,
2013,TUV,59.5,,,
2014,TUV,62.4,,,
2015,TUV,64.2,,,
2016,TUV,65.5,,,
2017,TUV,67.6,,,
2018,TUV,68.9,,,
2019,TUV,69.8,,,
2020,TUV,70.6,,,
2000,TZA,0.6,,,
2001,TZA,0.7,,,
2002,TZA,0.7,,,
2003,TZA,0.7,,,
2004,TZA,0.8,,,
2005,TZA,0.8,,,
2006,TZA,0.9,,,
2007,TZA,1,,,
2008,TZA,1.1,,,
2009,TZA,1.2,,,
2010,TZA,1.4,,,
2011,TZA,1.7,,,
2012,TZA,1.9,,,
2013,TZA,2.2,,,
2014,TZA,2.5,,,
2015,TZA,2.9,,,
2016,TZA,3.3,,,
2017,TZA,3.6,,,
2018,TZA,3.9,,,
2019,TZA,4.3,,,
2020,TZA,4.5,,,
2000,UGA,0.9,,,
2001,UGA,0.9,,,
2002,UGA,0.9,,,
2003,UGA,0.9,,,
2004,UGA,0.8,,,
2005,UGA,0.8,,,
2006,UGA,0.8,,,
2007,UGA,0.8,,,
2008,UGA,0.9,,,
2009,UGA,0.8,,,
2010,UGA,0.8,,,
2011,UGA,0.8,,,
2012,UGA,0.8,,,
2013,UGA,0.8,,,
2014,UGA,0.7,,,
2015,UGA,0.7,,,
2016,UGA,0.7,,,
2017,UGA,0.6,,,
2018,UGA,0.6,,,
2019,UGA,0.5,,,
2020,UGA,0.5,,,
2000,UKR,91.7,,,
2001,UKR,92,,,
2002,UKR,92.3,,,
2003,UKR,92.7,,,
2004,UKR,92.9,,,
2005,UKR,93.2,,,
2006,UKR,93.6,,,
2007,UKR,93.9,,,
2008,UKR,94,,,
2009,UKR,94.2,,,
2010,UKR,94.3,,,
2011,UKR,94.6,,,
2012,UKR,94.7,,,
2013,UKR,94.8,,,
2014,UKR,94.8,,,
2015,UKR,94.9,,,
2016,UKR,94.9,,,
2017,UKR,94.9,,,
2018,UKR,95,,,
2019,UKR,94.9,,,
2020,UKR,94.9,,,
2000,URY,100,,,
2001,URY,100,,,
2002,URY,100,,,
2003,URY,100,,,
2004,URY,100,,,
2005,URY,100,,,
2006,URY,100,,,
2007,URY,100,,,
2008,URY,100,,,
2009,URY,100,,,
2010,URY,100,,,
2011,URY,100,,,
2012,URY,100,,,
2013,URY,100,,,
2014,URY,100,,,
2015,URY,100,,,
2016,URY,100,,,
2017,URY,100,,,
2018,URY,100,,,
2019,URY,100,,,
2020,URY,100,,,
2000,USA,100,,,
2001,USA,100,,,
2002,USA,100,,,
2003,USA,100,,,
2004,USA,100,,,
2005,USA,100,,,
2006,USA,100,,,
2007,USA,100,,,
2008,USA,100,,,
2009,USA,100,,,
2010,USA,100,,,
2011,USA,100,,,
2012,USA,100,,,
2013,USA,100,,,
2014,USA,100,,,
2015,USA,100,,,
2016,USA,100,,,
2017,USA,100,,,
2018,USA,100,,,
2019,USA,100,,,
2020,USA,100,,,
2000,UZB,83.6,,,
2001,UZB,83.9,,,
2002,UZB,84.2,,,
2003,UZB,84.5,,,
2004,UZB,84.6,,,
2005,UZB,85,,,
2006,UZB,85.3,,,
2007,UZB,85.3,,,
2008,UZB,85.7,,,
2009,UZB,85.6,,,
2010,UZB,85.8,,,
2011,UZB,85.6,,,
2012,UZB,85.8,,,
2013,UZB,85.5,,,
2014,UZB,85.5,,,
2015,UZB,85.4,,,
2016,UZB,85.2,,,
2017,UZB,84.9,,,
2018,UZB,84.3,,,
2019,UZB,84.6,,,
2020,UZB,84.3,,,
2000,VCT,95.6,,,
2001,VCT,95.6,,,
2002,VCT,95.6,,,
2003,VCT,95.8,,,
2004,VCT,95.6,,,
2005,VCT,95.6,,,
2006,VCT,95.7,,,
2007,VCT,95.8,,,
2008,VCT,95.8,,,
2009,VCT,95.7,,,
2010,VCT,95.6,,,
2011,VCT,95.7,,,
2012,VCT,95.6,,,
2013,VCT,95.6,,,
2014,VCT,95.4,,,
2015,VCT,95.2,,,
2016,VCT,95.3,,,
2017,VCT,94.9,,,
2018,VCT,94.7,,,
2019,VCT,94.5,,,
2020,VCT,94.2,,,
2000,VEN,97,,,
2001,VEN,97,,,
2002,VEN,97,,,
2003,VEN,96.8,,,
2004,VEN,96.7,,,
2005,VEN,96.8,,,
2006,VEN,96.8,,,
2007,VEN,96.7,,,
2008,VEN,96.8,,,
2009,VEN,96.8,,,
2010,VEN,96.9,,,
2011,VEN,96.9,,,
2012,VEN,97,,,
2013,VEN,97,,,
2014,VEN,97.2,,,
2015,VEN,97.1,,,
2016,VEN,97,,,
2017,VEN,97,,,
2018,VEN,97.3,,,
2019,VEN,97,,,
2020,VEN,97,,,
2000,VNM,14,,,
2001,VNM,17.2,,,
2002,VNM,20.6,,,
2003,VNM,24.4,,,
2004,VNM,28.2,,,
2005,VNM,31.8,,,
2006,VNM,35.6,,,
2007,VNM,39.4,,,
2008,VNM,42.8,,,
2009,VNM,45.8,,,
2010,VNM,48.7,,,
2011,VNM,51.6,,,
2012,VNM,53.9,,,
2013,VNM,56.2,,,
2014,VNM,58.3,,,
2015,VNM,59.6,,,
2016,VNM,61,,,
2017,VNM,62.3,,,
2018,VNM,63.3,,,
2019,VNM,64.4,,,
2020,VNM,65.3,,,
2000,VUT,15.9,,,
2001,VUT,15.7,,,
2002,VUT,15.5,,,
2003,VUT,15.4,,,
2004,VUT,15.1,,,
2005,VUT,14.7,,,
2006,VUT,14.5,,,
2007,VUT,13.9,,,
2008,VUT,13.5,,,
2009,VUT,12.9,,,
2010,VUT,12.3,,,
2011,VUT,11.5,,,
2012,VUT,11,,,
2013,VUT,10.6,,,
2014,VUT,10,,,
2015,VUT,9.5,,,
2016,VUT,8.8,,,
2017,VUT,8.4,,,
2018,VUT,8.3,,,
2019,VUT,8,,,
2020,VUT,7.6,,,
2000,WSM,18.6,,,
2001,WSM,19.4,,,
2002,WSM,19.9,,,
2003,WSM,20.8,,,
2004,WSM,21.5,,,
2005,WSM,22.3,,,
2006,WSM,23.2,,,
2007,WSM,24,,,
2008,WSM,25.1,,,
2009,WSM,25.9,,,
2010,WSM,26.8,,,
2011,WSM,27.8,,,
2012,WSM,28.6,,,
2013,WSM,29.5,,,
2014,WSM,30.4,,,
2015,WSM,31.4,,,
2016,WSM,32.4,,,
2017,WSM,33.6,,,
2018,WSM,34.6,,,
2019,WSM,35.3,,,
2020,WSM,36.5,,,
2000,YEM,55.7,,,
2001,YEM,56.1,,,
2002,YEM,56.7,,,
2003,YEM,57.2,,,
2004,YEM,57.4,,,
2005,YEM,57.9,,,
2006,YEM,58.2,,,
2007,YEM,58.7,,,
2008,YEM,59,,,
2009,YEM,59.5,,,
2010,YEM,59.7,,,
2011,YEM,60,,,
2012,YEM,60,,,
2013,YEM,60.3,,,
2014,YEM,60.8,,,
2015,YEM,61.1,,,
2016,YEM,61.2,,,
2017,YEM,61.4,,,
2018,YEM,61.5,,,
2019,YEM,61.3,,,
2020,YEM,61.5,,,
2000,ZAF,55.9,,,
2001,ZAF,57.8,,,
2002,ZAF,60,,,
2003,ZAF,62.1,,,
2004,ZAF,64.4,,,
2005,ZAF,66.8,,,
2006,ZAF,69,,,
2007,ZAF,71.4,,,
2008,ZAF,73.5,,,
2009,ZAF,75.4,,,
2010,ZAF,77.1,,,
2011,ZAF,78.8,,,
2012,ZAF,80.2,,,
2013,ZAF,81.5,,,
2014,ZAF,82.7,,,
2015,ZAF,83.4,,,
2016,ZAF,84.4,,,
2017,ZAF,85.2,,,
2018,ZAF,85.7,,,
2019,ZAF,86.3,,,
2020,ZAF,86.8,,,
2000,ZMB,13.8,,,
2001,ZMB,14.2,,,
2002,ZMB,14.6,,,
2003,ZMB,15.1,,,
2004,ZMB,15.3,,,
2005,ZMB,15.7,,,
2006,ZMB,15.9,,,
2007,ZMB,16.1,,,
2008,ZMB,16.2,,,
2009,ZMB,16.3,,,
2010,ZMB,16.2,,,
2011,ZMB,15.9,,,
2012,ZMB,15.5,,,
2013,ZMB,15.1,,,
2014,ZMB,14.6,,,
2015,ZMB,14,,,
2016,ZMB,13.4,,,
2017,ZMB,12.5,,,
2018,ZMB,11.9,,,
2019,ZMB,11.2,,,
2020,ZMB,10.4,,,
2000,ZWE,33.5,,,
2001,ZWE,33.6,,,
2002,ZWE,33.5,,,
2003,ZWE,32.8,,,
2004,ZWE,32.2,,,
2005,ZWE,31.7,,,
2006,ZWE,31.4,,,
2007,ZWE,31,,,
2008,ZWE,30.5,,,
2009,ZWE,30.5,,,
2010,ZWE,30.2,,,
2011,ZWE,30.1,,,
2012,ZWE,29.8,,,
2013,ZWE,29.8,,,
2014,ZWE,29.5,,,
2015,ZWE,29.5,,,
2016,ZWE,29.8,,,
2017,ZWE,29.8,,,
2018,ZWE,29.9,,,
2019,ZWE,30.1,,,
2020,ZWE,30.4,,,
