year,geo,disagg_type,disagg,value
2010,WLD,Regions,East Asia & Pacific,74
2011,WLD,Regions,East Asia & Pacific,84
2012,WLD,Regions,East Asia & Pacific,92
2013,WLD,Regions,East Asia & Pacific,98
2014,WLD,Regions,East Asia & Pacific,103
2015,WLD,Regions,East Asia & Pacific,104
2016,WLD,Regions,East Asia & Pacific,110
2017,WLD,Regions,East Asia & Pacific,116
2018,WLD,Regions,East Asia & Pacific,121
2019,WLD,Regions,East Asia & Pacific,128
2020,WLD,Regions,East Asia & Pacific,126
2021,WLD,Regions,East Asia & Pacific,128
2022,WLD,Regions,East Asia & Pacific,129
2023,WLD,Regions,East Asia & Pacific,131
2024,WLD,Regions,East Asia & Pacific,133
2025,WLD,Regions,East Asia & Pacific,135
2000,WLD,Regions,Europe & Central Asia,34
2001,WLD,Regions,Europe & Central Asia,42
2002,WLD,Regions,Europe & Central Asia,48
2003,WLD,Regions,Europe & Central Asia,55
2004,WLD,Regions,Europe & Central Asia,66
2005,WLD,Regions,Europe & Central Asia,81
2006,WLD,Regions,Europe & Central Asia,95
2007,WLD,Regions,Europe & Central Asia,107
2008,WLD,Regions,Europe & Central Asia,115
2009,WLD,Regions,Europe & Central Asia,120
2010,WLD,Regions,Europe & Central Asia,120
2011,WLD,Regions,Europe & Central Asia,120
2012,WLD,Regions,Europe & Central Asia,123
2013,WLD,Regions,Europe & Central Asia,125
2014,WLD,Regions,Europe & Central Asia,125
2015,WLD,Regions,Europe & Central Asia,124
2016,WLD,Regions,Europe & Central Asia,124
2017,WLD,Regions,Europe & Central Asia,123
2018,WLD,Regions,Europe & Central Asia,123
2019,WLD,Regions,Europe & Central Asia,125
2020,WLD,Regions,Europe & Central Asia,123
2021,WLD,Regions,Europe & Central Asia,126
2022,WLD,Regions,Europe & Central Asia,127
2023,WLD,Regions,Europe & Central Asia,130
2024,WLD,Regions,Europe & Central Asia,132
2025,WLD,Regions,Europe & Central Asia,135
2000,WLD,Regions,South Asia,0.33
2001,WLD,Regions,South Asia,0.59
2002,WLD,Regions,South Asia,1.1
2003,WLD,Regions,South Asia,2.6
2004,WLD,Regions,South Asia,4.2
2005,WLD,Regions,South Asia,7.6
2006,WLD,Regions,South Asia,15
2007,WLD,Regions,South Asia,22
2008,WLD,Regions,South Asia,31
2009,WLD,Regions,South Asia,43
2010,WLD,Regions,South Asia,58
2011,WLD,Regions,South Asia,67
2012,WLD,Regions,South Asia,66
2013,WLD,Regions,South Asia,69
2014,WLD,Regions,South Asia,72
2015,WLD,Regions,South Asia,74
2016,WLD,Regions,South Asia,82
2017,WLD,Regions,South Asia,85
2018,WLD,Regions,South Asia,86
2019,WLD,Regions,South Asia,84
2020,WLD,Regions,South Asia,86
2021,WLD,Regions,South Asia,86
2022,WLD,Regions,South Asia,85
2023,WLD,Regions,South Asia,85
2024,WLD,Regions,South Asia,83
2025,WLD,Regions,South Asia,82
2000,WLD,Regions,Latin America & Caribbean,12
2001,WLD,Regions,Latin America & Caribbean,16
2002,WLD,Regions,Latin America & Caribbean,19
2003,WLD,Regions,Latin America & Caribbean,23
2004,WLD,Regions,Latin America & Caribbean,32
2005,WLD,Regions,Latin America & Caribbean,43
2006,WLD,Regions,Latin America & Caribbean,54
2007,WLD,Regions,Latin America & Caribbean,67
2008,WLD,Regions,Latin America & Caribbean,80
2009,WLD,Regions,Latin America & Caribbean,88
2010,WLD,Regions,Latin America & Caribbean,97
2011,WLD,Regions,Latin America & Caribbean,106
2012,WLD,Regions,Latin America & Caribbean,111
2013,WLD,Regions,Latin America & Caribbean,116
2014,WLD,Regions,Latin America & Caribbean,116
2015,WLD,Regions,Latin America & Caribbean,112
2016,WLD,Regions,Latin America & Caribbean,111
2017,WLD,Regions,Latin America & Caribbean,107
2018,WLD,Regions,Latin America & Caribbean,106
2019,WLD,Regions,Latin America & Caribbean,103
2020,WLD,Regions,Latin America & Caribbean,103
2021,WLD,Regions,Latin America & Caribbean,109
2022,WLD,Regions,Latin America & Caribbean,110
2023,WLD,Regions,Latin America & Caribbean,113
2024,WLD,Regions,Latin America & Caribbean,115
2025,WLD,Regions,Latin America & Caribbean,117
2000,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",4.5
2001,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",7.4
2002,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",10
2003,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",13
2004,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",18
2005,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",28
2006,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",40
2007,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",55
2008,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",66
2009,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",79
2010,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",89
2011,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",95
2012,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",100
2013,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",106
2014,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",106
2015,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",105
2016,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",104
2017,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",103
2018,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",102
2019,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",108
2020,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",95
2021,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",98
2022,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",102
2023,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",102
2024,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",105
2025,WLD,Regions,"Middle East, North Africa, Afghanistan & Pakistan",107
2000,WLD,Regions,North America,38
2001,WLD,Regions,North America,44
2002,WLD,Regions,North America,48
2003,WLD,Regions,North America,54
2004,WLD,Regions,North America,61
2005,WLD,Regions,North America,67
2006,WLD,Regions,North America,75
2007,WLD,Regions,North America,80
2008,WLD,Regions,North America,84
2009,WLD,Regions,North America,87
2010,WLD,Regions,North America,90
2011,WLD,Regions,North America,93
2012,WLD,Regions,North America,95
2013,WLD,Regions,North America,96
2014,WLD,Regions,North America,98
2015,WLD,Regions,North America,100
2016,WLD,Regions,North America,101
2017,WLD,Regions,North America,101
2018,WLD,Regions,North America,102
2019,WLD,Regions,North America,104
2020,WLD,Regions,North America,102
2021,WLD,Regions,North America,104
2022,WLD,Regions,North America,107
2023,WLD,Regions,North America,111
2024,WLD,Regions,North America,111
2025,WLD,Regions,North America,112
2000,WLD,Regions,Sub-Saharan Africa,1.7
2001,WLD,Regions,Sub-Saharan Africa,2.5
2002,WLD,Regions,Sub-Saharan Africa,3.6
2003,WLD,Regions,Sub-Saharan Africa,5.0
2004,WLD,Regions,Sub-Saharan Africa,7.4
2005,WLD,Regions,Sub-Saharan Africa,12
2006,WLD,Regions,Sub-Saharan Africa,18
2007,WLD,Regions,Sub-Saharan Africa,23
2008,WLD,Regions,Sub-Saharan Africa,32
2009,WLD,Regions,Sub-Saharan Africa,37
2010,WLD,Regions,Sub-Saharan Africa,44
2011,WLD,Regions,Sub-Saharan Africa,52
2012,WLD,Regions,Sub-Saharan Africa,59
2013,WLD,Regions,Sub-Saharan Africa,65
2014,WLD,Regions,Sub-Saharan Africa,69
2015,WLD,Regions,Sub-Saharan Africa,73
2016,WLD,Regions,Sub-Saharan Africa,72
2017,WLD,Regions,Sub-Saharan Africa,71
2018,WLD,Regions,Sub-Saharan Africa,74
2019,WLD,Regions,Sub-Saharan Africa,77
2020,WLD,Regions,Sub-Saharan Africa,81
2021,WLD,Regions,Sub-Saharan Africa,83
2022,WLD,Regions,Sub-Saharan Africa,88
2023,WLD,Regions,Sub-Saharan Africa,90
2024,WLD,Regions,Sub-Saharan Africa,89
2025,WLD,Regions,Sub-Saharan Africa,90
2000,ABW,All,Total,17
2001,ABW,All,Total,59
2002,ABW,All,Total,68
2003,ABW,All,Total,76
2004,ABW,All,Total,106
2005,ABW,All,Total,110
2006,ABW,All,Total,114
2007,ABW,All,Total,118
2008,ABW,All,Total,124
2009,ABW,All,Total,129
2010,ABW,All,Total,132
2012,ABW,All,Total,133
2013,ABW,All,Total,135
2014,ABW,All,Total,135
2015,ABW,All,Total,135
2019,ABW,All,Total,132
2020,ABW,All,Total,131
2021,ABW,All,Total,131
2022,ABW,All,Total,131
2000,AFG,All,Total,0
2001,AFG,All,Total,0
2002,AFG,All,Total,0.12
2003,AFG,All,Total,0.88
2004,AFG,All,Total,2.5
2005,AFG,All,Total,4.9
2006,AFG,All,Total,9.9
2007,AFG,All,Total,18
2008,AFG,All,Total,30
2009,AFG,All,Total,38
2010,AFG,All,Total,36
2011,AFG,All,Total,47
2012,AFG,All,Total,50
2013,AFG,All,Total,53
2014,AFG,All,Total,56
2015,AFG,All,Total,58
2016,AFG,All,Total,62
2017,AFG,All,Total,67
2018,AFG,All,Total,60
2019,AFG,All,Total,60
2020,AFG,All,Total,58
2021,AFG,All,Total,57
2022,AFG,All,Total,56
2023,AFG,All,Total,56
2024,AFG,All,Total,60
2000,AGO,All,Total,0.16
2001,AGO,All,Total,0.45
2002,AGO,All,Total,0.81
2003,AGO,All,Total,2.0
2004,AGO,All,Total,4.0
2005,AGO,All,Total,8.4
2006,AGO,All,Total,15
2007,AGO,All,Total,24
2008,AGO,All,Total,31
2009,AGO,All,Total,36
2010,AGO,All,Total,40
2011,AGO,All,Total,50
2012,AGO,All,Total,51
2013,AGO,All,Total,51
2014,AGO,All,Total,52
2015,AGO,All,Total,49
2016,AGO,All,Total,45
2017,AGO,All,Total,44
2018,AGO,All,Total,42
2019,AGO,All,Total,46
2020,AGO,All,Total,44
2021,AGO,All,Total,44
2022,AGO,All,Total,67
2023,AGO,All,Total,70
2024,AGO,All,Total,70
2000,ALB,All,Total,0.94
2001,ALB,All,Total,12
2002,ALB,All,Total,27
2003,ALB,All,Total,35
2004,ALB,All,Total,41
2005,ALB,All,Total,50
2006,ALB,All,Total,63
2007,ALB,All,Total,77
2008,ALB,All,Total,62
2009,ALB,All,Total,83
2010,ALB,All,Total,92
2011,ALB,All,Total,106
2012,ALB,All,Total,120
2013,ALB,All,Total,127
2014,ALB,All,Total,116
2015,ALB,All,Total,117
2016,ALB,All,Total,116
2017,ALB,All,Total,125
2018,ALB,All,Total,94
2019,ALB,All,Total,91
2020,ALB,All,Total,91
2021,ALB,All,Total,92
2022,ALB,All,Total,98
2023,ALB,All,Total,93
2024,ALB,All,Total,89
2000,AND,All,Total,36
2001,AND,All,Total,45
2002,AND,All,Total,49
2003,AND,All,Total,75
2004,AND,All,Total,79
2005,AND,All,Total,83
2006,AND,All,Total,87
2007,AND,All,Total,78
2008,AND,All,Total,77
2009,AND,All,Total,77
2010,AND,All,Total,81
2011,AND,All,Total,84
2012,AND,All,Total,83
2013,AND,All,Total,85
2014,AND,All,Total,90
2015,AND,All,Total,99
2016,AND,All,Total,105
2017,AND,All,Total,109
2018,AND,All,Total,110
2019,AND,All,Total,115
2020,AND,All,Total,104
2021,AND,All,Total,120
2022,AND,All,Total,142
2023,AND,All,Total,156
2024,AND,All,Total,156
2000,ARE,All,Total,41
2001,ARE,All,Total,51
2002,ARE,All,Total,61
2003,ARE,All,Total,71
2004,ARE,All,Total,83
2005,ARE,All,Total,97
2006,ARE,All,Total,110
2007,ARE,All,Total,137
2008,ARE,All,Total,148
2009,ARE,All,Total,159
2010,ARE,All,Total,157
2011,ARE,All,Total,163
2012,ARE,All,Total,184
2013,ARE,All,Total,205
2014,ARE,All,Total,204
2015,ARE,All,Total,207
2016,ARE,All,Total,220
2017,ARE,All,Total,215
2018,ARE,All,Total,215
2019,ARE,All,Total,209
2020,ARE,All,Total,194
2021,ARE,All,Total,186
2022,ARE,All,Total,196
2023,ARE,All,Total,199
2024,ARE,All,Total,203
2000,ARG,All,Total,17
2001,ARG,All,Total,18
2002,ARG,All,Total,17
2003,ARG,All,Total,20
2004,ARG,All,Total,35
2005,ARG,All,Total,56
2006,ARG,All,Total,80
2007,ARG,All,Total,101
2008,ARG,All,Total,115
2009,ARG,All,Total,128
2010,ARG,All,Total,138
2011,ARG,All,Total,146
2012,ARG,All,Total,153
2013,ARG,All,Total,158
2014,ARG,All,Total,142
2015,ARG,All,Total,142
2016,ARG,All,Total,145
2017,ARG,All,Total,140
2018,ARG,All,Total,131
2019,ARG,All,Total,125
2020,ARG,All,Total,121
2021,ARG,All,Total,130
2022,ARG,All,Total,131
2023,ARG,All,Total,138
2024,ARG,All,Total,140
2000,ARM,All,Total,0.56
2001,ARM,All,Total,0.83
2002,ARM,All,Total,2.3
2003,ARM,All,Total,3.8
2004,ARM,All,Total,6.7
2005,ARM,All,Total,11
2006,ARM,All,Total,42
2007,ARM,All,Total,63
2008,ARM,All,Total,49
2009,ARM,All,Total,74
2010,ARM,All,Total,132
2011,ARM,All,Total,110
2012,ARM,All,Total,114
2013,ARM,All,Total,114
2014,ARM,All,Total,118
2015,ARM,All,Total,119
2016,ARM,All,Total,118
2017,ARM,All,Total,120
2018,ARM,All,Total,123
2019,ARM,All,Total,125
2020,ARM,All,Total,121
2021,ARM,All,Total,125
2022,ARM,All,Total,131
2023,ARM,All,Total,135
2024,ARM,All,Total,135
2000,ASM,All,Total,3.5
2001,ASM,All,Total,3.8
2002,ASM,All,Total,3.6
2003,ASM,All,Total,3.7
2004,ASM,All,Total,4.0
2000,ATG,All,Total,29
2001,ATG,All,Total,33
2002,ATG,All,Total,50
2003,ATG,All,Total,59
2004,ATG,All,Total,69
2005,ATG,All,Total,108
2006,ATG,All,Total,137
2007,ATG,All,Total,138
2008,ATG,All,Total,165
2009,ATG,All,Total,160
2010,ATG,All,Total,197
2011,ATG,All,Total,204
2012,ATG,All,Total,146
2013,ATG,All,Total,130
2014,ATG,All,Total,135
2015,ATG,All,Total,197
2016,ATG,All,Total,200
2017,ATG,All,Total,203
2019,ATG,All,Total,201
2020,ATG,All,Total,200
2021,ATG,All,Total,199
2022,ATG,All,Total,201
2000,AUS,All,Total,45
2001,AUS,All,Total,57
2002,AUS,All,Total,65
2003,AUS,All,Total,72
2004,AUS,All,Total,82
2005,AUS,All,Total,91
2006,AUS,All,Total,96
2007,AUS,All,Total,101
2008,AUS,All,Total,104
2009,AUS,All,Total,102
2010,AUS,All,Total,102
2011,AUS,All,Total,106
2012,AUS,All,Total,106
2013,AUS,All,Total,107
2014,AUS,All,Total,106
2015,AUS,All,Total,108
2016,AUS,All,Total,109
2017,AUS,All,Total,108
2018,AUS,All,Total,110
2019,AUS,All,Total,110
2020,AUS,All,Total,105
2021,AUS,All,Total,105
2022,AUS,All,Total,109
2023,AUS,All,Total,113
2024,AUS,All,Total,113
2000,AUT,All,Total,76
2001,AUT,All,Total,81
2002,AUT,All,Total,83
2003,AUT,All,Total,90
2004,AUT,All,Total,98
2005,AUT,All,Total,105
2006,AUT,All,Total,112
2007,AUT,All,Total,119
2008,AUT,All,Total,130
2009,AUT,All,Total,137
2010,AUT,All,Total,146
2011,AUT,All,Total,155
2012,AUT,All,Total,161
2013,AUT,All,Total,156
2014,AUT,All,Total,152
2015,AUT,All,Total,156
2016,AUT,All,Total,127
2017,AUT,All,Total,123
2018,AUT,All,Total,124
2019,AUT,All,Total,121
2020,AUT,All,Total,120
2021,AUT,All,Total,121
2022,AUT,All,Total,121
2023,AUT,All,Total,122
2024,AUT,All,Total,124
2000,AZE,All,Total,5.1
2001,AZE,All,Total,8.8
2002,AZE,All,Total,9.5
2003,AZE,All,Total,13
2004,AZE,All,Total,17
2005,AZE,All,Total,26
2006,AZE,All,Total,38
2007,AZE,All,Total,51
2008,AZE,All,Total,73
2009,AZE,All,Total,86
2010,AZE,All,Total,99
2011,AZE,All,Total,109
2012,AZE,All,Total,108
2013,AZE,All,Total,107
2014,AZE,All,Total,110
2015,AZE,All,Total,110
2016,AZE,All,Total,103
2017,AZE,All,Total,102
2018,AZE,All,Total,103
2019,AZE,All,Total,106
2020,AZE,All,Total,102
2021,AZE,All,Total,106
2022,AZE,All,Total,108
2023,AZE,All,Total,108
2024,AZE,All,Total,110
2000,BDI,All,Total,0.25
2001,BDI,All,Total,0.50
2002,BDI,All,Total,0.76
2003,BDI,All,Total,0.91
2004,BDI,All,Total,1.4
2005,BDI,All,Total,2.0
2006,BDI,All,Total,2.5
2007,BDI,All,Total,3.3
2008,BDI,All,Total,5.7
2009,BDI,All,Total,10
2010,BDI,All,Total,18
2011,BDI,All,Total,20
2012,BDI,All,Total,22
2013,BDI,All,Total,24
2014,BDI,All,Total,30
2015,BDI,All,Total,45
2016,BDI,All,Total,48
2017,BDI,All,Total,51
2018,BDI,All,Total,53
2019,BDI,All,Total,53
2020,BDI,All,Total,53
2021,BDI,All,Total,60
2022,BDI,All,Total,56
2023,BDI,All,Total,63
2000,BEL,All,Total,55
2001,BEL,All,Total,75
2002,BEL,All,Total,78
2003,BEL,All,Total,83
2004,BEL,All,Total,88
2005,BEL,All,Total,92
2006,BEL,All,Total,93
2007,BEL,All,Total,101
2008,BEL,All,Total,106
2009,BEL,All,Total,109
2010,BEL,All,Total,111
2011,BEL,All,Total,113
2012,BEL,All,Total,111
2013,BEL,All,Total,110
2014,BEL,All,Total,114
2015,BEL,All,Total,113
2016,BEL,All,Total,111
2017,BEL,All,Total,100
2018,BEL,All,Total,100
2019,BEL,All,Total,100
2020,BEL,All,Total,100
2021,BEL,All,Total,101
2022,BEL,All,Total,102
2023,BEL,All,Total,103
2024,BEL,All,Total,104
2000,BEN,All,Total,0.77
2001,BEN,All,Total,1.7
2002,BEN,All,Total,2.9
2003,BEN,All,Total,3.0
2004,BEN,All,Total,5.6
2005,BEN,All,Total,7.1
2006,BEN,All,Total,12
2007,BEN,All,Total,23
2008,BEN,All,Total,39
2009,BEN,All,Total,53
2010,BEN,All,Total,72
2011,BEN,All,Total,77
2012,BEN,All,Total,81
2013,BEN,All,Total,90
2014,BEN,All,Total,79
2015,BEN,All,Total,82
2016,BEN,All,Total,76
2017,BEN,All,Total,73
2018,BEN,All,Total,76
2019,BEN,All,Total,81
2020,BEN,All,Total,85
2021,BEN,All,Total,95
2022,BEN,All,Total,106
2023,BEN,All,Total,116
2024,BEN,All,Total,126
2000,BFA,All,Total,0.21
2001,BFA,All,Total,0.62
2002,BFA,All,Total,0.88
2003,BFA,All,Total,1.8
2004,BFA,All,Total,2.9
2005,BFA,All,Total,4.5
2006,BFA,All,Total,7.1
2007,BFA,All,Total,13
2008,BFA,All,Total,20
2009,BFA,All,Total,24
2010,BFA,All,Total,35
2011,BFA,All,Total,46
2012,BFA,All,Total,58
2013,BFA,All,Total,64
2014,BFA,All,Total,69
2015,BFA,All,Total,77
2016,BFA,All,Total,80
2017,BFA,All,Total,90
2018,BFA,All,Total,95
2019,BFA,All,Total,97
2020,BFA,All,Total,103
2021,BFA,All,Total,112
2022,BFA,All,Total,114
2023,BFA,All,Total,116
2024,BFA,All,Total,117
2000,BGD,All,Total,0.21
2001,BGD,All,Total,0.38
2002,BGD,All,Total,0.77
2003,BGD,All,Total,0.97
2004,BGD,All,Total,1.9
2005,BGD,All,Total,6.2
2006,BGD,All,Total,13
2007,BGD,All,Total,23
2008,BGD,All,Total,30
2009,BGD,All,Total,34
2010,BGD,All,Total,45
2011,BGD,All,Total,55
2012,BGD,All,Total,63
2013,BGD,All,Total,74
2014,BGD,All,Total,80
2015,BGD,All,Total,82
2016,BGD,All,Total,85
2017,BGD,All,Total,93
2018,BGD,All,Total,99
2019,BGD,All,Total,100
2020,BGD,All,Total,106
2021,BGD,All,Total,110
2022,BGD,All,Total,110
2023,BGD,All,Total,111
2024,BGD,All,Total,108
2000,BGR,All,Total,9.2
2001,BGR,All,Total,20
2002,BGR,All,Total,33
2003,BGR,All,Total,45
2004,BGR,All,Total,61
2005,BGR,All,Total,81
2006,BGR,All,Total,108
2007,BGR,All,Total,130
2008,BGR,All,Total,138
2009,BGR,All,Total,140
2010,BGR,All,Total,137
2011,BGR,All,Total,142
2012,BGR,All,Total,147
2013,BGR,All,Total,144
2014,BGR,All,Total,131
2015,BGR,All,Total,128
2016,BGR,All,Total,126
2017,BGR,All,Total,121
2018,BGR,All,Total,119
2019,BGR,All,Total,117
2020,BGR,All,Total,115
2021,BGR,All,Total,115
2022,BGR,All,Total,117
2023,BGR,All,Total,118
2024,BGR,All,Total,118
2000,BHR,All,Total,31
2001,BHR,All,Total,43
2002,BHR,All,Total,52
2003,BHR,All,Total,55
2004,BHR,All,Total,75
2005,BHR,All,Total,82
2006,BHR,All,Total,91
2007,BHR,All,Total,106
2008,BHR,All,Total,129
2009,BHR,All,Total,118
2010,BHR,All,Total,129
2011,BHR,All,Total,140
2012,BHR,All,Total,175
2013,BHR,All,Total,176
2014,BHR,All,Total,177
2015,BHR,All,Total,184
2016,BHR,All,Total,209
2017,BHR,All,Total,160
2018,BHR,All,Total,140
2019,BHR,All,Total,129
2020,BHR,All,Total,119
2021,BHR,All,Total,128
2022,BHR,All,Total,140
2023,BHR,All,Total,154
2024,BHR,All,Total,160
2000,BHS,All,Total,9.7
2001,BHS,All,Total,18
2002,BHS,All,Total,37
2003,BHS,All,Total,36
2004,BHS,All,Total,55
2005,BHS,All,Total,66
2006,BHS,All,Total,73
2007,BHS,All,Total,106
2008,BHS,All,Total,100
2009,BHS,All,Total,99
2010,BHS,All,Total,117
2011,BHS,All,Total,80
2012,BHS,All,Total,80
2013,BHS,All,Total,76
2014,BHS,All,Total,82
2015,BHS,All,Total,81
2016,BHS,All,Total,93
2017,BHS,All,Total,91
2018,BHS,All,Total,99
2019,BHS,All,Total,108
2020,BHS,All,Total,118
2021,BHS,All,Total,100
2022,BHS,All,Total,102
2023,BHS,All,Total,100
2024,BHS,All,Total,97
2000,BIH,All,Total,2.2
2001,BIH,All,Total,11
2002,BIH,All,Total,18
2003,BIH,All,Total,26
2004,BIH,All,Total,34
2005,BIH,All,Total,39
2006,BIH,All,Total,46
2007,BIH,All,Total,61
2008,BIH,All,Total,81
2009,BIH,All,Total,84
2010,BIH,All,Total,82
2011,BIH,All,Total,85
2012,BIH,All,Total,91
2013,BIH,All,Total,97
2014,BIH,All,Total,98
2015,BIH,All,Total,98
2016,BIH,All,Total,98
2017,BIH,All,Total,100
2018,BIH,All,Total,102
2019,BIH,All,Total,112
2020,BIH,All,Total,106
2021,BIH,All,Total,115
2022,BIH,All,Total,119
2023,BIH,All,Total,118
2024,BIH,All,Total,121
2000,BLR,All,Total,0.49
2001,BLR,All,Total,1.4
2002,BLR,All,Total,4.7
2003,BLR,All,Total,11
2004,BLR,All,Total,23
2005,BLR,All,Total,42
2006,BLR,All,Total,62
2007,BLR,All,Total,73
2008,BLR,All,Total,85
2009,BLR,All,Total,102
2010,BLR,All,Total,109
2011,BLR,All,Total,113
2012,BLR,All,Total,113
2013,BLR,All,Total,117
2014,BLR,All,Total,120
2015,BLR,All,Total,121
2016,BLR,All,Total,120
2017,BLR,All,Total,120
2018,BLR,All,Total,123
2019,BLR,All,Total,123
2020,BLR,All,Total,125
2021,BLR,All,Total,127
2022,BLR,All,Total,128
2023,BLR,All,Total,129
2024,BLR,All,Total,131
2000,BLZ,All,Total,7.0
2001,BLZ,All,Total,16
2002,BLZ,All,Total,20
2003,BLZ,All,Total,23
2004,BLZ,All,Total,28
2005,BLZ,All,Total,34
2006,BLZ,All,Total,41
2007,BLZ,All,Total,40
2008,BLZ,All,Total,53
2009,BLZ,All,Total,52
2010,BLZ,All,Total,61
2011,BLZ,All,Total,68
2012,BLZ,All,Total,52
2013,BLZ,All,Total,51
2014,BLZ,All,Total,49
2015,BLZ,All,Total,59
2016,BLZ,All,Total,61
2017,BLZ,All,Total,64
2018,BLZ,All,Total,65
2019,BLZ,All,Total,66
2020,BLZ,All,Total,68
2021,BLZ,All,Total,67
2022,BLZ,All,Total,67
2000,BMU,All,Total,21
2001,BMU,All,Total,22
2002,BMU,All,Total,48
2003,BMU,All,Total,64
2004,BMU,All,Total,78
2005,BMU,All,Total,84
2006,BMU,All,Total,96
2007,BMU,All,Total,110
2008,BMU,All,Total,125
2009,BMU,All,Total,134
2010,BMU,All,Total,138
2012,BMU,All,Total,143
2013,BMU,All,Total,148
2014,BMU,All,Total,94
2015,BMU,All,Total,60
2016,BMU,All,Total,101
2017,BMU,All,Total,102
2019,BMU,All,Total,105
2020,BMU,All,Total,106
2021,BMU,All,Total,105
2022,BMU,All,Total,105
2024,BMU,All,Total,97
2000,BOL,All,Total,6.8
2001,BOL,All,Total,8.9
2002,BOL,All,Total,11
2003,BOL,All,Total,14
2004,BOL,All,Total,20
2005,BOL,All,Total,26
2006,BOL,All,Total,30
2007,BOL,All,Total,34
2008,BOL,All,Total,51
2009,BOL,All,Total,65
