year,geo,disagg_type,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2023,CUB,Rural,Participation in activities during menstruation,67,,,,
2021,PRK,Rural,Use of menstrual materials,100,,,,
2021,PRK,Rural,Private place to change at home,100,,,,
2021,PRK,Rural,Participation in activities during menstruation,100,,,,
2022,COD,Rural,Use of menstrual materials,93,,,,
2022,COD,Rural,Private place to change at home,89,,,,
2022,COD,Rural,Participation in activities during menstruation,85,,,,
2023,DOM,Rural,Use of menstrual materials,98,,,,
2023,DOM,Rural,Private place to change at home,96,,,,
2023,DOM,Rural,Participation in activities during menstruation,76,,,,
2020,EGY,Rural,Use of menstrual materials,98,,,,
2024,SWZ,Rural,Use of menstrual materials,97,,,,
2024,SWZ,Rural,Private place to change at home,95,,,,
2024,SWZ,Rural,Participation in activities during menstruation,94,,,,
2024,ETH,Rural,Enough menstrual materials,38,,,,
2024,FJI,Rural,Use of menstrual materials,96,,,,
2024,FJI,Rural,Private place to change at home,96,,,,
2024,FJI,Rural,Participation in activities during menstruation,74,,,,
2022,GMB,Rural,Use of menstrual materials,100,,,,
2022,GMB,Rural,Private place to change at home,98,,,,
2022,GMB,Rural,Participation in activities during menstruation,83,,,,
2024,GHA,Rural,Use of menstrual materials,98,,,,
2024,GHA,Rural,Private place to change at home,100,,,,
2023,GNB,Rural,Participation in activities during menstruation,92,,,,
2024,GUY,Rural,Use of menstrual materials,97,,,,
2024,GUY,Rural,Private place to change at home,93,,,,
2024,GUY,Rural,Participation in activities during menstruation,80,,,,
2023,HND,Rural,Use of menstrual materials,98,,,,
2023,HND,Rural,Private place to change at home,97,,,,
2023,HND,Rural,Participation in activities during menstruation,79,,,,
2024,IND,Rural,Use of menstrual materials,100,,,,
2020,IDN,Rural,Use of menstrual materials,97,,,,
2020,IDN,Rural,Private place to change at home,90,,,,
2022,IRQ,Rural,Use of menstrual materials,96,,,,
2022,IRQ,Rural,Private place to change at home,87,,,,
2022,IRQ,Rural,Participation in activities during menstruation,88,,,,
2024,JOR,Rural,Use of menstrual materials,100,,,,
2024,KEN,Rural,Use of menstrual materials,98,,,,
2024,KEN,Rural,Private place to change at home,100,,,,
2023,KIR,Rural,Use of menstrual materials,98,,,,
2023,KIR,Rural,Private place to change at home,91,,,,
2023,KIR,Rural,Participation in activities during menstruation,85,,,,
2022,KGZ,Rural,Use of menstrual materials,97,,,,
2022,KGZ,Rural,Private place to change at home,93,,,,
2022,KGZ,Rural,Participation in activities during menstruation,94,,,,
2024,LAO,Rural,Use of menstrual materials,88,,,,
2024,LAO,Rural,Private place to change at home,93,,,,
2024,LAO,Rural,Participation in activities during menstruation,90,,,,
2024,LSO,Rural,Use of menstrual materials,100,,,,
2024,LSO,Rural,Private place to change at home,98,,,,
2022,MDG,Rural,Use of menstrual materials,93,,,,
2022,MDG,Rural,Private place to change at home,91,,,,
2022,MDG,Rural,Participation in activities during menstruation,92,,,,
2024,MWI,Rural,Use of menstrual materials,97,,,,
2024,MWI,Rural,Private place to change at home,92,,,,
2024,MWI,Rural,Participation in activities during menstruation,80,,,,
2024,MNG,Rural,Private place to change at home,91,,,,
2024,MNG,Rural,Participation in activities during menstruation,77,,,,
2024,MNG,Rural,Awareness of menstruation before menarche,64,,,,
2024,MNG,Rural,Enough menstrual materials,98,,,,
2024,MNG,Rural,Able to reduce pain,21,,,,
2024,MNG,Rural,Comfort seeking medical help,81,,,,
2022,MNE,Rural,Use of menstrual materials,97,,,,
2022,MNE,Rural,Private place to change at home,98,,,,
2022,MNE,Rural,Participation in activities during menstruation,93,,,,
2024,MOZ,Rural,Use of menstrual materials,98,,,,
2024,MOZ,Rural,Private place to change at home,93,,,,
2024,MOZ,Rural,Participation in activities during menstruation,80,,,,
2024,NPL,Rural,Use of menstrual materials,93,,,,
2024,NPL,Rural,Private place to change at home,90,,,,
2024,NPL,Rural,Participation in activities during menstruation,100,,,,
2020,NER,Rural,Use of menstrual materials,83,,,,
2020,NER,Rural,Private place to change at home,47,,,,
2024,NGA,Rural,Use of menstrual materials,96,,,,
2024,NGA,Rural,Private place to change at home,80,,,,
2024,NGA,Rural,Participation in activities during menstruation,80,,,,
2023,MKD,Rural,Use of menstrual materials,98,,,,
2023,MKD,Rural,Private place to change at home,97,,,,
2023,MKD,Rural,Participation in activities during menstruation,92,,,,
2024,PSE,Rural,Use of menstrual materials,95,,,,
2024,PSE,Rural,Private place to change at home,83,,,,
2024,PSE,Rural,Participation in activities during menstruation,88,,,,
2024,PAK,Rural,Use of menstrual materials,84,,,,
2024,PAK,Rural,Private place to change at home,86,,,,
2024,PAK,Rural,Participation in activities during menstruation,77,,,,
2024,PHL,Rural,Use of menstrual materials,97,,,,
2024,PHL,Rural,Private place to change at home,100,,,,
2024,WSM,Rural,Use of menstrual materials,91,,,,
2024,WSM,Rural,Private place to change at home,83,,,,
2024,WSM,Rural,Participation in activities during menstruation,89,,,,
2024,STP,Rural,Use of menstrual materials,100,,,,
2024,SEN,Rural,Use of menstrual materials,98,,,,
2024,SEN,Rural,Private place to change at home,96,,,,
2024,SRB,Rural,Use of menstrual materials,1,,,,
2021,SLE,Rural,Use of menstrual materials,97,,,,
2021,SLE,Rural,Private place to change at home,90,,,,
2021,SLE,Rural,Participation in activities during menstruation,80,,,,
2022,SUR,Rural,Use of menstrual materials,87,,,,
2022,SUR,Rural,Private place to change at home,96,,,,
2022,SUR,Rural,Participation in activities during menstruation,82,,,,
2021,TGO,Rural,Use of menstrual materials,96,,,,
2021,TGO,Rural,Private place to change at home,90,,,,
2021,TGO,Rural,Participation in activities during menstruation,87,,,,
2023,TON,Rural,Use of menstrual materials,95,,,,
2023,TON,Rural,Private place to change at home,94,,,,
2023,TON,Rural,Participation in activities during menstruation,84,,,,
2024,TTO,Rural,Use of menstrual materials,98,,,,
2024,TTO,Rural,Private place to change at home,96,,,,
2024,TTO,Rural,Participation in activities during menstruation,86,,,,
2024,TUN,Rural,Use of menstrual materials,93,,,,
2024,TUN,Rural,Private place to change at home,54,,,,
2024,TUN,Rural,Participation in activities during menstruation,80,,,,
2023,TKM,Rural,Use of menstrual materials,100,,,,
2023,TKM,Rural,Private place to change at home,100,,,,
2023,TKM,Rural,Participation in activities during menstruation,100,,,,
2024,TCA,Rural,Use of menstrual materials,100,,,,
2024,TCA,Rural,Private place to change at home,98,,,,
2024,TCA,Rural,Participation in activities during menstruation,96,,,,
2024,TUV,Rural,Use of menstrual materials,92,,,,
2024,TUV,Rural,Private place to change at home,96,,,,
2024,TUV,Rural,Participation in activities during menstruation,81,,,,
2021,UGA,Rural,Use of menstrual materials,98,,,,
2021,UGA,Rural,Private place to change at home,85,,,,
2024,TZA,Rural,Use of menstrual materials,99,,,,
2024,TZA,Rural,Private place to change at home,99,,,,
2024,UZB,Rural,Use of menstrual materials,97,,,,
2024,UZB,Rural,Private place to change at home,97,,,,
2024,UZB,Rural,Participation in activities during menstruation,92,,,,
2024,VUT,Rural,Use of menstrual materials,97,,,,
2024,VUT,Rural,Private place to change at home,97,,,,
2024,VUT,Rural,Participation in activities during menstruation,55,,,,
2024,VNM,Rural,Use of menstrual materials,98,,,,
2024,VNM,Rural,Private place to change at home,97,,,,
2024,VNM,Rural,Participation in activities during menstruation,95,,,,
2023,ZWE,Rural,Use of menstrual materials,98,,,,
2023,ZWE,Rural,Private place to change at home,97,,,,
2023,ZWE,Rural,Participation in activities during menstruation,84,,,,
2024,AFG,Urban,Use of menstrual materials,87,,,,
2024,AFG,Urban,Private place to change at home,91,,,,
2024,AFG,Urban,Participation in activities during menstruation,65,,,,
2023,DZA,Urban,Use of menstrual materials,95,,,,
2023,DZA,Urban,Private place to change at home,91,,,,
2023,DZA,Urban,Participation in activities during menstruation,74,,,,
2024,AZE,Urban,Use of menstrual materials,97,,,,
2024,AZE,Urban,Private place to change at home,97,,,,
2024,AZE,Urban,Participation in activities during menstruation,96,,,,
2024,BGD,Urban,Use of menstrual materials,97,,,,
2024,BGD,Urban,Private place to change at home,89,,,,
2024,BEN,Urban,Use of menstrual materials,97,,,,
2024,BEN,Urban,Private place to change at home,93,,,,
2024,BEN,Urban,Participation in activities during menstruation,86,,,,
2024,BFA,Urban,Use of menstrual materials,96,,,,
2024,BFA,Urban,Private place to change at home,84,,,,
2024,BFA,Urban,Participation in activities during menstruation,85,,,,
2024,KHM,Urban,Use of menstrual materials,95,,,,
2024,KHM,Urban,Private place to change at home,96,,,,
2024,KHM,Urban,Participation in activities during menstruation,91,,,,
2024,KHM,Urban,Awareness of menstruation before menarche,56,,,,
2023,CAF,Urban,Use of menstrual materials,94,,,,
2023,CAF,Urban,Private place to change at home,92,,,,
2023,CAF,Urban,Participation in activities during menstruation,72,,,,
2023,TCD,Urban,Use of menstrual materials,93,,,,
2023,TCD,Urban,Private place to change at home,92,,,,
2023,TCD,Urban,Participation in activities during menstruation,69,,,,
2024,COM,Urban,Use of menstrual materials,89,,,,
2024,COM,Urban,Private place to change at home,89,,,,
2024,COM,Urban,Participation in activities during menstruation,77,,,,
2022,CRI,Urban,Use of menstrual materials,99,,,,
2022,CRI,Urban,Private place to change at home,99,,,,
2022,CRI,Urban,Participation in activities during menstruation,93,,,,
2024,CIV,Urban,Use of menstrual materials,99,,,,
2024,CIV,Urban,Private place to change at home,89,,,,
2023,CUB,Urban,Use of menstrual materials,97,,,,
2023,CUB,Urban,Private place to change at home,94,,,,
2023,CUB,Urban,Participation in activities during menstruation,74,,,,
2021,PRK,Urban,Use of menstrual materials,99,,,,
2021,PRK,Urban,Private place to change at home,99,,,,
2021,PRK,Urban,Participation in activities during menstruation,98,,,,
2022,COD,Urban,Use of menstrual materials,96,,,,
2022,COD,Urban,Private place to change at home,92,,,,
2022,COD,Urban,Participation in activities during menstruation,85,,,,
2023,DOM,Urban,Use of menstrual materials,98,,,,
2023,DOM,Urban,Private place to change at home,95,,,,
2023,DOM,Urban,Participation in activities during menstruation,78,,,,
2020,EGY,Urban,Use of menstrual materials,99,,,,
2024,SWZ,Urban,Use of menstrual materials,97,,,,
2024,SWZ,Urban,Private place to change at home,94,,,,
2024,SWZ,Urban,Participation in activities during menstruation,96,,,,
2024,ETH,Urban,Enough menstrual materials,73,,,,
2024,FJI,Urban,Use of menstrual materials,98,,,,
2024,FJI,Urban,Private place to change at home,96,,,,
2024,FJI,Urban,Participation in activities during menstruation,78,,,,
2022,GMB,Urban,Use of menstrual materials,98,,,,
2022,GMB,Urban,Private place to change at home,95,,,,
2022,GMB,Urban,Participation in activities during menstruation,78,,,,
2024,GHA,Urban,Use of menstrual materials,98,,,,
2024,GHA,Urban,Private place to change at home,100,,,,
2023,GNB,Urban,Participation in activities during menstruation,90,,,,
2024,GUY,Urban,Use of menstrual materials,96,,,,
2024,GUY,Urban,Private place to change at home,95,,,,
2024,GUY,Urban,Participation in activities during menstruation,77,,,,
2023,HND,Urban,Use of menstrual materials,98,,,,
2023,HND,Urban,Private place to change at home,97,,,,
2023,HND,Urban,Participation in activities during menstruation,82,,,,
2024,IND,Urban,Use of menstrual materials,100,,,,
2020,IDN,Urban,Use of menstrual materials,100,,,,
2020,IDN,Urban,Private place to change at home,96,,,,
2022,IRQ,Urban,Use of menstrual materials,96,,,,
2022,IRQ,Urban,Private place to change at home,89,,,,
2022,IRQ,Urban,Participation in activities during menstruation,90,,,,
2024,JOR,Urban,Use of menstrual materials,100,,,,
2024,KEN,Urban,Use of menstrual materials,100,,,,
2024,KEN,Urban,Private place to change at home,100,,,,
2023,KIR,Urban,Use of menstrual materials,98,,,,
2023,KIR,Urban,Private place to change at home,94,,,,
2023,KIR,Urban,Participation in activities during menstruation,83,,,,
2022,KGZ,Urban,Use of menstrual materials,97,,,,
2022,KGZ,Urban,Private place to change at home,94,,,,
2022,KGZ,Urban,Participation in activities during menstruation,91,,,,
2024,LAO,Urban,Use of menstrual materials,89,,,,
2024,LAO,Urban,Private place to change at home,97,,,,
2024,LAO,Urban,Participation in activities during menstruation,89,,,,
2024,LSO,Urban,Use of menstrual materials,100,,,,
2024,LSO,Urban,Private place to change at home,98,,,,
2022,MDG,Urban,Use of menstrual materials,97,,,,
2022,MDG,Urban,Private place to change at home,90,,,,
2022,MDG,Urban,Participation in activities during menstruation,90,,,,
2024,MWI,Urban,Use of menstrual materials,98,,,,
2024,MWI,Urban,Private place to change at home,96,,,,
2024,MWI,Urban,Participation in activities during menstruation,84,,,,
2024,MNG,Urban,Private place to change at home,94,,,,
2024,MNG,Urban,Participation in activities during menstruation,71,,,,
2024,MNG,Urban,Awareness of menstruation before menarche,65,,,,
2024,MNG,Urban,Enough menstrual materials,98,,,,
2024,MNG,Urban,Able to reduce pain,25,,,,
2024,MNG,Urban,Comfort seeking medical help,82,,,,
2022,MNE,Urban,Use of menstrual materials,97,,,,
2022,MNE,Urban,Private place to change at home,97,,,,
2022,MNE,Urban,Participation in activities during menstruation,93,,,,
2024,MOZ,Urban,Use of menstrual materials,97,,,,
2024,MOZ,Urban,Private place to change at home,95,,,,
2024,MOZ,Urban,Participation in activities during menstruation,82,,,,
2024,NRU,Urban,Use of menstrual materials,90,,,,
2024,NRU,Urban,Private place to change at home,91,,,,
2024,NRU,Urban,Participation in activities during menstruation,53,,,,
2024,NPL,Urban,Use of menstrual materials,95,,,,
2024,NPL,Urban,Private place to change at home,94,,,,
2024,NPL,Urban,Participation in activities during menstruation,100,,,,
2020,NER,Urban,Use of menstrual materials,94,,,,
2020,NER,Urban,Private place to change at home,61,,,,
2024,NGA,Urban,Use of menstrual materials,97,,,,
2024,NGA,Urban,Private place to change at home,92,,,,
2024,NGA,Urban,Participation in activities during menstruation,83,,,,
2023,MKD,Urban,Use of menstrual materials,99,,,,
2023,MKD,Urban,Private place to change at home,98,,,,
2023,MKD,Urban,Participation in activities during menstruation,94,,,,
2024,PSE,Urban,Use of menstrual materials,97,,,,
2024,PSE,Urban,Private place to change at home,80,,,,
2024,PSE,Urban,Participation in activities during menstruation,85,,,,
2024,PAK,Urban,Use of menstrual materials,89,,,,
2024,PAK,Urban,Private place to change at home,88,,,,
2024,PAK,Urban,Participation in activities during menstruation,79,,,,
2024,PHL,Urban,Use of menstrual materials,100,,,,
2024,PHL,Urban,Private place to change at home,100,,,,
2024,WSM,Urban,Use of menstrual materials,93,,,,
2024,WSM,Urban,Private place to change at home,91,,,,
2024,WSM,Urban,Participation in activities during menstruation,90,,,,
2024,SEN,Urban,Use of menstrual materials,100,,,,
2024,SEN,Urban,Private place to change at home,97,,,,
2021,SLE,Urban,Use of menstrual materials,97,,,,
2021,SLE,Urban,Private place to change at home,96,,,,
2021,SLE,Urban,Participation in activities during menstruation,80,,,,
2022,SUR,Urban,Use of menstrual materials,95,,,,
2022,SUR,Urban,Private place to change at home,96,,,,
2022,SUR,Urban,Participation in activities during menstruation,82,,,,
2021,TGO,Urban,Use of menstrual materials,88,,,,
2021,TGO,Urban,Private place to change at home,93,,,,
2021,TGO,Urban,Participation in activities during menstruation,91,,,,
2023,TON,Urban,Use of menstrual materials,91,,,,
2023,TON,Urban,Private place to change at home,94,,,,
2023,TON,Urban,Participation in activities during menstruation,86,,,,
2024,TTO,Urban,Use of menstrual materials,98,,,,
2024,TTO,Urban,Private place to change at home,95,,,,
2024,TTO,Urban,Participation in activities during menstruation,85,,,,
2024,TUN,Urban,Use of menstrual materials,89,,,,
2024,TUN,Urban,Private place to change at home,48,,,,
2024,TUN,Urban,Participation in activities during menstruation,82,,,,
2023,TKM,Urban,Use of menstrual materials,99,,,,
2023,TKM,Urban,Private place to change at home,99,,,,
2023,TKM,Urban,Participation in activities during menstruation,100,,,,
2024,TCA,Urban,Use of menstrual materials,100,,,,
2024,TCA,Urban,Private place to change at home,96,,,,
2024,TCA,Urban,Participation in activities during menstruation,86,,,,
2024,TUV,Urban,Use of menstrual materials,96,,,,
2024,TUV,Urban,Private place to change at home,94,,,,
2024,TUV,Urban,Participation in activities during menstruation,86,,,,
2021,UGA,Urban,Use of menstrual materials,98,,,,
2021,UGA,Urban,Private place to change at home,92,,,,
2024,TZA,Urban,Use of menstrual materials,99,,,,
2024,TZA,Urban,Private place to change at home,99,,,,
2024,UZB,Urban,Use of menstrual materials,96,,,,
2024,UZB,Urban,Private place to change at home,97,,,,
2024,UZB,Urban,Participation in activities during menstruation,92,,,,
2024,VUT,Urban,Use of menstrual materials,96,,,,
2024,VUT,Urban,Private place to change at home,95,,,,
2024,VUT,Urban,Participation in activities during menstruation,74,,,,
2024,VNM,Urban,Use of menstrual materials,98,,,,
2024,VNM,Urban,Private place to change at home,98,,,,
2024,VNM,Urban,Participation in activities during menstruation,95,,,,
2023,ZWE,Urban,Use of menstrual materials,100,,,,
2023,ZWE,Urban,Private place to change at home,97,,,,
2023,ZWE,Urban,Participation in activities during menstruation,84,,,,
