year,ISO,value,projections,benchmark_low,benchmark_mid,benchmark_high
1996,GEO,0.03689,,,,
1997,GEO,0.039494,,,,
1998,GEO,0.0866,,,,
1999,GEO,0.148086,,,,
2000,GEO,0.150336,,,,
2001,GEO,0.143715,,,,
2002,GEO,0.147475,,,,
2003,GEO,0.14559,,,,
2004,GEO,0.17765,,,,
2005,GEO,0.18675,,,,
2006,GEO,0.1854,,,,
2007,GEO,0.18405,,,,
2008,GEO,0.1899,,,,
2009,GEO,0.33843,,,,
2010,GEO,0.353084,,,,
2011,GEO,0.642856,,,,
2012,GEO,0.612216,,,,
2013,GEO,0.676742,,,,
2014,GEO,0.68292,,,,
2015,GEO,0.751093,,,,
2016,GEO,0.772615,,,,
2017,GEO,0.879239,,,,
2018,GEO,0.89101,,,,
2019,GEO,0.901253,,,,
2020,GEO,0.911492,,,,
1970,GHA,0.218348,,,,
1971,GHA,0.260721,,,,
1972,GHA,0.244,,,,
1973,GHA,0.194,,,,
1974,GHA,0.251122,,,,
1975,GHA,0.318348,,,,
1976,GHA,0.32205,,,,
1977,GHA,0.26668,,,,
1978,GHA,0.229341,,,,
1979,GHA,0.115568,,,,
1980,GHA,0.136122,,,,
1981,GHA,0.181764,,,,
1982,GHA,0.114912,,,,
1983,GHA,0.125656,,,,
1984,GHA,0.105515,,,,
1985,GHA,0.15842,,,,
1986,GHA,0.096798,,,,
1987,GHA,0.128772,,,,
1988,GHA,0.17922,,,,
1989,GHA,0.243515,,,,
1990,GHA,0.2889,,,,
1991,GHA,0.3195,,,,
1992,GHA,0.4335,,,,
1993,GHA,0.5088,,,,
1994,GHA,0.57105,,,,
1995,GHA,0.5894,,,,
1996,GHA,0.63,,,,
1997,GHA,0.7123,,,,
1998,GHA,0.68134,,,,
1999,GHA,0.77979,,,,
2000,GHA,0.80925,,,,
2001,GHA,0.7904,,,,
2002,GHA,0.7904,,,,
2003,GHA,0.7904,,,,
2004,GHA,0.7923,,,,
2005,GHA,0.7506,,,,
2006,GHA,0.7164,,,,
2007,GHA,0.6858,,,,
2008,GHA,0.6768,,,,
2009,GHA,0.6372,,,,
2010,GHA,0.7644,,,,
2011,GHA,0.885,,,,
2012,GHA,1.6284,,,,
2013,GHA,1.5255,,,,
2014,GHA,1.494,,,,
2015,GHA,1.35582,,,,
2016,GHA,1.60953,,,,
2017,GHA,1.52031,,,,
2018,GHA,1.59037,,,,
2019,GHA,1.60865,,,,
2020,GHA,1.62693,,,,
1970,GIN,0.051376,,,,
1971,GIN,0.05401,,,,
1972,GIN,0.05856,,,,
1973,GIN,0.060625,,,,
1974,GIN,0.060732,,,,
1975,GIN,0.060228,,,,
1976,GIN,0.0627,,,,
1977,GIN,0.065608,,,,
1978,GIN,0.069412,,,,
1979,GIN,0.070832,,,,
1980,GIN,0.070376,,,,
1981,GIN,0.070227,,,,
1982,GIN,0.069768,,,,
1983,GIN,0.071416,,,,
1984,GIN,0.073187,,,,
1985,GIN,0.073425,,,,
1986,GIN,0.076908,,,,
1987,GIN,0.079716,,,,
1988,GIN,0.08439,,,,
1989,GIN,0.086631,,,,
1990,GIN,0.086456,,,,
1991,GIN,0.087756,,,,
1992,GIN,0.09095,,,,
1993,GIN,0.095824,,,,
1994,GIN,0.101943,,,,
1995,GIN,0.106513,,,,
1996,GIN,0.1092,,,,
1997,GIN,0.10894,,,,
1998,GIN,0.115786,,,,
1999,GIN,0.123849,,,,
2000,GIN,0.1245,,,,
2001,GIN,0.13104,,,,
2002,GIN,0.14976,,,,
2003,GIN,0.14976,,,,
2004,GIN,0.15012,,,,
2008,GIN,0.143256,,,,
2009,GIN,0.105492,,,,
2010,GIN,0.086268,,,,
2011,GIN,0.12921,,,,
2012,GIN,0.112218,,,,
2013,GIN,0.127803,,,,
2014,GIN,0.14442,,,,
2015,GIN,0.177,,,,
2016,GIN,0.201191,,,,
2017,GIN,0.200041,,,,
2018,GIN,0.206748,,,,
2019,GIN,0.209124,,,,
2020,GIN,0.211501,,,,
1970,GLP,0.053352,,,,
1971,GLP,0.056465,,,,
1972,GLP,0.061614,,,,
1973,GLP,0.063666,,,,
1974,GLP,0.063888,,,,
1975,GLP,0.063492,,,,
1976,GLP,0.065964,,,,
1977,GLP,0.069496,,,,
1978,GLP,0.072842,,,,
1979,GLP,0.074889,,,,
1980,GLP,0.074412,,,,
1981,GLP,0.0744,,,,
1982,GLP,0.07408,,,,
1983,GLP,0.09706,,,,
1984,GLP,0.085916,,,,
1985,GLP,0.08827,,,,
1986,GLP,0.089044,,,,
1987,GLP,0.099678,,,,
1988,GLP,0.107486,,,,
1989,GLP,0.09546,,,,
1990,GLP,0.128331,,,,
1991,GLP,0.147804,,,,
1992,GLP,0.125852,,,,
1993,GLP,0.117576,,,,
1994,GLP,0.119143,,,,
1995,GLP,0.09568,,,,
1996,GLP,0.09453,,,,
1997,GLP,0.09338,,,,
1998,GLP,0.09223,,,,
1999,GLP,0.09108,,,,
2000,GLP,0.08993,,,,
2001,GLP,0.10282,,,,
2002,GLP,0.08855,,,,
2003,GLP,0.08786,,,,
2004,GLP,0.08717,,,,
2005,GLP,0.09024,,,,
2006,GLP,0.08901,,,,
2007,GLP,0.08671,,,,
2008,GLP,0.1098,,,,
2009,GLP,0.111,,,,
2010,GLP,0.1119,,,,
2011,GLP,0.1146,,,,
2012,GLP,0.1122,,,,
2013,GLP,0.1152,,,,
2014,GLP,0.1152,,,,
2015,GLP,0.1158,,,,
2016,GLP,0.114247,,,,
2017,GLP,0.114275,,,,
2018,GLP,0.116901,,,,
2019,GLP,0.118244,,,,
2020,GLP,0.119588,,,,
1970,GRC,2.3959,,,,
1971,GRC,2.7146,,,,
1972,GRC,5.5518,,,,
1973,GRC,3.12984,,,,
1974,GRC,3.36258,,,,
1975,GRC,3.77944,,,,
1976,GRC,4.12528,,,,
1977,GRC,4.9714,,,,
1978,GRC,5.3475,,,,
1979,GRC,5.532,,,,
1980,GRC,5.6334,,,,
1981,GRC,6.0836,,,,
1982,GRC,5.9983,,,,
1983,GRC,6.3474,,,,
1984,GRC,5.994,,,,
1985,GRC,5.676,,,,
1986,GRC,5.4625,,,,
1987,GRC,5.1527,,,,
1988,GRC,5.504,,,,
1989,GRC,5.2398,,,,
1990,GRC,5.5413,,,,
1991,GRC,5.4912,,,,
1992,GRC,5.632,,,,
1993,GRC,5.6448,,,,
1994,GRC,5.6826,,,,
1995,GRC,6.1046,,,,
1996,GRC,6.1152,,,,
1997,GRC,6.15,,,,
1998,GRC,6.135,,,,
1999,GRC,6.116,,,,
2000,GRC,6.2785,,,,
2001,GRC,6.3048,,,,
2002,GRC,6.0775,,,,
2003,GRC,6.1028,,,,
2004,GRC,6.09,,,,
2005,GRC,6.4904,,,,
2006,GRC,6.3742,,,,
2007,GRC,6.2625,,,,
2008,GRC,5.9136,,,,
2009,GRC,4.5147,,,,
2010,GRC,4.12426,,,,
2011,GRC,2.37668,,,,
2012,GRC,3.04304,,,,
2013,GRC,3.594,,,,
2014,GRC,3.74707,,,,
2015,GRC,3.27918,,,,
2016,GRC,4.81984,,,,
2017,GRC,4.85482,,,,
2018,GRC,4.98221,,,,
2019,GRC,3.34314,,,,
2020,GRC,3.38113,,,,
1970,GTM,0.114114,,,,
1971,GTM,0.115385,,,,
1972,GTM,0.126651,,,,
1973,GTM,0.153576,,,,
1974,GTM,0.15004,,,,
1975,GTM,0.164021,,,,
1976,GTM,0.21271,,,,
1977,GTM,0.233716,,,,
1978,GTM,0.243595,,,,
1979,GTM,0.270354,,,,
1980,GTM,0.266292,,,,
1981,GTM,0.23901,,,,
1982,GTM,0.283819,,,,
1983,GTM,0.22586,,,,
1984,GTM,0.207935,,,,
1985,GTM,0.26117,,,,
1986,GTM,0.62828,,,,
1987,GTM,0.56574,,,,
1988,GTM,0.39248,,,,
1989,GTM,0.41514,,,,
1990,GTM,0.395577,,,,
1991,GTM,0.38804,,,,
1992,GTM,0.283598,,,,
1993,GTM,0.43452,,,,
1994,GTM,0.48836,,,,
1995,GTM,0.52416,,,,
1996,GTM,0.44799,,,,
1997,GTM,0.51968,,,,
1998,GTM,0.6015,,,,
1999,GTM,0.6336,,,,
2000,GTM,0.6256,,,,
2001,GTM,0.776,,,,
2002,GTM,0.693,,,,
2003,GTM,0.6876,,,,
2004,GTM,0.6822,,,,
2005,GTM,0.9024,,,,
2006,GTM,0.9675,,,,
2007,GTM,0.9425,,,,
2008,GTM,0.915,,,,
2009,GTM,0.555,,,,
2010,GTM,1.04216,,,,
2011,GTM,1.0887,,,,
2012,GTM,1.07712,,,,
2013,GTM,1.14048,,,,
2014,GTM,1.344,,,,
2015,GTM,1.351,,,,
2016,GTM,1.37097,,,,
2017,GTM,1.40939,,,,
2018,GTM,1.43298,,,,
2019,GTM,1.44945,,,,
2020,GTM,1.46592,,,,
1996,GUF,0.019708,,,,
1997,GUF,0.019176,,,,
1998,GUF,0.032736,,,,
1999,GUF,0.032384,,,,
2000,GUF,0.03212,,,,
2001,GUF,0.021228,,,,
2002,GUF,0.022816,,,,
2003,GUF,0.02214,,,,
2004,GUF,0.0222,,,,
2005,GUF,0.02232,,,,
2006,GUF,0.0222,,,,
2007,GUF,0.02274,,,,
2008,GUF,0.023188,,,,
2009,GUF,0.023188,,,,
2010,GUF,0.032485,,,,
2011,GUF,0.03168,,,,
2012,GUF,0.0362,,,,
2013,GUF,0.031114,,,,
2014,GUF,0.027579,,,,
2015,GUF,0.024472,,,,
2016,GUF,0.0328171,,,,
2017,GUF,0.0301636,,,,
2018,GUF,0.0301926,,,,
2019,GUF,0.0305396,,,,
2020,GUF,0.0308866,,,,
2014,GUY,0.000634,,,,
2015,GUY,0.0322,,,,
2016,GUY,0.144251,,,,
2017,GUY,0.150818,,,,
2018,GUY,0.154737,,,,
2019,GUY,0.156516,,,,
2020,GUY,0.158294,,,,
1970,HKG,0.21242,,,,
1971,HKG,0.250368,,,,
1972,HKG,0.197472,,,,
1973,HKG,0.210798,,,,
1974,HKG,0.270083,,,,
1975,HKG,0.2691,,,,
1976,HKG,0.354195,,,,
1977,HKG,0.47174,,,,
1978,HKG,0.56048,,,,
1979,HKG,0.57216,,,,
1980,HKG,0.65858,,,,
1981,HKG,0.66424,,,,
1982,HKG,0.62064,,,,
1983,HKG,0.73272,,,,
1984,HKG,0.77885,,,,
1985,HKG,0.7636,,,,
1986,HKG,0.9184,,,,
1987,HKG,0.90315,,,,
1988,HKG,0.87381,,,,
1989,HKG,0.84316,,,,
1990,HKG,0.70409,,,,
1991,HKG,0.65352,,,,
1992,HKG,0.6396,,,,
1993,HKG,0.66861,,,,
1994,HKG,0.75463,,,,
1995,HKG,0.74872,,,,
1996,HKG,0.79779,,,,
1997,HKG,0.75849,,,,
1998,HKG,0.60676,,,,
1999,HKG,0.54905,,,,
2000,HKG,0.5056,,,,
2001,HKG,0.50048,,,,
2002,HKG,0.46706,,,,
2003,HKG,0.45339,,,,
2004,HKG,0.39208,,,,
2005,HKG,0.37572,,,,
2006,HKG,0.37067,,,,
2007,HKG,0.365,,,,
2008,HKG,0.51194,,,,
2009,HKG,0.38304,,,,
2010,HKG,0.480669,,,,
2011,HKG,0.502599,,,,
2012,HKG,0.5226,,,,
2013,HKG,0.737256,,,,
2014,HKG,0.7885,,,,
2015,HKG,0.7885,,,,
2016,HKG,0.780854,,,,
2017,HKG,0.821321,,,,
2018,HKG,0.848998,,,,
2019,HKG,0.858757,,,,
2020,HKG,0.868516,,,,
1970,HND,0.079534,,,,
1971,HND,0.079542,,,,
1972,HND,0.095355,,,,
1973,HND,0.114696,,,,
1974,HND,0.10406,,,,
1975,HND,0.130351,,,,
1976,HND,0.111852,,,,
1977,HND,0.087584,,,,
1978,HND,0.097438,,,,
1979,HND,0.096555,,,,
1980,HND,0.145548,,,,
1981,HND,0.142755,,,,
1982,HND,0.128714,,,,
1983,HND,0.2231,,,,
1984,HND,0.168176,,,,
1985,HND,0.15834,,,,
1986,HND,0.16272,,,,
1987,HND,0.168375,,,,
1988,HND,0.119528,,,,
1989,HND,0.142524,,,,
1990,HND,0.143766,,,,
1991,HND,0.175272,,,,
1992,HND,0.16809,,,,
1993,HND,0.156768,,,,
1994,HND,0.154928,,,,
1995,HND,0.152256,,,,
1996,HND,0.391272,,,,
1997,HND,0.39788,,,,
1998,HND,0.359296,,,,
1999,HND,0.38808,,,,
2000,HND,0.4301,,,,
2001,HND,0.51216,,,,
2002,HND,0.5236,,,,
2003,HND,0.5348,,,,
2004,HND,0.6822,,,,
2005,HND,0.51888,,,,
2006,HND,0.6966,,,,
2007,HND,0.6786,,,,
2008,HND,0.65148,,,,
2009,HND,0.666,,,,
2010,HND,0.5968,,,,
2011,HND,0.61884,,,,
2012,HND,0.64702,,,,
2013,HND,0.6528,,,,
2014,HND,0.6528,,,,
2015,HND,0.6562,,,,
2016,HND,0.647401,,,,
2017,HND,0.647557,,,,
2018,HND,0.678778,,,,
2019,HND,0.68658,,,,
2020,HND,0.694383,,,,
1970,HRV,0.68172,,,,
1971,HRV,0.75795,,,,
1972,HRV,0.873,,,,
1973,HRV,0.9312,,,,
1974,HRV,0.988,,,,
1975,HRV,1.04091,,,,
1976,HRV,1.11374,,,,
1977,HRV,1.15711,,,,
1978,HRV,1.24304,,,,
1979,HRV,1.33792,,,,
1980,HRV,1.35888,,,,
1981,HRV,1.35558,,,,
1982,HRV,1.6425,,,,
1983,HRV,1.4973,,,,
1984,HRV,1.376,,,,
1985,HRV,1.46625,,,,
1986,HRV,1.40193,,,,
1987,HRV,1.36032,,,,
1988,HRV,1.27308,,,,
1989,HRV,1.1832,,,,
1990,HRV,1.07198,,,,
1991,HRV,0.696,,,,
1992,HRV,0.8142,,,,
1993,HRV,0.67872,,,,
1994,HRV,0.824,,,,
1995,HRV,0.62244,,,,
1996,HRV,0.67896,,,,
1997,HRV,0.79662,,,,
1998,HRV,0.8579,,,,
1999,HRV,1.11923,,,,
2000,HRV,1.23975,,,,
2001,HRV,1.42675,,,,
2002,HRV,1.4027,,,,
2003,HRV,1.39795,,,,
2004,HRV,1.48209,,,,
2005,HRV,1.52076,,,,
2006,HRV,1.6164,,,,
2007,HRV,1.64422,,,,
2008,HRV,1.5572,,,,
2009,HRV,1.2702,,,,
2010,HRV,1.20668,,,,
2011,HRV,1.07808,,,,
2012,HRV,1.03008,,,,
2013,HRV,1.14248,,,,
2014,HRV,1.15119,,,,
2015,HRV,1.07172,,,,
2016,HRV,1.05335,,,,
2017,HRV,1.15503,,,,
2018,HRV,0.93321,,,,
2019,HRV,1.18166,,,,
2020,HRV,1.19509,,,,
1970,HTI,0.03211,,,,
1971,HTI,0.036825,,,,
1972,HTI,0.043521,,,,
1973,HTI,0.061236,,,,
1974,HTI,0.066792,,,,
1975,HTI,0.069264,,,,
1976,HTI,0.117588,,,,
1977,HTI,0.127568,,,,
1978,HTI,0.116831,,,,
1979,HTI,0.091845,,,,
1980,HTI,0.113724,,,,
1981,HTI,0.106485,,,,
1982,HTI,0.098619,,,,
1983,HTI,0.10764,,,,
1984,HTI,0.107395,,,,
1985,HTI,0.124215,,,,
1986,HTI,0.111644,,,,
1987,HTI,0.113597,,,,
1988,HTI,0.11819,,,,
1989,HTI,0.099012,,,,
1990,HTI,0.07938,,,,
1991,HTI,0.091996,,,,
1992,HTI,0.093096,,,,
1993,HTI,0.097128,,,,
1994,HTI,0.095988,,,,
1995,HTI,0.094848,,,,
1996,HTI,0.092475,,,,
1997,HTI,0.09135,,,,
1998,HTI,0.090225,,,,
1999,HTI,0.0891,,,,
2000,HTI,0.087975,,,,
2001,HTI,0.079152,,,,
2002,HTI,0.11165,,,,
2003,HTI,0.1146,,,,
2004,HTI,0.1137,,,,
2005,HTI,0.1128,,,,
2006,HTI,0.1161,,,,
2007,HTI,0.1131,,,,
2008,HTI,0.1098,,,,
2009,HTI,0.111,,,,
2010,HTI,0.1119,,,,
2011,HTI,0.1146,,,,
2012,HTI,0.02805,,,,
2013,HTI,0.0384,,,,
2014,HTI,0.0768,,,,
2015,HTI,0.0772,,,,
2016,HTI,0.0761648,,,,
2017,HTI,0.0761832,,,,
2018,HTI,0.0754198,,,,
2019,HTI,0.0762868,,,,
2020,HTI,0.0771537,,,,
1970,HUN,1.36838,,,,
1971,HUN,1.3279,,,,
1972,HUN,1.44639,,,,
1973,HUN,1.64703,,,,
1974,HUN,1.64776,,,,
1975,HUN,1.78976,,,,
1976,HUN,2.0296,,,,
1977,HUN,2.16678,,,,
1978,HUN,2.2134,,,,
1979,HUN,2.24046,,,,
1980,HUN,2.13428,,,,
1981,HUN,2.10656,,,,
1982,HUN,1.97087,,,,
1983,HUN,1.89952,,,,
1984,HUN,1.8426,,,,
1985,HUN,1.62288,,,,
1986,HUN,1.6863,,,,
1987,HUN,1.80525,,,,
1988,HUN,1.66797,,,,
1989,HUN,1.65208,,,,
1990,HUN,1.67025,,,,
1991,HUN,1.07525,,,,
1992,HUN,0.82656,,,,
1993,HUN,0.99176,,,,
1994,HUN,1.14948,,,,
1995,HUN,1.152,,,,
1996,HUN,1.05875,,,,
1997,HUN,1.13524,,,,
1998,HUN,1.176,,,,
1999,HUN,1.18008,,,,
2000,HUN,1.31535,,,,
2001,HUN,1.311,,,,
2002,HUN,1.39698,,,,
2003,HUN,1.39944,,,,
2004,HUN,1.29645,,,,
2005,HUN,1.22331,,,,
2006,HUN,1.31688,,,,
2007,HUN,1.33835,,,,
2008,HUN,1.28148,,,,
2009,HUN,0.98069,,,,
2010,HUN,0.745464,,,,
2011,HUN,0.577654,,,,
2012,HUN,0.69377,,,,
2013,HUN,0.529764,,,,
2014,HUN,0.54162,,,,
2015,HUN,0.62172,,,,
2016,HUN,0.456404,,,,
2017,HUN,0.5919,,,,
2018,HUN,0.595465,,,,
2019,HUN,0.595465,,,,
2020,HUN,0.602233,,,,
1970,IDN,0.25441,,,,
1971,IDN,0.240578,,,,
1972,IDN,0.294424,,,,
1973,IDN,0.36556,,,,
1974,IDN,0.410514,,,,
1975,IDN,0.53352,,,,
1976,IDN,0.89414,,,,
1977,IDN,1.2597,,,,
1978,IDN,1.8031,,,,
1979,IDN,2.18842,,,,
1980,IDN,2.59844,,,,
1981,IDN,2.82568,,,,
1982,IDN,2.88585,,,,
1983,IDN,4.0095,,,,
1984,IDN,4.40055,,,,
1985,IDN,4.93024,,,,
1986,IDN,5.6048,,,,
1987,IDN,5.8646,,,,
1988,IDN,6.0137,,,,
1989,IDN,7.8029,,,,
1990,IDN,7.968,,,,
1991,IDN,8.1324,,,,
1992,IDN,7.098,,,,
1993,IDN,10.0156,,,,
1994,IDN,12.6936,,,,
1995,IDN,12.012,,,,
1996,IDN,12.8904,,,,
1997,IDN,14.5475,,,,
1998,IDN,11.8859,,,,
1999,IDN,12.8582,,,,
2000,IDN,15.0676,,,,
2001,IDN,16.6203,,,,
2002,IDN,17.992,,,,
2003,IDN,18.0695,,,,
2004,IDN,17.892,,,,
2005,IDN,16.4754,,,,
2006,IDN,17.36,,,,
2007,IDN,18.108,,,,
2008,IDN,18.172,,,,
2009,IDN,16.9371,,,,
2010,IDN,16.9369,,,,
2011,IDN,19,,,,
2012,IDN,20.94,,,,
2013,IDN,21.8257,,,,
2014,IDN,21.9661,,,,
2015,IDN,23.2218,,,,
2016,IDN,26.0877,,,,
2017,IDN,29.2928,,,,
2018,IDN,30.8041,,,,
2019,IDN,28.674,,,,
2020,IDN,29.9029,,,,
1970,IND,6.916,,,,
1971,IND,7.301,,,,
1972,IND,7.6946,,,,
1973,IND,7.245,,,,
1974,IND,6.8497,,,,
1975,IND,7.7588,,,,
1976,IND,8.732,,,,
1977,IND,9.0048,,,,
1978,IND,9.114,,,,
1979,IND,8.4363,,,,
1980,IND,8.1524,,,,
1981,IND,9.4886,,,,
1982,IND,10.2377,,,,
1983,IND,11.3344,,,,
1984,IND,13.098,,,,
1985,IND,14.112,,,,
1986,IND,15.33,,,,
1987,IND,16.1385,,,,
1988,IND,17.7141,,,,
1989,IND,18.9176,,,,
1990,IND,19.635,,,,
1991,IND,22.1,,,,
1992,IND,19.8891,,,,
1993,IND,22.344,,,,
1994,IND,25.4616,,,,
1995,IND,26.76,,,,
1996,IND,28.875,,,,
1997,IND,32.32,,,,
1998,IND,33.32,,,,
1999,IND,35.64,,,,
2000,IND,37.525,,,,
2001,IND,39.9,,,,
2002,IND,45.77,,,,
2003,IND,48.216,,,,
2004,IND,50.31,,,,
2005,IND,52.635,,,,
2006,IND,56.64,,,,
2007,IND,64.09,,,,
2008,IND,66.97,,,,
2009,IND,71.545,,,,
2010,IND,76.78,,,,
2011,IND,81.84,,,,
2012,IND,100.17,,,,
2013,IND,103.04,,,,
2014,IND,93.1112,,,,
2015,IND,97.524,,,,
2016,IND,103.141,,,,
2017,IND,102.162,,,,
2018,IND,108.126,,,,
2019,IND,122.574,,,,
2020,IND,121.542,,,,
1970,IRL,0.428792,,,,
1971,IRL,0.74745,,,,
1972,IRL,0.72912,,,,
1973,IRL,0.78029,,,,
1974,IRL,0.83166,,,,
1975,IRL,0.77844,,,,
1976,IRL,0.785,,,,
1977,IRL,0.79158,,,,
1978,IRL,0.90862,,,,
1979,IRL,1.03618,,,,
1980,IRL,0.91224,,,,
1981,IRL,0.9797,,,,
1982,IRL,0.81972,,,,
1983,IRL,0.75543,,,,
1984,IRL,0.70104,,,,
1985,IRL,0.74314,,,,
1986,IRL,0.6375,,,,
1987,IRL,0.74095,,,,
1988,IRL,0.86528,,,,
1989,IRL,0.83106,,,,
1990,IRL,0.83782,,,,
1991,IRL,0.7408,,,,
1992,IRL,0.7136,,,,
1993,IRL,0.6896,,,,
1994,IRL,0.81375,,,,
1995,IRL,0.8325,,,,
1996,IRL,0.93219,,,,
1997,IRL,1.0857,,,,
1998,IRL,1.004,,,,
1999,IRL,1.10409,,,,
2000,IRL,1.61654,,,,
2001,IRL,1.7595,,,,
2002,IRL,1.7762,,,,
2003,IRL,2.06437,,,,
2004,IRL,2.228,,,,
2005,IRL,2.286,,,,
2006,IRL,2.28582,,,,
2007,IRL,2.31,,,,
2008,IRL,2.02499,,,,
2009,IRL,1.2684,,,,
2010,IRL,1.06817,,,,
2011,IRL,0.937938,,,,
2012,IRL,1.1381,,,,
2013,IRL,1.074,,,,
2014,IRL,1.5334,,,,
2015,IRL,1.87144,,,,
2016,IRL,2.1117,,,,
2017,IRL,2.22667,,,,
2018,IRL,2.40371,,,,
2019,IRL,1.80049,,,,
2020,IRL,1.82096,,,,
1970,IRN,1.27452,,,,
1971,IRN,1.4079,,,,
1972,IRN,1.67466,,,,
1973,IRN,1.7043,,,,
1974,IRN,2.28722,,,,
1975,IRN,2.67748,,,,
1976,IRN,2.94424,,,,
1977,IRN,3.12208,,,,
1978,IRN,3.08256,,,,
1979,IRN,4.0014,,,,
1980,IRN,4.00634,,,,
1981,IRN,4.60408,,,,
1982,IRN,4.9894,,,,
1983,IRN,5.2858,,,,
1984,IRN,5.9774,,,,
1985,IRN,5.928,,,,
1986,IRN,6.0268,,,,
1987,IRN,6.3726,,,,
1988,IRN,5.8786,,,,
1989,IRN,6.2244,,,,
1990,IRN,7.1136,,,,
1991,IRN,6.804,,,,
1992,IRN,7.1222,,,,
1993,IRN,7.52,,,,
1994,IRN,7.408,,,,
1995,IRN,7.28,,,,
1996,IRN,8.2248,,,,
1997,IRN,8.4727,,,,
1998,IRN,9.1803,,,,
1999,IRN,9.3483,,,,
2000,IRN,9.9185,,,,
2001,IRN,11.1188,,,,
2002,IRN,12.0692,,,,
2003,IRN,12.9625,,,,
2004,IRN,13.7816,,,,
2005,IRN,14.0937,,,,
2006,IRN,14.7907,,,,
2007,IRN,17.343,,,,
2008,IRN,19.8912,,,,
2009,IRN,21.95,,,,
2010,IRN,26.779,,,,
2011,IRN,27.588,,,,
2012,IRN,29.9968,,,,
2013,IRN,27.2052,,,,
2014,IRN,26.2798,,,,
2015,IRN,23.44,,,,
2016,IRN,24.191,,,,
2017,IRN,24.3248,,,,
2018,IRN,25.5966,,,,
2019,IRN,26.4793,,,,
2020,IRN,26.4793,,,,
1970,IRQ,0.76076,,,,
1971,IRQ,0.91884,,,,
1972,IRQ,0.9386,,,,
1973,IRQ,0.8892,,,,
1974,IRQ,0.8892,,,,
1975,IRQ,1.18066,,,,
1976,IRQ,1.34862,,,,
1977,IRQ,1.56598,,,,
1978,IRQ,2.2724,,,,
1979,IRQ,2.5194,,,,
1980,IRQ,2.717,,,,
1981,IRQ,2.7664,,,,
1982,IRQ,2.7664,,,,
1983,IRQ,2.7664,,,,
1984,IRQ,3.952,,,,
1985,IRQ,3.952,,,,
1986,IRQ,3.94706,,,,
1987,IRQ,4.83132,,,,
1988,IRQ,4.52504,,,,
1989,IRQ,6.175,,,,
1990,IRQ,6.422,,,,
1991,IRQ,2.43,,,,
1992,IRQ,1.1711,,,,
1993,IRQ,5.64,,,,
1994,IRQ,6.945,,,,
1995,IRQ,8.19,,,,
1996,IRQ,0.7152,,,,
1997,IRQ,0.7463,,,,
1998,IRQ,0.862,,,,
1999,IRQ,0.846,,,,
2000,IRQ,0.83,,,,
2001,IRQ,2.508,,,,
2002,IRQ,2.88226,,,,
2003,IRQ,0.8075,,,,
2004,IRQ,1.07,,,,
2005,IRQ,1.293,,,,
2006,IRQ,1.4665,,,,
2007,IRQ,1.9035,,,,
2008,IRQ,2.8896,,,,
2009,IRQ,3.073,,,,
2010,IRQ,3.512,,,,
2011,IRQ,4.18,,,,
2012,IRQ,4.27,,,,
2013,IRQ,4.752,,,,
2014,IRQ,3.546,,,,
2015,IRQ,4,,,,
2016,IRQ,4.39837,,,,
2017,IRQ,4.4227,,,,
2018,IRQ,4.41321,,,,
2019,IRQ,4.46392,,,,
2020,IRQ,4.51467,,,,
1970,ISL,0.04199,,,,
1971,ISL,0.0563316,,,,
1972,ISL,0.0631384,,,,
1973,ISL,0.0645237,,,,
1974,ISL,0.0739908,,,,
1975,ISL,0.0776048,,,,
1976,ISL,0.0675418,,,,
1977,ISL,0.0646183,,,,
1978,ISL,0.0617365,,,,
1979,ISL,0.0579831,,,,
1980,ISL,0.0592644,,,,
1981,ISL,0.0515971,,,,
1982,ISL,0.0569525,,,,
1983,ISL,0.0529455,,,,
1984,ISL,0.049873,,,,
1985,ISL,0.0507492,,,,
1986,ISL,0.0494528,,,,
1987,ISL,0.0541395,,,,
1988,ISL,0.0566238,,,,
1989,ISL,0.048585,,,,
1990,ISL,0.0473222,,,,
1991,ISL,0.0438341,,,,
1992,ISL,0.0411951,,,,
1993,ISL,0.035292,,,,
1994,ISL,0.0331123,,,,
1995,ISL,0.0333917,,,,
1996,ISL,0.0356961,,,,
1997,ISL,0.04081,,,,
1998,ISL,0.0474928,,,,
1999,ISL,0.0525183,,,,
2000,ISL,0.0575028,,,,
2001,ISL,0.049566,,,,
2002,ISL,0.0326796,,,,
2003,ISL,0.035184,,,,
2004,ISL,0.0349323,,,,
2005,ISL,0.0508647,,,,
2006,ISL,0.0529991,,,,
2007,ISL,0.0345839,,,,
2008,ISL,0.0531137,,,,
2009,ISL,0.0526934,,,,
2010,ISL,0.0558011,,,,
2011,ISL,0.053699,,,,
2012,ISL,0.0588051,,,,
1970,ISR,0.68172,,,,
1971,ISR,0.6916,,,,
1972,ISR,0.7657,,,,
1973,ISR,0.62244,,,,
1974,ISR,0.8892,,,,
1975,ISR,1.08186,,,,
1976,ISR,1.01764,,,,
1977,ISR,0.96824,,,,
1978,ISR,0.988,,,,
1979,ISR,0.94848,,,,
1980,ISR,1.03246,,,,
1981,ISR,1.16584,,,,
1982,ISR,1.08186,,,,
1983,ISR,1.01764,,,,
1984,ISR,0.93366,,,,
1985,ISR,0.7904,,,,
1986,ISR,0.80028,,,,
1987,ISR,1.10162,,,,
1988,ISR,1.15102,,,,
