year,year_max,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2016,2019,AIA,Liberated ,0.001170704,,,,
2004,2007,AIA,Stable ,0.001170726,,,,
2008,2011,AIA,Stable ,0.000658533,,,,
2012,2015,AIA,Stable ,0.001170727,,,,
2016,2019,AIA,Stable ,0.005998937,,,,
2000,2003,ALB,Total ,300.2456661,,,,
2004,2007,ALB,Total ,269.9468211,,,,
2008,2011,ALB,Total ,260.6012343,,,,
2012,2015,ALB,Total ,254.9294163,,,,
2016,2019,ALB,Total ,243.4149833,,,,
2004,2007,ALB,Expansion,15.39273656,,,,
2008,2011,ALB,Expansion,21.9843008,,,,
2012,2015,ALB,Expansion,25.25005738,,,,
2016,2019,ALB,Expansion,28.80295462,,,,
2004,2007,ALB,Liberated ,45.69158163,,,,
2008,2011,ALB,Liberated ,61.62873269,,,,
2012,2015,ALB,Liberated ,70.56630722,,,,
2016,2019,ALB,Liberated ,85.63363749,,,,
2004,2007,ALB,Stable ,254.5540845,,,,
2008,2011,ALB,Stable ,238.6169335,,,,
2012,2015,ALB,Stable ,229.6793589,,,,
2016,2019,ALB,Stable ,214.6120287,,,,
2000,2003,AND,Total ,0.076692345,,,,
2004,2007,AND,Total ,0.069100588,,,,
2008,2011,AND,Total ,0.064591197,,,,
2012,2015,AND,Total ,0.059172137,,,,
2016,2019,AND,Total ,0.057404675,,,,
2004,2007,AND,Expansion,0.005590618,,,,
2008,2011,AND,Expansion,0.006104005,,,,
2012,2015,AND,Expansion,0.004506999,,,,
2016,2019,AND,Expansion,0.005364031,,,,
2004,2007,AND,Liberated ,0.013182374,,,,
2008,2011,AND,Liberated ,0.018205153,,,,
2012,2015,AND,Liberated ,0.022027207,,,,
2016,2019,AND,Liberated ,0.024651701,,,,
2004,2007,AND,Stable ,0.06350997,,,,
2008,2011,AND,Stable ,0.058487192,,,,
2012,2015,AND,Stable ,0.054665138,,,,
2016,2019,AND,Stable ,0.052040643,,,,
2000,2003,ARE,Total ,38.63570386,,,,
2004,2007,ARE,Total ,8.396657976,,,,
2008,2011,ARE,Total ,7.000648749,,,,
2012,2015,ARE,Total ,8.753745592,,,,
2016,2019,ARE,Total ,10.99119563,,,,
2004,2007,ARE,Expansion,0.793336948,,,,
2008,2011,ARE,Expansion,1.84289552,,,,
2012,2015,ARE,Expansion,5.209537964,,,,
2016,2019,ARE,Expansion,7.471234245,,,,
2004,2007,ARE,Liberated ,31.03238283,,,,
2008,2011,ARE,Liberated ,33.47795063,,,,
2012,2015,ARE,Liberated ,35.09149623,,,,
2016,2019,ARE,Liberated ,35.11574247,,,,
2004,2007,ARE,Stable ,7.603321028,,,,
2008,2011,ARE,Stable ,5.157753229,,,,
2012,2015,ARE,Stable ,3.544207628,,,,
2016,2019,ARE,Stable ,3.519961388,,,,
2000,2003,ARG,Total ,37695.13515,,,,
2004,2007,ARG,Total ,41071.41811,,,,
2008,2011,ARG,Total ,43333.91933,,,,
2012,2015,ARG,Total ,44310.82693,,,,
2016,2019,ARG,Total ,43358.31443,,,,
2004,2007,ARG,Expansion,4429.059022,,,,
2008,2011,ARG,Expansion,7214.798331,,,,
2012,2015,ARG,Expansion,8478.415084,,,,
2016,2019,ARG,Expansion,8682.54433,,,,
2004,2007,ARG,Liberated ,1052.77606,,,,
2008,2011,ARG,Liberated ,1576.014155,,,,
2012,2015,ARG,Liberated ,1862.7233,,,,
2016,2019,ARG,Liberated ,3019.365054,,,,
2004,2007,ARG,Stable ,36642.35909,,,,
2008,2011,ARG,Stable ,36119.121,,,,
2012,2015,ARG,Stable ,35832.41185,,,,
2016,2019,ARG,Stable ,34675.7701,,,,
2000,2003,ARM,Total ,302.887477,,,,
2004,2007,ARM,Total ,283.6601878,,,,
2008,2011,ARM,Total ,289.9673754,,,,
2012,2015,ARM,Total ,327.4456639,,,,
2016,2019,ARM,Total ,366.8768855,,,,
2004,2007,ARM,Expansion,38.5060899,,,,
2008,2011,ARM,Expansion,59.00694009,,,,
2012,2015,ARM,Expansion,89.16209458,,,,
2016,2019,ARM,Expansion,127.6293722,,,,
2004,2007,ARM,Liberated ,57.73337918,,,,
2008,2011,ARM,Liberated ,71.92704176,,,,
2012,2015,ARM,Liberated ,64.6039077,,,,
2016,2019,ARM,Liberated ,63.63996376,,,,
2004,2007,ARM,Stable ,245.1540979,,,,
2008,2011,ARM,Stable ,230.9604353,,,,
2012,2015,ARM,Stable ,238.2835693,,,,
2016,2019,ARM,Stable ,239.2475133,,,,
2000,2003,ATG,Total ,0.161630138,,,,
2004,2007,ATG,Total ,0.135803468,,,,
2008,2011,ATG,Total ,0.141833878,,,,
2012,2015,ATG,Total ,0.242534834,,,,
2016,2019,ATG,Total ,1.316979267,,,,
2004,2007,ATG,Expansion,0.070880075,,,,
2008,2011,ATG,Expansion,0.098112718,,,,
2012,2015,ATG,Expansion,0.201758299,,,,
2016,2019,ATG,Expansion,1.271270771,,,,
2004,2007,ATG,Liberated ,0.096706745,,,,
2008,2011,ATG,Liberated ,0.117908979,,,,
2012,2015,ATG,Liberated ,0.120853604,,,,
2016,2019,ATG,Liberated ,0.115921642,,,,
2004,2007,ATG,Stable ,0.064923393,,,,
2008,2011,ATG,Stable ,0.043721159,,,,
2012,2015,ATG,Stable ,0.040776534,,,,
2016,2019,ATG,Stable ,0.045708496,,,,
2000,2003,AUS,Total ,42367.95832,,,,
2004,2007,AUS,Total ,43412.54155,,,,
2008,2011,AUS,Total ,43602.69442,,,,
2012,2015,AUS,Total ,44705.91268,,,,
2016,2019,AUS,Total ,45469.54178,,,,
2004,2007,AUS,Expansion,2411.736908,,,,
2008,2011,AUS,Expansion,3455.701953,,,,
2012,2015,AUS,Expansion,4418.982979,,,,
2016,2019,AUS,Expansion,4912.776994,,,,
2004,2007,AUS,Liberated ,1367.15368,,,,
2008,2011,AUS,Liberated ,2220.965852,,,,
2012,2015,AUS,Liberated ,2081.028616,,,,
2016,2019,AUS,Liberated ,1811.19354,,,,
2004,2007,AUS,Stable ,41000.80464,,,,
2008,2011,AUS,Stable ,40146.99247,,,,
2012,2015,AUS,Stable ,40286.92971,,,,
2016,2019,AUS,Stable ,40556.76478,,,,
2000,2003,AUT,Total ,1305.696854,,,,
2004,2007,AUT,Total ,1315.381451,,,,
2008,2011,AUT,Total ,1320.788037,,,,
2012,2015,AUT,Total ,1314.48052,,,,
2016,2019,AUT,Total ,1266.750709,,,,
2004,2007,AUT,Expansion,43.05790469,,,,
2008,2011,AUT,Expansion,68.18806647,,,,
2012,2015,AUT,Expansion,75.46331972,,,,
2016,2019,AUT,Expansion,74.94926551,,,,
2004,2007,AUT,Liberated ,33.37330774,,,,
2008,2011,AUT,Liberated ,53.09688366,,,,
2012,2015,AUT,Liberated ,66.67965378,,,,
2016,2019,AUT,Liberated ,113.8954113,,,,
2004,2007,AUT,Stable ,1272.323547,,,,
2008,2011,AUT,Stable ,1252.599971,,,,
2012,2015,AUT,Stable ,1239.017201,,,,
2016,2019,AUT,Stable ,1191.801443,,,,
2000,2003,AZE,Total ,1725.882143,,,,
2004,2007,AZE,Total ,1652.117292,,,,
2008,2011,AZE,Total ,1726.313565,,,,
2012,2015,AZE,Total ,1927.549339,,,,
2016,2019,AZE,Total ,2123.16996,,,,
2004,2007,AZE,Expansion,173.7211603,,,,
2008,2011,AZE,Expansion,300.4474243,,,,
2012,2015,AZE,Expansion,436.9483586,,,,
2016,2019,AZE,Expansion,627.3845006,,,,
2004,2007,AZE,Liberated ,247.4860104,,,,
2008,2011,AZE,Liberated ,300.0160017,,,,
2012,2015,AZE,Liberated ,235.2811621,,,,
2016,2019,AZE,Liberated ,230.0966832,,,,
2004,2007,AZE,Stable ,1478.396132,,,,
2008,2011,AZE,Stable ,1425.866141,,,,
2012,2015,AZE,Stable ,1490.60098,,,,
2016,2019,AZE,Stable ,1495.785459,,,,
2000,2003,BDI,Total ,284.9555932,,,,
2004,2007,BDI,Total ,292.9077406,,,,
2008,2011,BDI,Total ,315.1270635,,,,
2012,2015,BDI,Total ,348.9568365,,,,
2016,2019,BDI,Total ,408.5430254,,,,
2004,2007,BDI,Expansion,27.93462979,,,,
2008,2011,BDI,Expansion,55.68723353,,,,
2012,2015,BDI,Expansion,89.63193097,,,,
2016,2019,BDI,Expansion,148.1992464,,,,
2004,2007,BDI,Liberated ,19.98248246,,,,
2008,2011,BDI,Liberated ,25.51576326,,,,
2012,2015,BDI,Liberated ,25.63068773,,,,
2016,2019,BDI,Liberated ,24.61181419,,,,
2004,2007,BDI,Stable ,264.9731108,,,,
2008,2011,BDI,Stable ,259.43983,,,,
2012,2015,BDI,Stable ,259.3249055,,,,
2016,2019,BDI,Stable ,260.343779,,,,
2000,2003,BEL,Total ,878.6729297,,,,
2004,2007,BEL,Total ,887.9774235,,,,
2008,2011,BEL,Total ,898.4024878,,,,
2012,2015,BEL,Total ,916.2795162,,,,
2016,2019,BEL,Total ,933.1617968,,,,
2004,2007,BEL,Expansion,41.17718761,,,,
2008,2011,BEL,Expansion,67.8429102,,,,
2012,2015,BEL,Expansion,92.76355335,,,,
2016,2019,BEL,Expansion,122.718747,,,,
2004,2007,BEL,Liberated ,31.87269381,,,,
2008,2011,BEL,Liberated ,48.11335218,,,,
2012,2015,BEL,Liberated ,55.15696692,,,,
2016,2019,BEL,Liberated ,68.22987993,,,,
2004,2007,BEL,Stable ,846.8002359,,,,
2008,2011,BEL,Stable ,830.5595776,,,,
2012,2015,BEL,Stable ,823.5159628,,,,
2016,2019,BEL,Stable ,810.4430498,,,,
2000,2003,BEN,Total ,1851.117127,,,,
2004,2007,BEN,Total ,1915.007107,,,,
2008,2011,BEN,Total ,2101.486611,,,,
2012,2015,BEN,Total ,2381.862254,,,,
2016,2019,BEN,Total ,2698.070206,,,,
2004,2007,BEN,Expansion,345.2967501,,,,
2008,2011,BEN,Expansion,627.1101155,,,,
2012,2015,BEN,Expansion,958.1607004,,,,
2016,2019,BEN,Expansion,1316.196709,,,,
2004,2007,BEN,Liberated ,281.4067692,,,,
2008,2011,BEN,Liberated ,376.7406311,,,,
2012,2015,BEN,Liberated ,427.4155727,,,,
2016,2019,BEN,Liberated ,469.243629,,,,
2004,2007,BEN,Stable ,1569.710357,,,,
2008,2011,BEN,Stable ,1474.376495,,,,
2012,2015,BEN,Stable ,1423.701554,,,,
2016,2019,BEN,Stable ,1381.873498,,,,
2000,2003,BFA,Total ,2644.869933,,,,
2004,2007,BFA,Total ,2965.880059,,,,
2008,2011,BFA,Total ,3321.129305,,,,
2012,2015,BFA,Total ,3707.667451,,,,
2016,2019,BFA,Total ,4239.347835,,,,
2004,2007,BFA,Expansion,573.278692,,,,
2008,2011,BFA,Expansion,998.4583592,,,,
2012,2015,BFA,Expansion,1397.086283,,,,
2016,2019,BFA,Expansion,1933.140519,,,,
2004,2007,BFA,Liberated ,252.268566,,,,
2008,2011,BFA,Liberated ,322.1989871,,,,
2012,2015,BFA,Liberated ,334.2887637,,,,
2016,2019,BFA,Liberated ,338.662617,,,,
2004,2007,BFA,Stable ,2392.601367,,,,
2008,2011,BFA,Stable ,2322.670945,,,,
2012,2015,BFA,Stable ,2310.581169,,,,
2016,2019,BFA,Stable ,2306.207316,,,,
2000,2003,BGD,Total ,6581.330634,,,,
2004,2007,BGD,Total ,6628.059521,,,,
2008,2011,BGD,Total ,6620.416127,,,,
2012,2015,BGD,Total ,6657.839158,,,,
2016,2019,BGD,Total ,6545.124299,,,,
2004,2007,BGD,Expansion,290.4018878,,,,
2008,2011,BGD,Expansion,414.0896654,,,,
2012,2015,BGD,Expansion,528.0431254,,,,
2016,2019,BGD,Expansion,593.1983704,,,,
2004,2007,BGD,Liberated ,243.6730012,,,,
2008,2011,BGD,Liberated ,375.0041725,,,,
2012,2015,BGD,Liberated ,451.534602,,,,
2016,2019,BGD,Liberated ,629.4047059,,,,
2004,2007,BGD,Stable ,6337.657633,,,,
2008,2011,BGD,Stable ,6206.326462,,,,
2012,2015,BGD,Stable ,6129.796032,,,,
2016,2019,BGD,Stable ,5951.925928,,,,
2000,2003,BGR,Total ,3429.797659,,,,
2004,2007,BGR,Total ,3395.589056,,,,
2008,2011,BGR,Total ,3493.477408,,,,
2012,2015,BGR,Total ,3655.520137,,,,
2016,2019,BGR,Total ,3692.337244,,,,
2004,2007,BGR,Expansion,132.5363336,,,,
2008,2011,BGR,Expansion,257.2779412,,,,
2012,2015,BGR,Expansion,382.4427489,,,,
2016,2019,BGR,Expansion,450.506863,,,,
2004,2007,BGR,Liberated ,166.7449366,,,,
2008,2011,BGR,Liberated ,193.5981922,,,,
2012,2015,BGR,Liberated ,156.7202716,,,,
2016,2019,BGR,Liberated ,187.9672782,,,,
2004,2007,BGR,Stable ,3263.052723,,,,
2008,2011,BGR,Stable ,3236.199467,,,,
2012,2015,BGR,Stable ,3273.077388,,,,
2016,2019,BGR,Stable ,3241.830381,,,,
2000,2003,BHR,Total ,0.34014936,,,,
2004,2007,BHR,Total ,0.167837346,,,,
2008,2011,BHR,Total ,0.179128718,,,,
2012,2015,BHR,Total ,0.236599503,,,,
2016,2019,BHR,Total ,0.317430344,,,,
2004,2007,BHR,Expansion,0.024168243,,,,
2008,2011,BHR,Expansion,0.049443017,,,,
2012,2015,BHR,Expansion,0.10760561,,,,
2016,2019,BHR,Expansion,0.204493679,,,,
2004,2007,BHR,Liberated ,0.196480258,,,,
2008,2011,BHR,Liberated ,0.210463659,,,,
2012,2015,BHR,Liberated ,0.211155467,,,,
2016,2019,BHR,Liberated ,0.227212696,,,,
2004,2007,BHR,Stable ,0.143669103,,,,
2008,2011,BHR,Stable ,0.129685701,,,,
2012,2015,BHR,Stable ,0.128993893,,,,
2016,2019,BHR,Stable ,0.112936665,,,,
2000,2003,BHS,Total ,1.340022729,,,,
2004,2007,BHS,Total ,1.191556824,,,,
2008,2011,BHS,Total ,1.181019332,,,,
2012,2015,BHS,Total ,1.076897702,,,,
2016,2019,BHS,Total ,1.210761506,,,,
2004,2007,BHS,Expansion,0.459917561,,,,
2008,2011,BHS,Expansion,0.550938733,,,,
2012,2015,BHS,Expansion,0.508340045,,,,
2016,2019,BHS,Expansion,0.647475901,,,,
2004,2007,BHS,Liberated ,0.608383466,,,,
2008,2011,BHS,Liberated ,0.70994213,,,,
2012,2015,BHS,Liberated ,0.771465073,,,,
2016,2019,BHS,Liberated ,0.776737124,,,,
2004,2007,BHS,Stable ,0.731639263,,,,
2008,2011,BHS,Stable ,0.630080599,,,,
2012,2015,BHS,Stable ,0.568557656,,,,
2016,2019,BHS,Stable ,0.563285605,,,,
2000,2003,BIH,Total ,200.2831946,,,,
2004,2007,BIH,Total ,202.7276058,,,,
2008,2011,BIH,Total ,220.9593361,,,,
2012,2015,BIH,Total ,235.0919722,,,,
2016,2019,BIH,Total ,237.8580313,,,,
2004,2007,BIH,Expansion,23.53395535,,,,
2008,2011,BIH,Expansion,46.33365785,,,,
2012,2015,BIH,Expansion,62.4168954,,,,
2016,2019,BIH,Expansion,71.66290206,,,,
2004,2007,BIH,Liberated ,21.08954412,,,,
2008,2011,BIH,Liberated ,25.65751635,,,,
2012,2015,BIH,Liberated ,27.60811786,,,,
2016,2019,BIH,Liberated ,34.08806538,,,,
2004,2007,BIH,Stable ,179.1936505,,,,
2008,2011,BIH,Stable ,174.6256783,,,,
2012,2015,BIH,Stable ,172.6750768,,,,
2016,2019,BIH,Stable ,166.1951292,,,,
2000,2003,BLR,Total ,5154.398647,,,,
2004,2007,BLR,Total ,5414.456399,,,,
2008,2011,BLR,Total ,5681.234022,,,,
2012,2015,BLR,Total ,5908.205507,,,,
2016,2019,BLR,Total ,5677.471134,,,,
2004,2007,BLR,Expansion,681.824629,,,,
2008,2011,BLR,Expansion,1060.008235,,,,
2012,2015,BLR,Expansion,1278.717136,,,,
2016,2019,BLR,Expansion,1264.977776,,,,
2004,2007,BLR,Liberated ,421.7668775,,,,
2008,2011,BLR,Liberated ,533.1728598,,,,
2012,2015,BLR,Liberated ,524.9102761,,,,
2016,2019,BLR,Liberated ,741.9052895,,,,
2004,2007,BLR,Stable ,4732.63177,,,,
2008,2011,BLR,Stable ,4621.225787,,,,
2012,2015,BLR,Stable ,4629.488371,,,,
2016,2019,BLR,Stable ,4412.493358,,,,
2000,2003,BLZ,Total ,21.4036594,,,,
2004,2007,BLZ,Total ,17.3181303,,,,
2008,2011,BLZ,Total ,20.66470124,,,,
2012,2015,BLZ,Total ,34.60613715,,,,
2016,2019,BLZ,Total ,56.04606434,,,,
2004,2007,BLZ,Expansion,4.007350759,,,,
2008,2011,BLZ,Expansion,9.164742697,,,,
2012,2015,BLZ,Expansion,22.78849186,,,,
2016,2019,BLZ,Expansion,44.53622566,,,,
2004,2007,BLZ,Liberated ,8.092879857,,,,
2008,2011,BLZ,Liberated ,9.903700852,,,,
2012,2015,BLZ,Liberated ,9.586014114,,,,
2016,2019,BLZ,Liberated ,9.893820717,,,,
2004,2007,BLZ,Stable ,13.31077954,,,,
2008,2011,BLZ,Stable ,11.49995855,,,,
2012,2015,BLZ,Stable ,11.81764529,,,,
2016,2019,BLZ,Stable ,11.50983868,,,,
2000,2003,BOL,Total ,1370.714573,,,,
2004,2007,BOL,Total ,1630.552661,,,,
2008,2011,BOL,Total ,1965.328382,,,,
2012,2015,BOL,Total ,2305.442352,,,,
2016,2019,BOL,Total ,2709.921505,,,,
2004,2007,BOL,Expansion,376.0559329,,,,
2008,2011,BOL,Expansion,791.7132177,,,,
2012,2015,BOL,Expansion,1187.255279,,,,
2016,2019,BOL,Expansion,1652.297981,,,,
2004,2007,BOL,Liberated ,116.217845,,,,
2008,2011,BOL,Liberated ,197.099409,,,,
2012,2015,BOL,Liberated ,252.5275001,,,,
2016,2019,BOL,Liberated ,313.0910494,,,,
2004,2007,BOL,Stable ,1254.496728,,,,
2008,2011,BOL,Stable ,1173.615164,,,,
2012,2015,BOL,Stable ,1118.187073,,,,
2016,2019,BOL,Stable ,1057.623524,,,,
2000,2003,BRA,Total ,30101.71352,,,,
2004,2007,BRA,Total ,36350.89264,,,,
2008,2011,BRA,Total ,40625.01533,,,,
2012,2015,BRA,Total ,47534.98692,,,,
2016,2019,BRA,Total ,53203.42628,,,,
2004,2007,BRA,Expansion,7897.910437,,,,
2008,2011,BRA,Expansion,13056.31044,,,,
2012,2015,BRA,Expansion,20140.33225,,,,
2016,2019,BRA,Expansion,26103.39079,,,,
2004,2007,BRA,Liberated ,1648.731324,,,,
2008,2011,BRA,Liberated ,2533.008634,,,,
2012,2015,BRA,Liberated ,2707.058857,,,,
2016,2019,BRA,Liberated ,3001.678033,,,,
2004,2007,BRA,Stable ,28452.9822,,,,
2008,2011,BRA,Stable ,27568.70489,,,,
2012,2015,BRA,Stable ,27394.65467,,,,
2016,2019,BRA,Stable ,27100.03549,,,,
2000,2003,BRB,Total ,3.896532408,,,,
2004,2007,BRB,Total ,3.222111097,,,,
2008,2011,BRB,Total ,3.325712399,,,,
2012,2015,BRB,Total ,5.724327082,,,,
2016,2019,BRB,Total ,7.983616125,,,,
2004,2007,BRB,Expansion,1.029043562,,,,
2008,2011,BRB,Expansion,1.488237025,,,,
2012,2015,BRB,Expansion,3.497581599,,,,
2016,2019,BRB,Expansion,5.559971103,,,,
2004,2007,BRB,Liberated ,1.703464873,,,,
2008,2011,BRB,Liberated ,2.059057034,,,,
2012,2015,BRB,Liberated ,1.669786926,,,,
2016,2019,BRB,Liberated ,1.472887386,,,,
2004,2007,BRB,Stable ,2.193067535,,,,
2008,2011,BRB,Stable ,1.837475374,,,,
2012,2015,BRB,Stable ,2.226745482,,,,
2016,2019,BRB,Stable ,2.423645022,,,,
2000,2003,BRN,Total ,0.000613363,,,,
2004,2007,BRN,Total ,0.000153341,,,,
2008,2011,BRN,Total ,0.014567388,,,,
2012,2015,BRN,Total ,0.201490092,,,,
2016,2019,BRN,Total ,0.320791653,,,,
2008,2011,BRN,Expansion,0.014414047,,,,
2012,2015,BRN,Expansion,0.200876729,,,,
2016,2019,BRN,Expansion,0.320178291,,,,
2004,2007,BRN,Liberated ,0.000460022,,,,
2008,2011,BRN,Liberated ,0.000460022,,,,
2004,2007,BRN,Stable ,0.000153341,,,,
2008,2011,BRN,Stable ,0.000153341,,,,
2012,2015,BRN,Stable ,0.000613363,,,,
2016,2019,BRN,Stable ,0.000613363,,,,
2000,2003,BTN,Total ,9.960597176,,,,
2004,2007,BTN,Total ,9.964890369,,,,
2008,2011,BTN,Total ,10.81915428,,,,
2012,2015,BTN,Total ,11.18676502,,,,
2016,2019,BTN,Total ,12.7642201,,,,
2004,2007,BTN,Expansion,0.868979855,,,,
2008,2011,BTN,Expansion,2.097602876,,,,
2012,2015,BTN,Expansion,3.063333525,,,,
2016,2019,BTN,Expansion,4.976070706,,,,
2004,2007,BTN,Liberated ,0.864686662,,,,
2008,2011,BTN,Liberated ,1.239045774,,,,
2012,2015,BTN,Liberated ,1.837165687,,,,
2016,2019,BTN,Liberated ,2.172447783,,,,
2004,2007,BTN,Stable ,9.095910514,,,,
2008,2011,BTN,Stable ,8.721551402,,,,
2012,2015,BTN,Stable ,8.123431489,,,,
2016,2019,BTN,Stable ,7.788149393,,,,
2000,2003,BWA,Total ,115.4475546,,,,
2004,2007,BWA,Total ,118.6767593,,,,
2008,2011,BWA,Total ,151.0816085,,,,
2012,2015,BWA,Total ,213.967103,,,,
2016,2019,BWA,Total ,284.4575175,,,,
2004,2007,BWA,Expansion,22.45181753,,,,
2008,2011,BWA,Expansion,58.77124713,,,,
2012,2015,BWA,Expansion,120.1471597,,,,
2016,2019,BWA,Expansion,191.4057944,,,,
2004,2007,BWA,Liberated ,19.22261279,,,,
2008,2011,BWA,Liberated ,23.13719316,,,,
2012,2015,BWA,Liberated ,21.62761129,,,,
2016,2019,BWA,Liberated ,22.39583151,,,,
2004,2007,BWA,Stable ,96.22494177,,,,
2008,2011,BWA,Stable ,92.3103614,,,,
2012,2015,BWA,Stable ,93.81994327,,,,
2016,2019,BWA,Stable ,93.05172305,,,,
2000,2003,CAF,Total ,63.96317077,,,,
2004,2007,CAF,Total ,56.28690183,,,,
2008,2011,CAF,Total ,76.83891349,,,,
2012,2015,CAF,Total ,147.8420607,,,,
2016,2019,CAF,Total ,256.2778285,,,,
2004,2007,CAF,Expansion,17.94815075,,,,
2008,2011,CAF,Expansion,41.6211622,,,,
2012,2015,CAF,Expansion,109.0887069,,,,
2016,2019,CAF,Expansion,213.8527423,,,,
2004,2007,CAF,Liberated ,25.6244197,,,,
2008,2011,CAF,Liberated ,28.74541948,,,,
2012,2015,CAF,Liberated ,25.20981697,,,,
2016,2019,CAF,Liberated ,21.53808458,,,,
2004,2007,CAF,Stable ,38.33875108,,,,
2008,2011,CAF,Stable ,35.21775129,,,,
2012,2015,CAF,Stable ,38.7533538,,,,
2016,2019,CAF,Stable ,42.4250862,,,,
2000,2003,CAN,Total ,36998.60531,,,,
2004,2007,CAN,Total ,37005.16638,,,,
2008,2011,CAN,Total ,36988.59865,,,,
2012,2015,CAN,Total ,37613.12393,,,,
2016,2019,CAN,Total ,38216.15189,,,,
2004,2007,CAN,Expansion,1436.00046,,,,
2008,2011,CAN,Expansion,2195.392878,,,,
2012,2015,CAN,Expansion,3041.501073,,,,
2016,2019,CAN,Expansion,3847.340113,,,,
2004,2007,CAN,Liberated ,1429.439381,,,,
2008,2011,CAN,Liberated ,2205.399539,,,,
2012,2015,CAN,Liberated ,2426.982444,,,,
2016,2019,CAN,Liberated ,2629.793529,,,,
2004,2007,CAN,Stable ,35569.16592,,,,
2008,2011,CAN,Stable ,34793.20577,,,,
2012,2015,CAN,Stable ,34571.62286,,,,
2016,2019,CAN,Stable ,34368.81178,,,,
2000,2003,CHE,Total ,293.3569804,,,,
2004,2007,CHE,Total ,300.2960992,,,,
2008,2011,CHE,Total ,294.0256509,,,,
2012,2015,CHE,Total ,291.1928118,,,,
2016,2019,CHE,Total ,273.7586102,,,,
2004,2007,CHE,Expansion,27.92954816,,,,
2008,2011,CHE,Expansion,34.75803295,,,,
2012,2015,CHE,Expansion,38.40090037,,,,
2016,2019,CHE,Expansion,42.33002526,,,,
2004,2007,CHE,Liberated ,20.99042939,,,,
2008,2011,CHE,Liberated ,34.08936246,,,,
2012,2015,CHE,Liberated ,40.56506901,,,,
2016,2019,CHE,Liberated ,61.92839549,,,,
2004,2007,CHE,Stable ,272.366551,,,,
