year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,MMR,6.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,MMR,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,MMR,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MMR,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MMR,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,MMR,6.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,MMR,7.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MMR,11.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MMR,13.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MMR,10.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MMR,10.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MMR,12.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,NAM,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,NAM,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,NAM,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,NAM,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,NAM,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,NAM,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,NAM,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,NAM,10.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NAM,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,NAM,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,NAM,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,NAM,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,NAM,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,NAM,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,NAM,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,NAM,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,NAM,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,NAM,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,NAM,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NAM,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NAM,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,NLD,27.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,NLD,27.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,NLD,27.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,NLD,27.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,NLD,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,NLD,23.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,NLD,24.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,NLD,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,NLD,22.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NLD,21.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,NLD,19.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,NLD,19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,NLD,23.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,NLD,24.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,NLD,28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,NLD,36.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,NLD,32.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,NLD,27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,NLD,24.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,NLD,14.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,NLD,6.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NLD,12.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NLD,12.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,NLD,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,NCL,10.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,NCL,12.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,NCL,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,NCL,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,NCL,10.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,NCL,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,NCL,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,NCL,8.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,NCL,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NCL,10.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,NCL,25.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,NCL,25.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,NCL,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,NCL,25.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,NCL,25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,NCL,28.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,NCL,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,NCL,41.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,NCL,40.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,NCL,44.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,NCL,48.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NCL,41.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NCL,41.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,NZL,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,NZL,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,NZL,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,NZL,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,NZL,9.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,NZL,12.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,NZL,11.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,NZL,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,NZL,9.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NZL,6.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,NZL,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,NZL,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,NZL,6.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,NZL,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,NZL,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,NZL,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,NZL,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,NZL,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,NZL,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,NZL,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,NZL,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NZL,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NZL,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,NZL,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,NER,66.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,NER,72.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,NER,73.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,NER,75.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,NER,75.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,NER,69.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,NER,77.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,NER,68.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,NER,77.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NER,73.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,NER,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,NER,73.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,NER,64.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,NER,54.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,NER,55.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,NER,40.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,NER,31.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,NER,37.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,NER,33.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,NER,31.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,NER,31.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NER,25.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NER,26.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,MKD,76.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,MKD,87.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,MKD,84.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,MKD,79.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,MKD,77.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,MKD,78.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,MKD,72.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,MKD,77.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,MKD,83.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,MKD,77.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,MKD,65.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,MKD,76.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,MKD,77.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,MKD,66.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,MKD,69.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MKD,58.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MKD,51.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,MKD,60.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,MKD,50.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MKD,59.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MKD,49.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MKD,39.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MKD,46.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MKD,35.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,PAK,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,PAK,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,PAK,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,PAK,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,PAK,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,PAK,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,PAK,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,PAK,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,PAK,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PAK,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,PAK,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,PAK,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,PAK,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,PAK,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,PAK,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,PAK,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PAK,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,PAK,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,PAK,12.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,PAK,19.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,PAK,19.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,PAK,18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,PAK,17.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,PAK,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,PAN,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,PAN,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,PAN,7.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,PAN,7.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,PAN,6.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PAN,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,PAN,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,PAN,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,PAN,9.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,PAN,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,PAN,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,PAN,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,PER,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,PER,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,PER,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,PER,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,PER,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,PER,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,PER,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,PER,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,PER,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PER,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,PER,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,PER,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,PER,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,PER,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,PER,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,PER,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PER,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,PER,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,PER,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,PER,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,PER,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,PER,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,PER,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,PER,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,PHL,36.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,PHL,39.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,PHL,33.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,PHL,28.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,PHL,28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,PHL,27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,PHL,26.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,PHL,28.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,PHL,25.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PHL,26.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,PHL,34.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,PHL,36.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,PHL,38.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,PHL,42.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,PHL,42.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,PHL,44.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PHL,47.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,PHL,49.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,PHL,52.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,PHL,54.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,PHL,57.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,PHL,58.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,PHL,59.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,PHL,61.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,POL,94.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,POL,93.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,POL,93.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,POL,93.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,POL,92.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,POL,91.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,POL,91.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,POL,90.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,POL,89.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,POL,88.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,POL,87.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,POL,85.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,POL,83.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,POL,84.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,POL,81.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,POL,79.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,POL,78.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,POL,77.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,POL,77.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,POL,72.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,POL,68.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,POL,71.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,POL,69.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,POL,61.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,PRT,33.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,PRT,29.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,PRT,33.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,PRT,31.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,PRT,33.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,PRT,33.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,PRT,30.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,PRT,26.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,PRT,24.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PRT,26.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,PRT,13.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,PRT,19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,PRT,28.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,PRT,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,PRT,23.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,PRT,28.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PRT,21.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,PRT,25.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,PRT,20.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,PRT,10.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,PRT,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,PRT,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,PRI,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,PRI,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,PRI,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,PRI,12.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
